"nuts2";"freq";"date"
1;140;2020-03-28 00:00:00
2;204;2020-03-28 00:00:00
3;1163;2020-03-28 00:00:00
4;1285;2020-03-28 00:00:00
5;728;2020-03-28 00:00:00
6;812;2020-03-28 00:00:00
7;1801;2020-03-28 00:00:00
8;535;2020-03-28 00:00:00
9;1029;2020-03-28 00:00:00
1;140;2020-03-28 01:00:00
2;204;2020-03-28 01:00:00
3;1163;2020-03-28 01:00:00
4;1285;2020-03-28 01:00:00
5;728;2020-03-28 01:00:00
6;812;2020-03-28 01:00:00
7;1801;2020-03-28 01:00:00
8;535;2020-03-28 01:00:00
9;1029;2020-03-28 01:00:00
1;140;2020-03-28 02:00:00
2;204;2020-03-28 02:00:00
3;1163;2020-03-28 02:00:00
4;1285;2020-03-28 02:00:00
5;728;2020-03-28 02:00:00
6;812;2020-03-28 02:00:00
7;1801;2020-03-28 02:00:00
8;535;2020-03-28 02:00:00
9;1029;2020-03-28 02:00:00
1;140;2020-03-28 03:00:00
2;204;2020-03-28 03:00:00
3;1163;2020-03-28 03:00:00
4;1285;2020-03-28 03:00:00
5;728;2020-03-28 03:00:00
6;812;2020-03-28 03:00:00
7;1801;2020-03-28 03:00:00
8;535;2020-03-28 03:00:00
9;1029;2020-03-28 03:00:00
1;140;2020-03-28 04:00:00
2;204;2020-03-28 04:00:00
3;1163;2020-03-28 04:00:00
4;1285;2020-03-28 04:00:00
5;728;2020-03-28 04:00:00
6;812;2020-03-28 04:00:00
7;1801;2020-03-28 04:00:00
8;535;2020-03-28 04:00:00
9;1029;2020-03-28 04:00:00
1;140;2020-03-28 05:00:00
2;204;2020-03-28 05:00:00
3;1163;2020-03-28 05:00:00
4;1285;2020-03-28 05:00:00
5;728;2020-03-28 05:00:00
6;812;2020-03-28 05:00:00
7;1801;2020-03-28 05:00:00
8;535;2020-03-28 05:00:00
9;1029;2020-03-28 05:00:00
1;140;2020-03-28 06:00:00
2;204;2020-03-28 06:00:00
3;1163;2020-03-28 06:00:00
4;1285;2020-03-28 06:00:00
5;728;2020-03-28 06:00:00
6;812;2020-03-28 06:00:00
7;1801;2020-03-28 06:00:00
8;535;2020-03-28 06:00:00
9;1029;2020-03-28 06:00:00
1;140;2020-03-28 07:00:00
2;204;2020-03-28 07:00:00
3;1163;2020-03-28 07:00:00
4;1285;2020-03-28 07:00:00
5;728;2020-03-28 07:00:00
6;812;2020-03-28 07:00:00
7;1801;2020-03-28 07:00:00
8;535;2020-03-28 07:00:00
9;1029;2020-03-28 07:00:00
1;140;2020-03-28 08:00:00
2;204;2020-03-28 08:00:00
3;1163;2020-03-28 08:00:00
4;1285;2020-03-28 08:00:00
5;728;2020-03-28 08:00:00
6;812;2020-03-28 08:00:00
7;1801;2020-03-28 08:00:00
8;535;2020-03-28 08:00:00
9;1029;2020-03-28 08:00:00
1;140;2020-03-28 09:00:00
2;204;2020-03-28 09:00:00
3;1170;2020-03-28 09:00:00
4;1285;2020-03-28 09:00:00
5;731;2020-03-28 09:00:00
6;817;2020-03-28 09:00:00
7;1801;2020-03-28 09:00:00
8;535;2020-03-28 09:00:00
9;1029;2020-03-28 09:00:00
1;140;2020-03-28 10:00:00
2;205;2020-03-28 10:00:00
3;1192;2020-03-28 10:00:00
4;1287;2020-03-28 10:00:00
5;731;2020-03-28 10:00:00
6;819;2020-03-28 10:00:00
7;1810;2020-03-28 10:00:00
8;535;2020-03-28 10:00:00
9;1031;2020-03-28 10:00:00
1;142;2020-03-28 11:00:00
2;207;2020-03-28 11:00:00
3;1226;2020-03-28 11:00:00
4;1288;2020-03-28 11:00:00
5;750;2020-03-28 11:00:00
6;819;2020-03-28 11:00:00
7;1823;2020-03-28 11:00:00
8;535;2020-03-28 11:00:00
9;1033;2020-03-28 11:00:00
1;141;2020-03-28 12:00:00
2;207;2020-03-28 12:00:00
3;1259;2020-03-28 12:00:00
4;1306;2020-03-28 12:00:00
5;750;2020-03-28 12:00:00
6;819;2020-03-28 12:00:00
7;1832;2020-03-28 12:00:00
8;540;2020-03-28 12:00:00
9;1044;2020-03-28 12:00:00
1;141;2020-03-28 13:00:00
2;216;2020-03-28 13:00:00
3;1259;2020-03-28 13:00:00
4;1319;2020-03-28 13:00:00
5;750;2020-03-28 13:00:00
6;824;2020-03-28 13:00:00
7;1846;2020-03-28 13:00:00
8;549;2020-03-28 13:00:00
9;1060;2020-03-28 13:00:00
1;142;2020-03-28 14:00:00
2;221;2020-03-28 14:00:00
3;1262;2020-03-28 14:00:00
4;1332;2020-03-28 14:00:00
5;751;2020-03-28 14:00:00
6;828;2020-03-28 14:00:00
7;1846;2020-03-28 14:00:00
8;549;2020-03-28 14:00:00
9;1064;2020-03-28 14:00:00
1;142;2020-03-28 15:00:00
2;221;2020-03-28 15:00:00
3;1262;2020-03-28 15:00:00
4;1337;2020-03-28 15:00:00
5;751;2020-03-28 15:00:00
6;848;2020-03-28 15:00:00
7;1849;2020-03-28 15:00:00
8;553;2020-03-28 15:00:00
9;1067;2020-03-28 15:00:00
1;150;2020-03-28 16:00:00
2;219;2020-03-28 16:00:00
3;1265;2020-03-28 16:00:00
4;1345;2020-03-28 16:00:00
5;751;2020-03-28 16:00:00
6;850;2020-03-28 16:00:00
7;1867;2020-03-28 16:00:00
8;553;2020-03-28 16:00:00
9;1068;2020-03-28 16:00:00
1;152;2020-03-28 17:00:00
2;219;2020-03-28 17:00:00
3;1268;2020-03-28 17:00:00
4;1358;2020-03-28 17:00:00
5;762;2020-03-28 17:00:00
6;850;2020-03-28 17:00:00
7;1874;2020-03-28 17:00:00
8;554;2020-03-28 17:00:00
9;1068;2020-03-28 17:00:00
1;152;2020-03-28 18:00:00
2;223;2020-03-28 18:00:00
3;1274;2020-03-28 18:00:00
4;1358;2020-03-28 18:00:00
5;762;2020-03-28 18:00:00
6;850;2020-03-28 18:00:00
