"altersgruppe","freq","date"
"<5",29,2020-03-28 00:00:00
"5-14",162,2020-03-28 00:00:00
"15-24",700,2020-03-28 00:00:00
"25-34",1164,2020-03-28 00:00:00
"35-44",1153,2020-03-28 00:00:00
"45-54",1657,2020-03-28 00:00:00
"55-64",1353,2020-03-28 00:00:00
">64",1479,2020-03-28 00:00:00
"<5",29,2020-03-28 01:00:00
"5-14",162,2020-03-28 01:00:00
"15-24",700,2020-03-28 01:00:00
"25-34",1164,2020-03-28 01:00:00
"35-44",1153,2020-03-28 01:00:00
"45-54",1657,2020-03-28 01:00:00
"55-64",1353,2020-03-28 01:00:00
">64",1479,2020-03-28 01:00:00
"<5",29,2020-03-28 02:00:00
"5-14",162,2020-03-28 02:00:00
"15-24",700,2020-03-28 02:00:00
"25-34",1164,2020-03-28 02:00:00
"35-44",1153,2020-03-28 02:00:00
"45-54",1657,2020-03-28 02:00:00
"55-64",1353,2020-03-28 02:00:00
">64",1479,2020-03-28 02:00:00
"<5",29,2020-03-28 03:00:00
"5-14",162,2020-03-28 03:00:00
"15-24",700,2020-03-28 03:00:00
"25-34",1164,2020-03-28 03:00:00
"35-44",1153,2020-03-28 03:00:00
"45-54",1657,2020-03-28 03:00:00
"55-64",1353,2020-03-28 03:00:00
">64",1479,2020-03-28 03:00:00
"<5",29,2020-03-28 04:00:00
"5-14",162,2020-03-28 04:00:00
"15-24",700,2020-03-28 04:00:00
"25-34",1164,2020-03-28 04:00:00
"35-44",1153,2020-03-28 04:00:00
"45-54",1657,2020-03-28 04:00:00
"55-64",1353,2020-03-28 04:00:00
">64",1479,2020-03-28 04:00:00
"<5",29,2020-03-28 05:00:00
"5-14",162,2020-03-28 05:00:00
"15-24",700,2020-03-28 05:00:00
"25-34",1164,2020-03-28 05:00:00
"35-44",1153,2020-03-28 05:00:00
"45-54",1657,2020-03-28 05:00:00
"55-64",1353,2020-03-28 05:00:00
">64",1479,2020-03-28 05:00:00
"<5",29,2020-03-28 06:00:00
"5-14",162,2020-03-28 06:00:00
"15-24",700,2020-03-28 06:00:00
"25-34",1164,2020-03-28 06:00:00
"35-44",1153,2020-03-28 06:00:00
"45-54",1657,2020-03-28 06:00:00
"55-64",1353,2020-03-28 06:00:00
">64",1479,2020-03-28 06:00:00
"<5",29,2020-03-28 07:00:00
"5-14",162,2020-03-28 07:00:00
"15-24",700,2020-03-28 07:00:00
"25-34",1164,2020-03-28 07:00:00
"35-44",1153,2020-03-28 07:00:00
"45-54",1657,2020-03-28 07:00:00
"55-64",1353,2020-03-28 07:00:00
">64",1479,2020-03-28 07:00:00
"<5",29,2020-03-28 08:00:00
"5-14",162,2020-03-28 08:00:00
"15-24",700,2020-03-28 08:00:00
"25-34",1164,2020-03-28 08:00:00
"35-44",1153,2020-03-28 08:00:00
"45-54",1657,2020-03-28 08:00:00
"55-64",1353,2020-03-28 08:00:00
">64",1479,2020-03-28 08:00:00
"<5",29,2020-03-28 09:00:00
"5-14",163,2020-03-28 09:00:00
"15-24",702,2020-03-28 09:00:00
"25-34",1166,2020-03-28 09:00:00
"35-44",1155,2020-03-28 09:00:00
"45-54",1660,2020-03-28 09:00:00
"55-64",1354,2020-03-28 09:00:00
">64",1483,2020-03-28 09:00:00
"<5",30,2020-03-28 10:00:00
"5-14",164,2020-03-28 10:00:00
"15-24",706,2020-03-28 10:00:00
"25-34",1173,2020-03-28 10:00:00
"35-44",1162,2020-03-28 10:00:00
"45-54",1666,2020-03-28 10:00:00
"55-64",1358,2020-03-28 10:00:00
">64",1491,2020-03-28 10:00:00
"<5",30,2020-03-28 11:00:00
"5-14",166,2020-03-28 11:00:00
"15-24",709,2020-03-28 11:00:00
"25-34",1187,2020-03-28 11:00:00
"35-44",1171,2020-03-28 11:00:00
"45-54",1684,2020-03-28 11:00:00
"55-64",1371,2020-03-28 11:00:00
">64",1505,2020-03-28 11:00:00
"<5",31,2020-03-28 12:00:00
"5-14",166,2020-03-28 12:00:00
"15-24",715,2020-03-28 12:00:00
"25-34",1191,2020-03-28 12:00:00
"35-44",1180,2020-03-28 12:00:00
"45-54",1708,2020-03-28 12:00:00
"55-64",1386,2020-03-28 12:00:00
">64",1521,2020-03-28 12:00:00
"<5",31,2020-03-28 13:00:00
"5-14",169,2020-03-28 13:00:00
"15-24",722,2020-03-28 13:00:00
"25-34",1199,2020-03-28 13:00:00
"35-44",1186,2020-03-28 13:00:00
"45-54",1730,2020-03-28 13:00:00
"55-64",1397,2020-03-28 13:00:00
">64",1530,2020-03-28 13:00:00
"<5",32,2020-03-28 14:00:00
"5-14",171,2020-03-28 14:00:00
"15-24",725,2020-03-28 14:00:00
"25-34",1203,2020-03-28 14:00:00
"35-44",1188,2020-03-28 14:00:00
"45-54",1735,2020-03-28 14:00:00
"55-64",1401,2020-03-28 14:00:00
">64",1540,2020-03-28 14:00:00
"<5",32,2020-03-28 15:00:00
"5-14",171,2020-03-28 15:00:00
"15-24",727,2020-03-28 15:00:00
"25-34",1206,2020-03-28 15:00:00
"35-44",1192,2020-03-28 15:00:00
"45-54",1741,2020-03-28 15:00:00
"55-64",1409,2020-03-28 15:00:00
">64",1552,2020-03-28 15:00:00
"<5",32,2020-03-28 16:00:00
"5-14",174,2020-03-28 16:00:00
"15-24",730,2020-03-28 16:00:00
"25-34",1214,2020-03-28 16:00:00
"35-44",1197,2020-03-28 16:00:00
"45-54",1748,2020-03-28 16:00:00
"55-64",1416,2020-03-28 16:00:00
">64",1557,2020-03-28 16:00:00
"<5",32,2020-03-28 17:00:00
"5-14",174,2020-03-28 17:00:00
"15-24",736,2020-03-28 17:00:00
"25-34",1220,2020-03-28 17:00:00
"35-44",1202,2020-03-28 17:00:00
"45-54",1757,2020-03-28 17:00:00
"55-64",1419,2020-03-28 17:00:00
">64",1565,2020-03-28 17:00:00
"<5",33,2020-03-28 18:00:00
"5-14",175,2020-03-28 18:00:00
"15-24",738,2020-03-28 18:00:00
"25-34",1223,2020-03-28 18:00:00
"35-44",1204,2020-03-28 18:00:00
"45-54",1761,2020-03-28 18:00:00
"55-64",1421,2020-03-28 18:00:00
">64",1567,2020-03-28 18:00:00
"<5",35,2020-03-28 19:00:00
"5-14",175,2020-03-28 19:00:00
"15-24",740,2020-03-28 19:00:00
"25-34",1233,2020-03-28 19:00:00
"35-44",1218,2020-03-28 19:00:00
"45-54",1777,2020-03-28 19:00:00
"55-64",1432,2020-03-28 19:00:00
">64",1578,2020-03-28 19:00:00
"<5",35,2020-03-28 20:00:00
"5-14",176,2020-03-28 20:00:00
"15-24",743,2020-03-28 20:00:00
"25-34",1237,2020-03-28 20:00:00
"35-44",1223,2020-03-28 20:00:00
"45-54",1784,2020-03-28 20:00:00
"55-64",1439,2020-03-28 20:00:00
">64",1596,2020-03-28 20:00:00
"<5",35,2020-03-28 21:00:00
"5-14",177,2020-03-28 21:00:00
"15-24",748,2020-03-28 21:00:00
"25-34",1241,2020-03-28 21:00:00
"35-44",1225,2020-03-28 21:00:00
"45-54",1787,2020-03-28 21:00:00
"55-64",1447,2020-03-28 21:00:00
">64",1598,2020-03-28 21:00:00
"<5",35,2020-03-28 22:00:00
"5-14",177,2020-03-28 22:00:00
"15-24",748,2020-03-28 22:00:00
"25-34",1241,2020-03-28 22:00:00
"35-44",1225,2020-03-28 22:00:00
"45-54",1787,2020-03-28 22:00:00
"55-64",1448,2020-03-28 22:00:00
">64",1598,2020-03-28 22:00:00
"<5",35,2020-03-28 23:00:00
"5-14",177,2020-03-28 23:00:00
"15-24",748,2020-03-28 23:00:00
"25-34",1243,2020-03-28 23:00:00
"35-44",1227,2020-03-28 23:00:00
"45-54",1789,2020-03-28 23:00:00
"55-64",1450,2020-03-28 23:00:00
">64",1602,2020-03-28 23:00:00
