"geschlecht","freq","date"
"männlich",53,2020-03-28 00:00:00
"weiblich",47,2020-03-28 00:00:00
"männlich",53,2020-03-28 01:00:00
"weiblich",47,2020-03-28 01:00:00
"männlich",53,2020-03-28 02:00:00
"weiblich",47,2020-03-28 02:00:00
"männlich",53,2020-03-28 03:00:00
"weiblich",47,2020-03-28 03:00:00
"männlich",53,2020-03-28 04:00:00
"weiblich",47,2020-03-28 04:00:00
"männlich",53,2020-03-28 05:00:00
"weiblich",47,2020-03-28 05:00:00
"männlich",53,2020-03-28 06:00:00
"weiblich",47,2020-03-28 06:00:00
"männlich",53,2020-03-28 07:00:00
"weiblich",47,2020-03-28 07:00:00
"männlich",53,2020-03-28 08:00:00
"weiblich",47,2020-03-28 08:00:00
"männlich",53,2020-03-28 09:00:00
"weiblich",47,2020-03-28 09:00:00
"männlich",53,2020-03-28 10:00:00
"weiblich",47,2020-03-28 10:00:00
"männlich",53,2020-03-28 11:00:00
"weiblich",47,2020-03-28 11:00:00
"männlich",53,2020-03-28 12:00:00
"weiblich",47,2020-03-28 12:00:00
"männlich",53,2020-03-28 13:00:00
"weiblich",47,2020-03-28 13:00:00
"männlich",53,2020-03-28 14:00:00
"weiblich",47,2020-03-28 14:00:00
"männlich",53,2020-03-28 15:00:00
"weiblich",47,2020-03-28 15:00:00
"männlich",53,2020-03-28 16:00:00
"weiblich",47,2020-03-28 16:00:00
"männlich",53,2020-03-28 17:00:00
"weiblich",47,2020-03-28 17:00:00
"männlich",53,2020-03-28 18:00:00
"weiblich",47,2020-03-28 18:00:00
"männlich",52,2020-03-28 19:00:00
"weiblich",48,2020-03-28 19:00:00
"männlich",52,2020-03-28 20:00:00
"weiblich",48,2020-03-28 20:00:00
"männlich",52,2020-03-28 21:00:00
"weiblich",48,2020-03-28 21:00:00
"männlich",52,2020-03-28 22:00:00
"weiblich",48,2020-03-28 22:00:00
"männlich",52,2020-03-28 23:00:00
"weiblich",48,2020-03-28 23:00:00
