"nuts2","freq","date"
1,224,2020-04-05 00:00:00
2,310,2020-04-05 00:00:00
3,1863,2020-04-05 00:00:00
4,1916,2020-04-05 00:00:00
5,1068,2020-04-05 00:00:00
6,1285,2020-04-05 00:00:00
7,2690,2020-04-05 00:00:00
8,722,2020-04-05 00:00:00
9,1688,2020-04-05 00:00:00
1,224,2020-04-05 01:00:00
2,310,2020-04-05 01:00:00
3,1863,2020-04-05 01:00:00
4,1916,2020-04-05 01:00:00
5,1068,2020-04-05 01:00:00
6,1285,2020-04-05 01:00:00
7,2690,2020-04-05 01:00:00
8,722,2020-04-05 01:00:00
9,1688,2020-04-05 01:00:00
1,224,2020-04-05 02:00:00
2,310,2020-04-05 02:00:00
3,1863,2020-04-05 02:00:00
4,1916,2020-04-05 02:00:00
5,1068,2020-04-05 02:00:00
6,1285,2020-04-05 02:00:00
7,2690,2020-04-05 02:00:00
8,722,2020-04-05 02:00:00
9,1688,2020-04-05 02:00:00
1,224,2020-04-05 03:00:00
2,310,2020-04-05 03:00:00
3,1863,2020-04-05 03:00:00
4,1916,2020-04-05 03:00:00
5,1068,2020-04-05 03:00:00
6,1285,2020-04-05 03:00:00
7,2690,2020-04-05 03:00:00
8,722,2020-04-05 03:00:00
9,1688,2020-04-05 03:00:00
1,224,2020-04-05 04:00:00
2,310,2020-04-05 04:00:00
3,1863,2020-04-05 04:00:00
4,1916,2020-04-05 04:00:00
5,1068,2020-04-05 04:00:00
6,1285,2020-04-05 04:00:00
7,2690,2020-04-05 04:00:00
8,722,2020-04-05 04:00:00
9,1688,2020-04-05 04:00:00
1,224,2020-04-05 05:00:00
2,310,2020-04-05 05:00:00
3,1863,2020-04-05 05:00:00
4,1916,2020-04-05 05:00:00
5,1068,2020-04-05 05:00:00
6,1285,2020-04-05 05:00:00
7,2690,2020-04-05 05:00:00
8,722,2020-04-05 05:00:00
9,1688,2020-04-05 05:00:00
1,224,2020-04-05 06:00:00
2,310,2020-04-05 06:00:00
3,1863,2020-04-05 06:00:00
4,1916,2020-04-05 06:00:00
5,1068,2020-04-05 06:00:00
6,1285,2020-04-05 06:00:00
7,2690,2020-04-05 06:00:00
8,722,2020-04-05 06:00:00
9,1688,2020-04-05 06:00:00
1,224,2020-04-05 07:00:00
2,310,2020-04-05 07:00:00
3,1863,2020-04-05 07:00:00
4,1916,2020-04-05 07:00:00
5,1068,2020-04-05 07:00:00
6,1285,2020-04-05 07:00:00
7,2690,2020-04-05 07:00:00
8,722,2020-04-05 07:00:00
9,1688,2020-04-05 07:00:00
1,224,2020-04-05 08:00:00
2,310,2020-04-05 08:00:00
3,1863,2020-04-05 08:00:00
4,1916,2020-04-05 08:00:00
5,1068,2020-04-05 08:00:00
6,1285,2020-04-05 08:00:00
7,2690,2020-04-05 08:00:00
8,722,2020-04-05 08:00:00
9,1689,2020-04-05 08:00:00
1,224,2020-04-05 09:00:00
2,310,2020-04-05 09:00:00
3,1863,2020-04-05 09:00:00
4,1916,2020-04-05 09:00:00
5,1068,2020-04-05 09:00:00
6,1285,2020-04-05 09:00:00
7,2693,2020-04-05 09:00:00
8,722,2020-04-05 09:00:00
9,1689,2020-04-05 09:00:00
1,224,2020-04-05 10:00:00
2,311,2020-04-05 10:00:00
3,1901,2020-04-05 10:00:00
4,1919,2020-04-05 10:00:00
5,1068,2020-04-05 10:00:00
6,1286,2020-04-05 10:00:00
7,2691,2020-04-05 10:00:00
8,732,2020-04-05 10:00:00
9,1689,2020-04-05 10:00:00
1,224,2020-04-05 11:00:00
2,311,2020-04-05 11:00:00
3,1901,2020-04-05 11:00:00
4,1920,2020-04-05 11:00:00
5,1068,2020-04-05 11:00:00
6,1286,2020-04-05 11:00:00
7,2693,2020-04-05 11:00:00
8,737,2020-04-05 11:00:00
9,1691,2020-04-05 11:00:00
1,224,2020-04-05 12:00:00
2,312,2020-04-05 12:00:00
3,1902,2020-04-05 12:00:00
4,1920,2020-04-05 12:00:00
5,1068,2020-04-05 12:00:00
6,1287,2020-04-05 12:00:00
7,2701,2020-04-05 12:00:00
8,738,2020-04-05 12:00:00
9,1698,2020-04-05 12:00:00
1,224,2020-04-05 13:00:00
2,314,2020-04-05 13:00:00
3,1902,2020-04-05 13:00:00
4,1921,2020-04-05 13:00:00
5,1068,2020-04-05 13:00:00
6,1292,2020-04-05 13:00:00
7,2704,2020-04-05 13:00:00
8,738,2020-04-05 13:00:00
9,1698,2020-04-05 13:00:00
1,225,2020-04-05 14:00:00
2,317,2020-04-05 14:00:00
3,1902,2020-04-05 14:00:00
4,1930,2020-04-05 14:00:00
5,1068,2020-04-05 14:00:00
6,1311,2020-04-05 14:00:00
7,2704,2020-04-05 14:00:00
8,742,2020-04-05 14:00:00
9,1698,2020-04-05 14:00:00
1,226,2020-04-05 15:00:00
2,319,2020-04-05 15:00:00
3,1903,2020-04-05 15:00:00
4,1932,2020-04-05 15:00:00
5,1069,2020-04-05 15:00:00
6,1311,2020-04-05 15:00:00
7,2704,2020-04-05 15:00:00
8,742,2020-04-05 15:00:00
9,1701,2020-04-05 15:00:00
1,227,2020-04-05 16:00:00
2,319,2020-04-05 16:00:00
3,1903,2020-04-05 16:00:00
4,1939,2020-04-05 16:00:00
5,1069,2020-04-05 16:00:00
6,1312,2020-04-05 16:00:00
7,2708,2020-04-05 16:00:00
8,742,2020-04-05 16:00:00
9,1701,2020-04-05 16:00:00
1,228,2020-04-05 17:00:00
2,319,2020-04-05 17:00:00
