"nuts2";"freq";"date"
1;255;2020-04-11 00:00:00
2;373;2020-04-11 00:00:00
3;2213;2020-04-11 00:00:00
4;2109;2020-04-11 00:00:00
5;1154;2020-04-11 00:00:00
6;1499;2020-04-11 00:00:00
7;3176;2020-04-11 00:00:00
8;819;2020-04-11 00:00:00
9;1962;2020-04-11 00:00:00
1;255;2020-04-11 01:00:00
2;373;2020-04-11 01:00:00
3;2213;2020-04-11 01:00:00
4;2109;2020-04-11 01:00:00
5;1154;2020-04-11 01:00:00
6;1499;2020-04-11 01:00:00
7;3176;2020-04-11 01:00:00
8;819;2020-04-11 01:00:00
9;1962;2020-04-11 01:00:00
1;255;2020-04-11 02:00:00
2;373;2020-04-11 02:00:00
3;2213;2020-04-11 02:00:00
4;2109;2020-04-11 02:00:00
5;1154;2020-04-11 02:00:00
6;1499;2020-04-11 02:00:00
7;3176;2020-04-11 02:00:00
8;819;2020-04-11 02:00:00
9;1962;2020-04-11 02:00:00
