"geschlecht";"freq";"date"
"männlich";52;2020-03-30 00:00:00
"weiblich";48;2020-03-30 00:00:00
"männlich";52;2020-03-30 01:00:00
"weiblich";48;2020-03-30 01:00:00
"männlich";52;2020-03-30 02:00:00
"weiblich";48;2020-03-30 02:00:00
"männlich";52;2020-03-30 03:00:00
"weiblich";48;2020-03-30 03:00:00
"männlich";52;2020-03-30 04:00:00
"weiblich";48;2020-03-30 04:00:00
"männlich";52;2020-03-30 05:00:00
"weiblich";48;2020-03-30 05:00:00
"männlich";52;2020-03-30 06:00:00
"weiblich";48;2020-03-30 06:00:00
"männlich";52;2020-03-30 07:00:00
"weiblich";48;2020-03-30 07:00:00
"männlich";52;2020-03-30 08:00:00
"weiblich";48;2020-03-30 08:00:00
"männlich";52;2020-03-30 09:00:00
"weiblich";48;2020-03-30 09:00:00
