"geschlecht","freq","date"
"männlich",50,2020-04-07 00:00:00
"weiblich",50,2020-04-07 00:00:00
"männlich",50,2020-04-07 01:00:00
"weiblich",50,2020-04-07 01:00:00
"männlich",50,2020-04-07 02:00:00
"weiblich",50,2020-04-07 02:00:00
"männlich",50,2020-04-07 03:00:00
"weiblich",50,2020-04-07 03:00:00
"männlich",50,2020-04-07 03:59:59
"weiblich",50,2020-04-07 03:59:59
"männlich",50,2020-04-07 05:00:00
"weiblich",50,2020-04-07 05:00:00
"männlich",50,2020-04-07 06:00:00
"weiblich",50,2020-04-07 06:00:00
"männlich",50,2020-04-07 07:00:00
"weiblich",50,2020-04-07 07:00:00
"männlich",51,2020-04-07 08:00:00
"weiblich",49,2020-04-07 08:00:00
