"geschlecht";"freq";"date"
"männlich";51;2020-04-04 00:00:00
"weiblich";49;2020-04-04 00:00:00
"männlich";51;2020-04-04 01:00:00
"weiblich";49;2020-04-04 01:00:00
"männlich";51;2020-04-04 02:00:00
"weiblich";49;2020-04-04 02:00:00
"männlich";51;2020-04-04 03:00:00
"weiblich";49;2020-04-04 03:00:00
"männlich";51;2020-04-04 04:00:00
"weiblich";49;2020-04-04 04:00:00
"männlich";51;2020-04-04 05:00:00
"weiblich";49;2020-04-04 05:00:00
"männlich";51;2020-04-04 06:00:00
"weiblich";49;2020-04-04 06:00:00
"männlich";51;2020-04-04 07:00:00
"weiblich";49;2020-04-04 07:00:00
"männlich";51;2020-04-04 08:00:00
"weiblich";49;2020-04-04 08:00:00
"männlich";51;2020-04-04 09:00:00
"weiblich";49;2020-04-04 09:00:00
"männlich";51;2020-04-04 10:00:00
"weiblich";49;2020-04-04 10:00:00
"männlich";51;2020-04-04 11:00:00
"weiblich";49;2020-04-04 11:00:00
"männlich";51;2020-04-04 12:00:00
"weiblich";49;2020-04-04 12:00:00
"männlich";51;2020-04-04 13:00:00
"weiblich";49;2020-04-04 13:00:00
"männlich";51;2020-04-04 14:00:00
"weiblich";49;2020-04-04 14:00:00
"männlich";51;2020-04-04 15:00:00
"weiblich";49;2020-04-04 15:00:00
"männlich";51;2020-04-04 16:00:00
"weiblich";49;2020-04-04 16:00:00
"männlich";51;2020-04-04 17:00:00
"weiblich";49;2020-04-04 17:00:00
