"nuts2","freq","date"
5,1062,2020-04-04 17:00:00
6,1281,2020-04-04 17:00:00
7,2655,2020-04-04 17:00:00
8,722,2020-04-04 17:00:00
9,1688,2020-04-04 17:00:00
1,224,2020-04-04 18:00:00
2,310,2020-04-04 18:00:00
3,1863,2020-04-04 18:00:00
4,1907,2020-04-04 18:00:00
5,1062,2020-04-04 18:00:00
6,1281,2020-04-04 18:00:00
7,2656,2020-04-04 18:00:00
8,722,2020-04-04 18:00:00
9,1688,2020-04-04 18:00:00
1,224,2020-04-04 19:00:00
2,310,2020-04-04 19:00:00
3,1863,2020-04-04 19:00:00
4,1915,2020-04-04 19:00:00
5,1062,2020-04-04 19:00:00
6,1285,2020-04-04 19:00:00
7,2672,2020-04-04 19:00:00
8,722,2020-04-04 19:00:00
9,1688,2020-04-04 19:00:00
1,224,2020-04-04 20:00:00
2,310,2020-04-04 20:00:00
3,1863,2020-04-04 20:00:00
4,1915,2020-04-04 20:00:00
5,1063,2020-04-04 20:00:00
6,1285,2020-04-04 20:00:00
7,2683,2020-04-04 20:00:00
8,722,2020-04-04 20:00:00
9,1688,2020-04-04 20:00:00
1,224,2020-04-04 21:00:00
2,310,2020-04-04 21:00:00
3,1864,2020-04-04 21:00:00
4,1914,2020-04-04 21:00:00
5,1068,2020-04-04 21:00:00
6,1285,2020-04-04 21:00:00
7,2690,2020-04-04 21:00:00
8,722,2020-04-04 21:00:00
9,1688,2020-04-04 21:00:00
1,224,2020-04-04 22:00:00
2,310,2020-04-04 22:00:00
3,1863,2020-04-04 22:00:00
4,1916,2020-04-04 22:00:00
5,1068,2020-04-04 22:00:00
6,1285,2020-04-04 22:00:00
7,2690,2020-04-04 22:00:00
8,722,2020-04-04 22:00:00
9,1688,2020-04-04 22:00:00
1,224,2020-04-04 23:00:00
2,310,2020-04-04 23:00:00
3,1863,2020-04-04 23:00:00
4,1916,2020-04-04 23:00:00
5,1068,2020-04-04 23:00:00
6,1285,2020-04-04 23:00:00
7,2690,2020-04-04 23:00:00
8,722,2020-04-04 23:00:00
9,1688,2020-04-04 23:00:00
