"nuts2";"freq";"date"
1;228;2020-04-06 00:00:00
2;319;2020-04-06 00:00:00
3;1903;2020-04-06 00:00:00
4;1953;2020-04-06 00:00:00
5;1079;2020-04-06 00:00:00
6;1312;2020-04-06 00:00:00
7;2739;2020-04-06 00:00:00
8;746;2020-04-06 00:00:00
9;1704;2020-04-06 00:00:00
1;228;2020-04-06 01:00:00
2;319;2020-04-06 01:00:00
3;1903;2020-04-06 01:00:00
4;1953;2020-04-06 01:00:00
5;1079;2020-04-06 01:00:00
6;1312;2020-04-06 01:00:00
7;2739;2020-04-06 01:00:00
8;746;2020-04-06 01:00:00
9;1704;2020-04-06 01:00:00
1;228;2020-04-06 02:00:00
2;319;2020-04-06 02:00:00
3;1903;2020-04-06 02:00:00
4;1953;2020-04-06 02:00:00
5;1079;2020-04-06 02:00:00
6;1312;2020-04-06 02:00:00
7;2739;2020-04-06 02:00:00
8;746;2020-04-06 02:00:00
9;1704;2020-04-06 02:00:00
1;228;2020-04-06 03:00:00
2;319;2020-04-06 03:00:00
3;1903;2020-04-06 03:00:00
4;1953;2020-04-06 03:00:00
5;1079;2020-04-06 03:00:00
6;1312;2020-04-06 03:00:00
7;2739;2020-04-06 03:00:00
8;746;2020-04-06 03:00:00
9;1704;2020-04-06 03:00:00
1;228;2020-04-06 04:00:00
2;319;2020-04-06 04:00:00
3;1903;2020-04-06 04:00:00
4;1953;2020-04-06 04:00:00
5;1079;2020-04-06 04:00:00
6;1312;2020-04-06 04:00:00
7;2739;2020-04-06 04:00:00
8;746;2020-04-06 04:00:00
9;1704;2020-04-06 04:00:00
1;228;2020-04-06 05:00:00
2;319;2020-04-06 05:00:00
3;1903;2020-04-06 05:00:00
4;1953;2020-04-06 05:00:00
5;1079;2020-04-06 05:00:00
6;1312;2020-04-06 05:00:00
7;2739;2020-04-06 05:00:00
8;746;2020-04-06 05:00:00
9;1704;2020-04-06 05:00:00
1;228;2020-04-06 06:00:00
2;319;2020-04-06 06:00:00
3;1903;2020-04-06 06:00:00
4;1953;2020-04-06 06:00:00
