"datum";"freq"
2020-03-08;127
2020-03-09;152
2020-03-10;217
2020-03-11;325
2020-03-12;453
2020-03-13;643
2020-03-14;827
2020-03-15;1036
2020-03-16;1323
2020-03-17;1673
2020-03-18;2097
2020-03-19;2570
2020-03-20;3112
2020-03-21;3558
2020-03-22;4195
2020-03-23;5010
2020-03-24;5811
2020-03-25;6471
2020-03-26;7432
2020-03-27;8225
2020-03-28;8774
2020-03-29;9235
2020-03-30;9931
2020-03-31;10483
2020-04-01;10959
2020-04-02;11327
2020-04-03;11695
2020-04-04;11940
2020-04-05;12090
