"geschlecht";"freq";"date"
"männlich";56;2020-03-24 00:00:00
"weiblich";44;2020-03-24 00:00:00
"männlich";56;2020-03-24 00:15:00
"weiblich";44;2020-03-24 00:15:00
"männlich";56;2020-03-24 00:30:00
"weiblich";44;2020-03-24 00:30:00
"männlich";56;2020-03-24 00:45:00
"weiblich";44;2020-03-24 00:45:00
"männlich";56;2020-03-24 01:00:00
"weiblich";44;2020-03-24 01:00:00
"männlich";56;2020-03-24 01:15:00
"weiblich";44;2020-03-24 01:15:00
"männlich";56;2020-03-24 01:30:00
"weiblich";44;2020-03-24 01:30:00
"männlich";56;2020-03-24 01:45:00
"weiblich";44;2020-03-24 01:45:00
"männlich";56;2020-03-24 02:00:00
"weiblich";44;2020-03-24 02:00:00
"männlich";56;2020-03-24 02:15:00
"weiblich";44;2020-03-24 02:15:00
"männlich";56;2020-03-24 02:30:00
"weiblich";44;2020-03-24 02:30:00
"männlich";56;2020-03-24 02:45:00
"weiblich";44;2020-03-24 02:45:00
"männlich";56;2020-03-24 03:00:00
"weiblich";44;2020-03-24 03:00:00
"männlich";56;2020-03-24 03:15:00
"weiblich";44;2020-03-24 03:15:00
"männlich";56;2020-03-24 03:30:00
"weiblich";44;2020-03-24 03:30:00
"männlich";56;2020-03-24 03:45:00
"weiblich";44;2020-03-24 03:45:00
"männlich";56;2020-03-24 04:00:00
"weiblich";44;2020-03-24 04:00:00
"männlich";56;2020-03-24 04:15:00
"weiblich";44;2020-03-24 04:15:00
"männlich";56;2020-03-24 04:30:00
"weiblich";44;2020-03-24 04:30:00
"männlich";56;2020-03-24 04:45:00
"weiblich";44;2020-03-24 04:45:00
"männlich";56;2020-03-24 05:00:00
"weiblich";44;2020-03-24 05:00:00
"männlich";56;2020-03-24 05:15:00
"weiblich";44;2020-03-24 05:15:00
"männlich";56;2020-03-24 05:30:00
"weiblich";44;2020-03-24 05:30:00
"männlich";56;2020-03-24 05:45:00
"weiblich";44;2020-03-24 05:45:00
"männlich";56;2020-03-24 06:00:00
"weiblich";44;2020-03-24 06:00:00
"männlich";56;2020-03-24 06:15:00
"weiblich";44;2020-03-24 06:15:00
"männlich";56;2020-03-24 06:30:00
"weiblich";44;2020-03-24 06:30:00
"männlich";56;2020-03-24 06:45:00
"weiblich";44;2020-03-24 06:45:00
"männlich";56;2020-03-24 07:00:00
"weiblich";44;2020-03-24 07:00:00
"männlich";56;2020-03-24 07:15:00
"weiblich";44;2020-03-24 07:15:00
"männlich";56;2020-03-24 07:30:00
"weiblich";44;2020-03-24 07:30:00
"männlich";56;2020-03-24 07:45:00
"weiblich";44;2020-03-24 07:45:00
"männlich";56;2020-03-24 08:00:00
"weiblich";44;2020-03-24 08:00:00
"männlich";56;2020-03-24 08:15:00
"weiblich";44;2020-03-24 08:15:00
"männlich";56;2020-03-24 08:30:00
"weiblich";44;2020-03-24 08:30:00
"männlich";56;2020-03-24 08:45:00
"weiblich";44;2020-03-24 08:45:00
"männlich";56;2020-03-24 09:00:00
"weiblich";44;2020-03-24 09:00:00
"männlich";56;2020-03-24 09:15:00
"weiblich";44;2020-03-24 09:15:00
"männlich";56;2020-03-24 09:30:00
"weiblich";44;2020-03-24 09:30:00
"männlich";56;2020-03-24 09:45:00
"weiblich";44;2020-03-24 09:45:00
"männlich";56;2020-03-24 10:00:00
"weiblich";44;2020-03-24 10:00:00
"männlich";56;2020-03-24 10:15:00
"weiblich";44;2020-03-24 10:15:00
"männlich";56;2020-03-24 10:30:00
"weiblich";44;2020-03-24 10:30:00
