"nuts2";"freq";"date"
1;153;2020-03-29 00:00:00
2;223;2020-03-29 00:00:00
3;1276;2020-03-29 00:00:00
4;1391;2020-03-29 00:00:00
5;793;2020-03-29 00:00:00
6;873;2020-03-29 00:00:00
7;1907;2020-03-29 00:00:00
8;577;2020-03-29 00:00:00
9;1087;2020-03-29 00:00:00
1;153;2020-03-29 01:00:00
2;223;2020-03-29 01:00:00
3;1276;2020-03-29 01:00:00
4;1391;2020-03-29 01:00:00
5;793;2020-03-29 01:00:00
6;873;2020-03-29 01:00:00
7;1907;2020-03-29 01:00:00
8;577;2020-03-29 01:00:00
9;1087;2020-03-29 01:00:00
1;153;2020-03-29 01:01:47
2;223;2020-03-29 01:01:47
3;1276;2020-03-29 01:01:47
4;1391;2020-03-29 01:01:47
5;793;2020-03-29 01:01:47
6;873;2020-03-29 01:01:47
7;1907;2020-03-29 01:01:47
8;577;2020-03-29 01:01:47
9;1087;2020-03-29 01:01:47
1;153;2020-03-29 03:00:00
2;223;2020-03-29 03:00:00
3;1276;2020-03-29 03:00:00
4;1391;2020-03-29 03:00:00
5;793;2020-03-29 03:00:00
6;873;2020-03-29 03:00:00
7;1907;2020-03-29 03:00:00
8;577;2020-03-29 03:00:00
9;1087;2020-03-29 03:00:00
1;153;2020-03-29 04:00:00
2;223;2020-03-29 04:00:00
3;1276;2020-03-29 04:00:00
4;1391;2020-03-29 04:00:00
5;793;2020-03-29 04:00:00
6;873;2020-03-29 04:00:00
7;1907;2020-03-29 04:00:00
8;577;2020-03-29 04:00:00
9;1087;2020-03-29 04:00:00
1;153;2020-03-29 05:00:00
2;223;2020-03-29 05:00:00
3;1276;2020-03-29 05:00:00
4;1391;2020-03-29 05:00:00
5;793;2020-03-29 05:00:00
6;873;2020-03-29 05:00:00
7;1907;2020-03-29 05:00:00
8;577;2020-03-29 05:00:00
9;1087;2020-03-29 05:00:00
1;153;2020-03-29 06:00:00
2;223;2020-03-29 06:00:00
3;1276;2020-03-29 06:00:00
4;1391;2020-03-29 06:00:00
5;793;2020-03-29 06:00:00
6;873;2020-03-29 06:00:00
7;1907;2020-03-29 06:00:00
8;577;2020-03-29 06:00:00
9;1087;2020-03-29 06:00:00
1;153;2020-03-29 07:00:00
