"nuts2";"freq";"date"
1;181;2020-03-31 00:00:00
2;268;2020-03-31 00:00:00
3;1541;2020-03-31 00:00:00
4;1562;2020-03-31 00:00:00
5;909;2020-03-31 00:00:00
6;1001;2020-03-31 00:00:00
7;2230;2020-03-31 00:00:00
8;626;2020-03-31 00:00:00
9;1300;2020-03-31 00:00:00
1;181;2020-03-31 01:00:00
2;268;2020-03-31 01:00:00
3;1541;2020-03-31 01:00:00
4;1562;2020-03-31 01:00:00
5;909;2020-03-31 01:00:00
6;1001;2020-03-31 01:00:00
7;2230;2020-03-31 01:00:00
8;626;2020-03-31 01:00:00
9;1300;2020-03-31 01:00:00
1;181;2020-03-31 02:00:00
2;268;2020-03-31 02:00:00
3;1541;2020-03-31 02:00:00
4;1562;2020-03-31 02:00:00
5;909;2020-03-31 02:00:00
6;1001;2020-03-31 02:00:00
7;2230;2020-03-31 02:00:00
8;626;2020-03-31 02:00:00
9;1300;2020-03-31 02:00:00
1;181;2020-03-31 03:00:00
2;268;2020-03-31 03:00:00
3;1541;2020-03-31 03:00:00
4;1562;2020-03-31 03:00:00
5;909;2020-03-31 03:00:00
6;1001;2020-03-31 03:00:00
7;2230;2020-03-31 03:00:00
8;626;2020-03-31 03:00:00
9;1300;2020-03-31 03:00:00
1;181;2020-03-31 04:00:00
2;268;2020-03-31 04:00:00
3;1541;2020-03-31 04:00:00
4;1562;2020-03-31 04:00:00
5;909;2020-03-31 04:00:00
6;1001;2020-03-31 04:00:00
7;2230;2020-03-31 04:00:00
8;626;2020-03-31 04:00:00
9;1300;2020-03-31 04:00:00
1;181;2020-03-31 05:00:00
2;268;2020-03-31 05:00:00
3;1541;2020-03-31 05:00:00
4;1562;2020-03-31 05:00:00
5;909;2020-03-31 05:00:00
6;1001;2020-03-31 05:00:00
7;2230;2020-03-31 05:00:00
8;626;2020-03-31 05:00:00
9;1300;2020-03-31 05:00:00
1;181;2020-03-31 06:00:00
2;268;2020-03-31 06:00:00
3;1541;2020-03-31 06:00:00
4;1562;2020-03-31 06:00:00
5;909;2020-03-31 06:00:00
6;1001;2020-03-31 06:00:00
7;2230;2020-03-31 06:00:00
8;626;2020-03-31 06:00:00
9;1300;2020-03-31 06:00:00
1;181;2020-03-31 07:00:00
2;268;2020-03-31 07:00:00
3;1541;2020-03-31 07:00:00
4;1562;2020-03-31 07:00:00
5;909;2020-03-31 07:00:00
6;1001;2020-03-31 07:00:00
7;2230;2020-03-31 07:00:00
8;626;2020-03-31 07:00:00
9;1301;2020-03-31 07:00:00
1;181;2020-03-31 08:00:00
2;267;2020-03-31 08:00:00
3;1551;2020-03-31 08:00:00
4;1563;2020-03-31 08:00:00
5;909;2020-03-31 08:00:00
6;1000;2020-03-31 08:00:00
7;2234;2020-03-31 08:00:00
8;626;2020-03-31 08:00:00
9;1303;2020-03-31 08:00:00
1;181;2020-03-31 09:00:00
2;269;2020-03-31 09:00:00
3;1579;2020-03-31 09:00:00
4;1573;2020-03-31 09:00:00
5;910;2020-03-31 09:00:00
6;1017;2020-03-31 09:00:00
7;2242;2020-03-31 09:00:00
8;628;2020-03-31 09:00:00
9;1306;2020-03-31 09:00:00
1;181;2020-03-31 10:00:00
2;269;2020-03-31 10:00:00
3;1584;2020-03-31 10:00:00
4;1573;2020-03-31 10:00:00
5;910;2020-03-31 10:00:00
6;1022;2020-03-31 10:00:00
7;2261;2020-03-31 10:00:00
8;632;2020-03-31 10:00:00
9;1340;2020-03-31 10:00:00
1;181;2020-03-31 11:00:00
2;269;2020-03-31 11:00:00
3;1586;2020-03-31 11:00:00
4;1573;2020-03-31 11:00:00
5;910;2020-03-31 11:00:00
6;1022;2020-03-31 11:00:00
7;2297;2020-03-31 11:00:00
8;636;2020-03-31 11:00:00
9;1351;2020-03-31 11:00:00
1;181;2020-03-31 12:00:00
2;270;2020-03-31 12:00:00
3;1587;2020-03-31 12:00:00
4;1575;2020-03-31 12:00:00
5;910;2020-03-31 12:00:00
6;1022;2020-03-31 12:00:00
7;2318;2020-03-31 12:00:00
8;637;2020-03-31 12:00:00
9;1351;2020-03-31 12:00:00
1;182;2020-03-31 13:00:00
2;270;2020-03-31 13:00:00
3;1594;2020-03-31 13:00:00
4;1576;2020-03-31 13:00:00
5;910;2020-03-31 13:00:00
6;1028;2020-03-31 13:00:00
7;2319;2020-03-31 13:00:00
8;637;2020-03-31 13:00:00
9;1360;2020-03-31 13:00:00
1;182;2020-03-31 14:00:00
2;272;2020-03-31 14:00:00
3;1597;2020-03-31 14:00:00
4;1589;2020-03-31 14:00:00
5;911;2020-03-31 14:00:00
6;1035;2020-03-31 14:00:00
7;2323;2020-03-31 14:00:00
8;641;2020-03-31 14:00:00
9;1370;2020-03-31 14:00:00
1;182;2020-03-31 15:00:00
2;273;2020-03-31 15:00:00
3;1616;2020-03-31 15:00:00
4;1596;2020-03-31 15:00:00
5;911;2020-03-31 15:00:00
6;1049;2020-03-31 15:00:00
7;2323;2020-03-31 15:00:00
8;646;2020-03-31 15:00:00
9;1378;2020-03-31 15:00:00
1;182;2020-03-31 16:00:00
2;273;2020-03-31 16:00:00
3;1629;2020-03-31 16:00:00
4;1599;2020-03-31 16:00:00
5;917;2020-03-31 16:00:00
6;1049;2020-03-31 16:00:00
7;2334;2020-03-31 16:00:00
8;646;2020-03-31 16:00:00
9;1390;2020-03-31 16:00:00
1;182;2020-03-31 17:00:00
2;272;2020-03-31 17:00:00
3;1631;2020-03-31 17:00:00
4;1604;2020-03-31 17:00:00
5;917;2020-03-31 17:00:00
6;1055;2020-03-31 17:00:00
7;2341;2020-03-31 17:00:00
8;646;2020-03-31 17:00:00
9;1390;2020-03-31 17:00:00
1;185;2020-03-31 18:00:00
2;273;2020-03-31 18:00:00
3;1633;2020-03-31 18:00:00
4;1612;2020-03-31 18:00:00
5;917;2020-03-31 18:00:00
6;1060;2020-03-31 18:00:00
7;2357;2020-03-31 18:00:00
8;646;2020-03-31 18:00:00
9;1405;2020-03-31 18:00:00
1;185;2020-03-31 19:00:00
2;277;2020-03-31 19:00:00
3;1632;2020-03-31 19:00:00
4;1616;2020-03-31 19:00:00
5;923;2020-03-31 19:00:00
6;1063;2020-03-31 19:00:00
7;2358;2020-03-31 19:00:00
8;646;2020-03-31 19:00:00
9;1409;2020-03-31 19:00:00
1;185;2020-03-31 20:00:00
2;277;2020-03-31 20:00:00
3;1633;2020-03-31 20:00:00
4;1618;2020-03-31 20:00:00
5;923;2020-03-31 20:00:00
6;1063;2020-03-31 20:00:00
7;2358;2020-03-31 20:00:00
8;648;2020-03-31 20:00:00
9;1417;2020-03-31 20:00:00
1;185;2020-03-31 21:00:00
2;278;2020-03-31 21:00:00
3;1636;2020-03-31 21:00:00
4;1631;2020-03-31 21:00:00
5;924;2020-03-31 21:00:00
6;1063;2020-03-31 21:00:00
7;2358;2020-03-31 21:00:00
8;649;2020-03-31 21:00:00
9;1417;2020-03-31 21:00:00
1;185;2020-03-31 22:00:00
2;278;2020-03-31 22:00:00
3;1636;2020-03-31 22:00:00
4;1635;2020-03-31 22:00:00
5;926;2020-03-31 22:00:00
6;1063;2020-03-31 22:00:00
7;2358;2020-03-31 22:00:00
8;649;2020-03-31 22:00:00
9;1417;2020-03-31 22:00:00
1;185;2020-03-31 23:00:00
2;278;2020-03-31 23:00:00
3;1636;2020-03-31 23:00:00
4;1635;2020-03-31 23:00:00
5;949;2020-03-31 23:00:00
6;1063;2020-03-31 23:00:00
7;2358;2020-03-31 23:00:00
8;659;2020-03-31 23:00:00
9;1417;2020-03-31 23:00:00
