"datum";"freq"
2020-03-02;19
2020-03-03;28
2020-03-04;42
2020-03-05;58
2020-03-06;79
2020-03-07;96
2020-03-08;127
2020-03-09;152
2020-03-10;217
2020-03-11;323
2020-03-12;449
2020-03-13;639
2020-03-14;823
2020-03-15;1032
2020-03-16;1319
2020-03-17;1666
2020-03-18;2088
2020-03-19;2559
2020-03-20;3092
2020-03-21;3538
2020-03-22;4171
2020-03-23;4978
2020-03-24;5772
2020-03-25;6421
2020-03-26;7372
2020-03-27;8164
2020-03-28;8702
2020-03-29;9126
2020-03-30;9727
