"geschlecht";"freq";"date"
"männlich";52;2020-03-31 00:00:00
"weiblich";48;2020-03-31 00:00:00
"männlich";52;2020-03-31 01:00:00
"weiblich";48;2020-03-31 01:00:00
"männlich";52;2020-03-31 02:00:00
"weiblich";48;2020-03-31 02:00:00
"männlich";52;2020-03-31 03:00:00
"weiblich";48;2020-03-31 03:00:00
"männlich";52;2020-03-31 04:00:00
"weiblich";48;2020-03-31 04:00:00
"männlich";52;2020-03-31 05:00:00
"weiblich";48;2020-03-31 05:00:00
"männlich";52;2020-03-31 06:00:00
"weiblich";48;2020-03-31 06:00:00
"männlich";52;2020-03-31 07:00:00
"weiblich";48;2020-03-31 07:00:00
"männlich";52;2020-03-31 08:00:00
"weiblich";48;2020-03-31 08:00:00
"männlich";52;2020-03-31 09:00:00
"weiblich";48;2020-03-31 09:00:00
"männlich";52;2020-03-31 10:00:00
"weiblich";48;2020-03-31 10:00:00
"männlich";52;2020-03-31 12:00:00
"weiblich";48;2020-03-31 12:00:00
