"datum","freq"
2020-02-26,2
2020-02-27,5
2020-02-28,10
2020-02-29,10
2020-03-01,13
2020-03-02,18
2020-03-03,26
2020-03-04,38
2020-03-05,53
2020-03-06,74
2020-03-07,91
2020-03-08,122
2020-03-09,147
2020-03-10,213
2020-03-11,316
2020-03-12,441
2020-03-13,629
2020-03-14,810
2020-03-15,1017
2020-03-16,1307
2020-03-17,1648
2020-03-18,2060
2020-03-19,2510
2020-03-20,3019
2020-03-21,3419
2020-03-22,3991
2020-03-23,4678
