"bundesland","freq","date"
"Stmk",503,2020-03-24 01:15:00
"T",1065,2020-03-24 01:15:00
"Vbg",352,2020-03-24 01:15:00
"W",557,2020-03-24 01:15:00
"Bgld",85,2020-03-24 01:30:00
"Ktn",135,2020-03-24 01:30:00
"NÖ",609,2020-03-24 01:30:00
"OÖ",764,2020-03-24 01:30:00
"Sbg",404,2020-03-24 01:30:00
"Stmk",503,2020-03-24 01:30:00
"T",1065,2020-03-24 01:30:00
"Vbg",352,2020-03-24 01:30:00
"W",557,2020-03-24 01:30:00
"Bgld",85,2020-03-24 01:45:00
"Ktn",135,2020-03-24 01:45:00
"NÖ",609,2020-03-24 01:45:00
"OÖ",764,2020-03-24 01:45:00
"Sbg",404,2020-03-24 01:45:00
"Stmk",503,2020-03-24 01:45:00
"T",1065,2020-03-24 01:45:00
"Vbg",352,2020-03-24 01:45:00
"W",557,2020-03-24 01:45:00
"Bgld",85,2020-03-24 02:00:00
"Ktn",135,2020-03-24 02:00:00
"NÖ",609,2020-03-24 02:00:00
"OÖ",764,2020-03-24 02:00:00
"Sbg",404,2020-03-24 02:00:00
"Stmk",503,2020-03-24 02:00:00
"T",1065,2020-03-24 02:00:00
"Vbg",352,2020-03-24 02:00:00
"W",557,2020-03-24 02:00:00
"Bgld",85,2020-03-24 02:15:00
"Ktn",135,2020-03-24 02:15:00
"NÖ",609,2020-03-24 02:15:00
"OÖ",764,2020-03-24 02:15:00
"Sbg",404,2020-03-24 02:15:00
"Stmk",503,2020-03-24 02:15:00
"T",1065,2020-03-24 02:15:00
"Vbg",352,2020-03-24 02:15:00
"W",557,2020-03-24 02:15:00
"Bgld",85,2020-03-24 02:30:00
"Ktn",135,2020-03-24 02:30:00
"NÖ",609,2020-03-24 02:30:00
"OÖ",764,2020-03-24 02:30:00
"Sbg",404,2020-03-24 02:30:00
"Stmk",503,2020-03-24 02:30:00
"T",1065,2020-03-24 02:30:00
"Vbg",352,2020-03-24 02:30:00
"W",557,2020-03-24 02:30:00
"Bgld",85,2020-03-24 02:45:00
"Ktn",135,2020-03-24 02:45:00
"NÖ",609,2020-03-24 02:45:00
"OÖ",764,2020-03-24 02:45:00
"Sbg",404,2020-03-24 02:45:00
"Stmk",503,2020-03-24 02:45:00
"T",1065,2020-03-24 02:45:00
"Vbg",352,2020-03-24 02:45:00
"W",557,2020-03-24 02:45:00
"Bgld",85,2020-03-24 03:00:00
"Ktn",135,2020-03-24 03:00:00
"NÖ",609,2020-03-24 03:00:00
"OÖ",764,2020-03-24 03:00:00
"Sbg",404,2020-03-24 03:00:00
"Stmk",503,2020-03-24 03:00:00
"T",1065,2020-03-24 03:00:00
"Vbg",352,2020-03-24 03:00:00
"W",557,2020-03-24 03:00:00
"Bgld",85,2020-03-24 03:15:00
"Ktn",135,2020-03-24 03:15:00
"NÖ",609,2020-03-24 03:15:00
"OÖ",764,2020-03-24 03:15:00
"Sbg",404,2020-03-24 03:15:00
"Stmk",503,2020-03-24 03:15:00
"T",1065,2020-03-24 03:15:00
"Vbg",352,2020-03-24 03:15:00
"W",557,2020-03-24 03:15:00
"Bgld",85,2020-03-24 03:30:00
"Ktn",135,2020-03-24 03:30:00
"NÖ",609,2020-03-24 03:30:00
"OÖ",764,2020-03-24 03:30:00
"Sbg",404,2020-03-24 03:30:00
"Stmk",503,2020-03-24 03:30:00
"T",1065,2020-03-24 03:30:00
"Vbg",352,2020-03-24 03:30:00
"W",557,2020-03-24 03:30:00
"Bgld",85,2020-03-24 03:45:00
"Ktn",135,2020-03-24 03:45:00
"NÖ",609,2020-03-24 03:45:00
"OÖ",764,2020-03-24 03:45:00
"Sbg",404,2020-03-24 03:45:00
"Stmk",503,2020-03-24 03:45:00
"T",1065,2020-03-24 03:45:00
"Vbg",352,2020-03-24 03:45:00
"W",557,2020-03-24 03:45:00
"Bgld",85,2020-03-24 04:00:00
"Ktn",135,2020-03-24 04:00:00
"NÖ",609,2020-03-24 04:00:00
"OÖ",764,2020-03-24 04:00:00
"Sbg",404,2020-03-24 04:00:00
"Stmk",503,2020-03-24 04:00:00
"T",1065,2020-03-24 04:00:00
"Vbg",352,2020-03-24 04:00:00
"W",557,2020-03-24 04:00:00
"Bgld",85,2020-03-24 04:15:00
"Ktn",135,2020-03-24 04:15:00
"NÖ",609,2020-03-24 04:15:00
"OÖ",764,2020-03-24 04:15:00
"Sbg",404,2020-03-24 04:15:00
"Stmk",503,2020-03-24 04:15:00
"T",1065,2020-03-24 04:15:00
"Vbg",352,2020-03-24 04:15:00
"W",557,2020-03-24 04:15:00
"Bgld",85,2020-03-24 04:30:00
"Ktn",135,2020-03-24 04:30:00
"NÖ",609,2020-03-24 04:30:00
"OÖ",764,2020-03-24 04:30:00
"Sbg",404,2020-03-24 04:30:00
"Stmk",503,2020-03-24 04:30:00
"T",1065,2020-03-24 04:30:00
"Vbg",352,2020-03-24 04:30:00
"W",557,2020-03-24 04:30:00
"Bgld",85,2020-03-24 04:45:00
"Ktn",135,2020-03-24 04:45:00
"NÖ",609,2020-03-24 04:45:00
"OÖ",764,2020-03-24 04:45:00
"Sbg",404,2020-03-24 04:45:00
"Stmk",503,2020-03-24 04:45:00
"T",1065,2020-03-24 04:45:00
"Vbg",352,2020-03-24 04:45:00
"W",557,2020-03-24 04:45:00
"Bgld",85,2020-03-24 05:00:00
"Ktn",135,2020-03-24 05:00:00
"NÖ",609,2020-03-24 05:00:00
"OÖ",764,2020-03-24 05:00:00
"Sbg",404,2020-03-24 05:00:00
"Stmk",503,2020-03-24 05:00:00
"T",1065,2020-03-24 05:00:00
"Vbg",352,2020-03-24 05:00:00
"W",557,2020-03-24 05:00:00
"Bgld",85,2020-03-24 05:15:00
"Ktn",135,2020-03-24 05:15:00
"NÖ",609,2020-03-24 05:15:00
"OÖ",764,2020-03-24 05:15:00
"Sbg",404,2020-03-24 05:15:00
"Stmk",503,2020-03-24 05:15:00
"T",1065,2020-03-24 05:15:00
"Vbg",352,2020-03-24 05:15:00
"W",557,2020-03-24 05:15:00
"Bgld",85,2020-03-24 05:30:00
"Ktn",135,2020-03-24 05:30:00
"NÖ",609,2020-03-24 05:30:00
"OÖ",764,2020-03-24 05:30:00
"Sbg",404,2020-03-24 05:30:00
"Stmk",503,2020-03-24 05:30:00
"T",1065,2020-03-24 05:30:00
"Vbg",352,2020-03-24 05:30:00
"W",557,2020-03-24 05:30:00
"Bgld",85,2020-03-24 05:45:00
"Ktn",135,2020-03-24 05:45:00
"NÖ",609,2020-03-24 05:45:00
"OÖ",764,2020-03-24 05:45:00
"Sbg",404,2020-03-24 05:45:00
"Stmk",503,2020-03-24 05:45:00
"T",1065,2020-03-24 05:45:00
"Vbg",352,2020-03-24 05:45:00
"W",557,2020-03-24 05:45:00
"Bgld",85,2020-03-24 06:00:00
"Ktn",135,2020-03-24 06:00:00
"NÖ",609,2020-03-24 06:00:00
"OÖ",764,2020-03-24 06:00:00
"Sbg",404,2020-03-24 06:00:00
"Stmk",503,2020-03-24 06:00:00
"T",1065,2020-03-24 06:00:00
"Vbg",352,2020-03-24 06:00:00
"W",557,2020-03-24 06:00:00
"Bgld",85,2020-03-24 06:15:00
"Ktn",135,2020-03-24 06:15:00
"NÖ",609,2020-03-24 06:15:00
"OÖ",764,2020-03-24 06:15:00
"Sbg",404,2020-03-24 06:15:00
"Stmk",503,2020-03-24 06:15:00
"T",1065,2020-03-24 06:15:00
"Vbg",352,2020-03-24 06:15:00
"W",557,2020-03-24 06:15:00
"Bgld",85,2020-03-24 06:30:00
"Ktn",135,2020-03-24 06:30:00
"NÖ",609,2020-03-24 06:30:00
"OÖ",764,2020-03-24 06:30:00
"Sbg",404,2020-03-24 06:30:00
"Stmk",503,2020-03-24 06:30:00
"T",1065,2020-03-24 06:30:00
"Vbg",352,2020-03-24 06:30:00
"W",557,2020-03-24 06:30:00
"Bgld",85,2020-03-24 06:45:00
"Ktn",135,2020-03-24 06:45:00
"NÖ",609,2020-03-24 06:45:00
"OÖ",764,2020-03-24 06:45:00
"Sbg",404,2020-03-24 06:45:00
"Stmk",503,2020-03-24 06:45:00
"T",1066,2020-03-24 06:45:00
"Vbg",352,2020-03-24 06:45:00
"W",558,2020-03-24 06:45:00
"Bgld",85,2020-03-24 07:00:00
"Ktn",135,2020-03-24 07:00:00
"NÖ",609,2020-03-24 07:00:00
"OÖ",764,2020-03-24 07:00:00
"Sbg",404,2020-03-24 07:00:00
"Stmk",503,2020-03-24 07:00:00
"T",1067,2020-03-24 07:00:00
"Vbg",352,2020-03-24 07:00:00
"W",558,2020-03-24 07:00:00
"Bgld",85,2020-03-24 07:15:00
"Ktn",135,2020-03-24 07:15:00
"NÖ",609,2020-03-24 07:15:00
"OÖ",764,2020-03-24 07:15:00
"Sbg",404,2020-03-24 07:15:00
"Stmk",503,2020-03-24 07:15:00
"T",1067,2020-03-24 07:15:00
"Vbg",352,2020-03-24 07:15:00
"W",558,2020-03-24 07:15:00
"Bgld",85,2020-03-24 07:30:00
"Ktn",135,2020-03-24 07:30:00
"NÖ",609,2020-03-24 07:30:00
"OÖ",764,2020-03-24 07:30:00
"Sbg",404,2020-03-24 07:30:00
"Stmk",503,2020-03-24 07:30:00
"T",1067,2020-03-24 07:30:00
"Vbg",352,2020-03-24 07:30:00
"W",558,2020-03-24 07:30:00
"Bgld",85,2020-03-24 07:45:00
"Ktn",135,2020-03-24 07:45:00
"NÖ",609,2020-03-24 07:45:00
"OÖ",764,2020-03-24 07:45:00
"Sbg",404,2020-03-24 07:45:00
"Stmk",504,2020-03-24 07:45:00
"T",1067,2020-03-24 07:45:00
"Vbg",352,2020-03-24 07:45:00
"W",559,2020-03-24 07:45:00
"Bgld",85,2020-03-24 08:00:00
"Ktn",135,2020-03-24 08:00:00
"NÖ",610,2020-03-24 08:00:00
"OÖ",764,2020-03-24 08:00:00
"Sbg",405,2020-03-24 08:00:00
"Stmk",504,2020-03-24 08:00:00
"T",1067,2020-03-24 08:00:00
"Vbg",354,2020-03-24 08:00:00
"W",562,2020-03-24 08:00:00
"Bgld",85,2020-03-24 08:15:00
"Ktn",137,2020-03-24 08:15:00
"NÖ",610,2020-03-24 08:15:00
"OÖ",764,2020-03-24 08:15:00
"Sbg",405,2020-03-24 08:15:00
"Stmk",504,2020-03-24 08:15:00
"T",1072,2020-03-24 08:15:00
"Vbg",354,2020-03-24 08:15:00
"W",562,2020-03-24 08:15:00
"Bgld",85,2020-03-24 08:30:00
"Ktn",137,2020-03-24 08:30:00
"NÖ",614,2020-03-24 08:30:00
"OÖ",772,2020-03-24 08:30:00
"Sbg",405,2020-03-24 08:30:00
"Stmk",508,2020-03-24 08:30:00
"T",1080,2020-03-24 08:30:00
"Vbg",354,2020-03-24 08:30:00
"W",562,2020-03-24 08:30:00
"Bgld",85,2020-03-24 08:45:00
"Ktn",137,2020-03-24 08:45:00
"NÖ",614,2020-03-24 08:45:00
"OÖ",772,2020-03-24 08:45:00
"Sbg",405,2020-03-24 08:45:00
"Stmk",508,2020-03-24 08:45:00
"T",1080,2020-03-24 08:45:00
"Vbg",354,2020-03-24 08:45:00
"W",562,2020-03-24 08:45:00
"Bgld",85,2020-03-24 09:00:00
"Ktn",137,2020-03-24 09:00:00
"NÖ",614,2020-03-24 09:00:00
"OÖ",772,2020-03-24 09:00:00
"Sbg",405,2020-03-24 09:00:00
"Stmk",508,2020-03-24 09:00:00
"T",1083,2020-03-24 09:00:00
"Vbg",354,2020-03-24 09:00:00
"W",562,2020-03-24 09:00:00
"Bgld",85,2020-03-24 09:15:00
"Ktn",137,2020-03-24 09:15:00
"NÖ",614,2020-03-24 09:15:00
"OÖ",772,2020-03-24 09:15:00
"Sbg",405,2020-03-24 09:15:00
"Stmk",512,2020-03-24 09:15:00
"T",1093,2020-03-24 09:15:00
"Vbg",354,2020-03-24 09:15:00
"W",566,2020-03-24 09:15:00
"Bgld",85,2020-03-24 09:30:00
"Ktn",137,2020-03-24 09:30:00
"NÖ",614,2020-03-24 09:30:00
"OÖ",775,2020-03-24 09:30:00
"Sbg",405,2020-03-24 09:30:00
"Stmk",512,2020-03-24 09:30:00
"T",1105,2020-03-24 09:30:00
"Vbg",354,2020-03-24 09:30:00
"W",571,2020-03-24 09:30:00
"Bgld",84,2020-03-24 09:45:00
"Ktn",137,2020-03-24 09:45:00
"NÖ",618,2020-03-24 09:45:00
"OÖ",768,2020-03-24 09:45:00
"Sbg",405,2020-03-24 09:45:00
"Stmk",512,2020-03-24 09:45:00
"T",1117,2020-03-24 09:45:00
"Vbg",354,2020-03-24 09:45:00
"W",583,2020-03-24 09:45:00
"Bgld",84,2020-03-24 10:00:00
"Ktn",137,2020-03-24 10:00:00
"NÖ",621,2020-03-24 10:00:00
"OÖ",768,2020-03-24 10:00:00
"Sbg",405,2020-03-24 10:00:00
"Stmk",512,2020-03-24 10:00:00
"T",1144,2020-03-24 10:00:00
"Vbg",354,2020-03-24 10:00:00
"W",603,2020-03-24 10:00:00
"Bgld",84,2020-03-24 10:15:00
"Ktn",137,2020-03-24 10:15:00
"NÖ",624,2020-03-24 10:15:00
"OÖ",768,2020-03-24 10:15:00
"Sbg",427,2020-03-24 10:15:00
"Stmk",512,2020-03-24 10:15:00
"T",1151,2020-03-24 10:15:00
"Vbg",358,2020-03-24 10:15:00
"W",607,2020-03-24 10:15:00
"Bgld",84,2020-03-24 10:30:00
"Ktn",137,2020-03-24 10:30:00
"NÖ",624,2020-03-24 10:30:00
"OÖ",768,2020-03-24 10:30:00
"Sbg",427,2020-03-24 10:30:00
"Stmk",512,2020-03-24 10:30:00
"T",1152,2020-03-24 10:30:00
"Vbg",358,2020-03-24 10:30:00
"W",607,2020-03-24 10:30:00
"Bgld",84,2020-03-24 10:45:00
"Ktn",138,2020-03-24 10:45:00
"NÖ",624,2020-03-24 10:45:00
"OÖ",768,2020-03-24 10:45:00
"Sbg",427,2020-03-24 10:45:00
"Stmk",513,2020-03-24 10:45:00
"T",1152,2020-03-24 10:45:00
"Vbg",360,2020-03-24 10:45:00
"W",606,2020-03-24 10:45:00
"Bgld",84,2020-03-24 11:00:00
"Ktn",138,2020-03-24 11:00:00
"NÖ",624,2020-03-24 11:00:00
"OÖ",769,2020-03-24 11:00:00
"Sbg",427,2020-03-24 11:00:00
"Stmk",513,2020-03-24 11:00:00
"T",1221,2020-03-24 11:00:00
"Vbg",360,2020-03-24 11:00:00
"W",606,2020-03-24 11:00:00
"Bgld",84,2020-03-24 11:15:00
"Ktn",138,2020-03-24 11:15:00
"NÖ",624,2020-03-24 11:15:00
"OÖ",769,2020-03-24 11:15:00
"Sbg",427,2020-03-24 11:15:00
"Stmk",513,2020-03-24 11:15:00
"T",1234,2020-03-24 11:15:00
"Vbg",360,2020-03-24 11:15:00
"W",606,2020-03-24 11:15:00
"Bgld",84,2020-03-24 11:30:00
"Ktn",138,2020-03-24 11:30:00
"NÖ",624,2020-03-24 11:30:00
"OÖ",769,2020-03-24 11:30:00
"Sbg",427,2020-03-24 11:30:00
"Stmk",513,2020-03-24 11:30:00
"T",1239,2020-03-24 11:30:00
"Vbg",367,2020-03-24 11:30:00
"W",606,2020-03-24 11:30:00
"Bgld",84,2020-03-24 11:45:00
"Ktn",138,2020-03-24 11:45:00
"NÖ",624,2020-03-24 11:45:00
"OÖ",769,2020-03-24 11:45:00
"Sbg",427,2020-03-24 11:45:00
"Stmk",513,2020-03-24 11:45:00
"T",1240,2020-03-24 11:45:00
"Vbg",367,2020-03-24 11:45:00
"W",607,2020-03-24 11:45:00
"Bgld",84,2020-03-24 12:00:00
"Ktn",138,2020-03-24 12:00:00
"NÖ",624,2020-03-24 12:00:00
"OÖ",776,2020-03-24 12:00:00
"Sbg",427,2020-03-24 12:00:00
"Stmk",513,2020-03-24 12:00:00
"T",1245,2020-03-24 12:00:00
"Vbg",367,2020-03-24 12:00:00
"W",608,2020-03-24 12:00:00
"Bgld",84,2020-03-24 12:15:00
"Ktn",138,2020-03-24 12:15:00
"NÖ",624,2020-03-24 12:15:00
"OÖ",776,2020-03-24 12:15:00
"Sbg",427,2020-03-24 12:15:00
"Stmk",517,2020-03-24 12:15:00
"T",1249,2020-03-24 12:15:00
"Vbg",367,2020-03-24 12:15:00
"W",609,2020-03-24 12:15:00
"Bgld",84,2020-03-24 12:30:00
"Ktn",138,2020-03-24 12:30:00
"NÖ",624,2020-03-24 12:30:00
"OÖ",776,2020-03-24 12:30:00
"Sbg",427,2020-03-24 12:30:00
"Stmk",517,2020-03-24 12:30:00
"T",1249,2020-03-24 12:30:00
"Vbg",367,2020-03-24 12:30:00
"W",609,2020-03-24 12:30:00
"Bgld",84,2020-03-24 12:45:00
"Ktn",138,2020-03-24 12:45:00
"NÖ",624,2020-03-24 12:45:00
"OÖ",776,2020-03-24 12:45:00
"Sbg",427,2020-03-24 12:45:00
"Stmk",522,2020-03-24 12:45:00
"T",1248,2020-03-24 12:45:00
"Vbg",367,2020-03-24 12:45:00
"W",610,2020-03-24 12:45:00
"Bgld",84,2020-03-24 13:00:00
"Ktn",139,2020-03-24 13:00:00
"NÖ",624,2020-03-24 13:00:00
"OÖ",778,2020-03-24 13:00:00
"Sbg",427,2020-03-24 13:00:00
"Stmk",532,2020-03-24 13:00:00
"T",1248,2020-03-24 13:00:00
"Vbg",367,2020-03-24 13:00:00
"W",610,2020-03-24 13:00:00
"Bgld",84,2020-03-24 13:15:00
"Ktn",139,2020-03-24 13:15:00
"NÖ",624,2020-03-24 13:15:00
"OÖ",784,2020-03-24 13:15:00
"Sbg",427,2020-03-24 13:15:00
"Stmk",545,2020-03-24 13:15:00
"T",1249,2020-03-24 13:15:00
"Vbg",367,2020-03-24 13:15:00
"W",610,2020-03-24 13:15:00
"Bgld",84,2020-03-24 13:30:00
"Ktn",139,2020-03-24 13:30:00
"NÖ",624,2020-03-24 13:30:00
"OÖ",784,2020-03-24 13:30:00
"Sbg",427,2020-03-24 13:30:00
"Stmk",545,2020-03-24 13:30:00
"T",1249,2020-03-24 13:30:00
"Vbg",369,2020-03-24 13:30:00
"W",612,2020-03-24 13:30:00
"Bgld",84,2020-03-24 13:45:00
"Ktn",139,2020-03-24 13:45:00
"NÖ",624,2020-03-24 13:45:00
"OÖ",784,2020-03-24 13:45:00
"Sbg",429,2020-03-24 13:45:00
"Stmk",545,2020-03-24 13:45:00
"T",1249,2020-03-24 13:45:00
"Vbg",369,2020-03-24 13:45:00
"W",616,2020-03-24 13:45:00
"Bgld",84,2020-03-24 14:00:00
"Ktn",140,2020-03-24 14:00:00
"NÖ",624,2020-03-24 14:00:00
"OÖ",789,2020-03-24 14:00:00
"Sbg",429,2020-03-24 14:00:00
"Stmk",545,2020-03-24 14:00:00
"T",1250,2020-03-24 14:00:00
"Vbg",369,2020-03-24 14:00:00
"W",616,2020-03-24 14:00:00
"Bgld",84,2020-03-24 14:15:00
"Ktn",140,2020-03-24 14:15:00
"NÖ",622,2020-03-24 14:15:00
"OÖ",790,2020-03-24 14:15:00
"Sbg",429,2020-03-24 14:15:00
"Stmk",549,2020-03-24 14:15:00
"T",1254,2020-03-24 14:15:00
"Vbg",369,2020-03-24 14:15:00
"W",616,2020-03-24 14:15:00
"Bgld",84,2020-03-24 14:30:00
"Ktn",141,2020-03-24 14:30:00
"NÖ",620,2020-03-24 14:30:00
"OÖ",795,2020-03-24 14:30:00
"Sbg",429,2020-03-24 14:30:00
"Stmk",558,2020-03-24 14:30:00
"T",1253,2020-03-24 14:30:00
"Vbg",379,2020-03-24 14:30:00
"W",617,2020-03-24 14:30:00
"Bgld",84,2020-03-24 14:45:00
"Ktn",141,2020-03-24 14:45:00
"NÖ",620,2020-03-24 14:45:00
"OÖ",797,2020-03-24 14:45:00
"Sbg",429,2020-03-24 14:45:00
"Stmk",569,2020-03-24 14:45:00
"T",1254,2020-03-24 14:45:00
"Vbg",379,2020-03-24 14:45:00
"W",637,2020-03-24 14:45:00
"Bgld",84,2020-03-24 15:00:00
"Ktn",141,2020-03-24 15:00:00
"NÖ",621,2020-03-24 15:00:00
"OÖ",800,2020-03-24 15:00:00
"Sbg",429,2020-03-24 15:00:00
"Stmk",569,2020-03-24 15:00:00
"T",1254,2020-03-24 15:00:00
"Vbg",379,2020-03-24 15:00:00
"W",649,2020-03-24 15:00:00
"Bgld",84,2020-03-24 15:15:00
"Ktn",144,2020-03-24 15:15:00
"NÖ",625,2020-03-24 15:15:00
"OÖ",801,2020-03-24 15:15:00
"Sbg",429,2020-03-24 15:15:00
"Stmk",569,2020-03-24 15:15:00
"T",1258,2020-03-24 15:15:00
"Vbg",379,2020-03-24 15:15:00
"W",658,2020-03-24 15:15:00
"Bgld",84,2020-03-24 15:30:00
"Ktn",144,2020-03-24 15:30:00
"NÖ",629,2020-03-24 15:30:00
"OÖ",801,2020-03-24 15:30:00
"Sbg",429,2020-03-24 15:30:00
"Stmk",569,2020-03-24 15:30:00
"T",1267,2020-03-24 15:30:00
"Vbg",379,2020-03-24 15:30:00
"W",658,2020-03-24 15:30:00
"Bgld",84,2020-03-24 15:45:00
"Ktn",144,2020-03-24 15:45:00
"NÖ",630,2020-03-24 15:45:00
"OÖ",803,2020-03-24 15:45:00
"Sbg",429,2020-03-24 15:45:00
"Stmk",569,2020-03-24 15:45:00
"T",1275,2020-03-24 15:45:00
"Vbg",379,2020-03-24 15:45:00
"W",658,2020-03-24 15:45:00
"Bgld",85,2020-03-24 16:00:00
"Ktn",144,2020-03-24 16:00:00
"NÖ",631,2020-03-24 16:00:00
"OÖ",807,2020-03-24 16:00:00
"Sbg",429,2020-03-24 16:00:00
"Stmk",575,2020-03-24 16:00:00
"T",1278,2020-03-24 16:00:00
"Vbg",379,2020-03-24 16:00:00
"W",664,2020-03-24 16:00:00
"Bgld",85,2020-03-24 16:15:00
"Ktn",144,2020-03-24 16:15:00
"NÖ",632,2020-03-24 16:15:00
"OÖ",810,2020-03-24 16:15:00
"Sbg",433,2020-03-24 16:15:00
"Stmk",576,2020-03-24 16:15:00
"T",1278,2020-03-24 16:15:00
"Vbg",383,2020-03-24 16:15:00
"W",669,2020-03-24 16:15:00
"Bgld",86,2020-03-24 16:30:00
"Ktn",144,2020-03-24 16:30:00
"NÖ",633,2020-03-24 16:30:00
"OÖ",810,2020-03-24 16:30:00
"Sbg",433,2020-03-24 16:30:00
"Stmk",582,2020-03-24 16:30:00
"T",1282,2020-03-24 16:30:00
"Vbg",383,2020-03-24 16:30:00
"W",675,2020-03-24 16:30:00
"Bgld",86,2020-03-24 16:45:00
"Ktn",144,2020-03-24 16:45:00
"NÖ",633,2020-03-24 16:45:00
"OÖ",813,2020-03-24 16:45:00
"Sbg",433,2020-03-24 16:45:00
"Stmk",583,2020-03-24 16:45:00
"T",1284,2020-03-24 16:45:00
"Vbg",383,2020-03-24 16:45:00
"W",675,2020-03-24 16:45:00
"Bgld",86,2020-03-24 17:00:00
"Ktn",144,2020-03-24 17:00:00
"NÖ",633,2020-03-24 17:00:00
"OÖ",813,2020-03-24 17:00:00
"Sbg",434,2020-03-24 17:00:00
"Stmk",583,2020-03-24 17:00:00
"T",1285,2020-03-24 17:00:00
"Vbg",383,2020-03-24 17:00:00
"W",676,2020-03-24 17:00:00
"Bgld",86,2020-03-24 17:15:00
"Ktn",144,2020-03-24 17:15:00
"NÖ",633,2020-03-24 17:15:00
"OÖ",813,2020-03-24 17:15:00
"Sbg",434,2020-03-24 17:15:00
"Stmk",583,2020-03-24 17:15:00
"T",1286,2020-03-24 17:15:00
"Vbg",383,2020-03-24 17:15:00
"W",676,2020-03-24 17:15:00
"Bgld",86,2020-03-24 17:30:00
"Ktn",144,2020-03-24 17:30:00
"NÖ",633,2020-03-24 17:30:00
"OÖ",816,2020-03-24 17:30:00
"Sbg",434,2020-03-24 17:30:00
"Stmk",583,2020-03-24 17:30:00
"T",1293,2020-03-24 17:30:00
"Vbg",383,2020-03-24 17:30:00
"W",676,2020-03-24 17:30:00
"Bgld",86,2020-03-24 17:45:00
"Ktn",144,2020-03-24 17:45:00
"NÖ",633,2020-03-24 17:45:00
"OÖ",816,2020-03-24 17:45:00
"Sbg",435,2020-03-24 17:45:00
"Stmk",583,2020-03-24 17:45:00
"T",1302,2020-03-24 17:45:00
"Vbg",383,2020-03-24 17:45:00
"W",676,2020-03-24 17:45:00
"Bgld",86,2020-03-24 18:00:00
"Ktn",144,2020-03-24 18:00:00
"NÖ",633,2020-03-24 18:00:00
"OÖ",821,2020-03-24 18:00:00
"Sbg",435,2020-03-24 18:00:00
"Stmk",583,2020-03-24 18:00:00
"T",1310,2020-03-24 18:00:00
"Vbg",388,2020-03-24 18:00:00
"W",676,2020-03-24 18:00:00
"Bgld",86,2020-03-24 18:15:00
"Ktn",144,2020-03-24 18:15:00
"NÖ",633,2020-03-24 18:15:00
"OÖ",824,2020-03-24 18:15:00
"Sbg",435,2020-03-24 18:15:00
"Stmk",583,2020-03-24 18:15:00
"T",1316,2020-03-24 18:15:00
"Vbg",388,2020-03-24 18:15:00
"W",676,2020-03-24 18:15:00
"Bgld",86,2020-03-24 18:30:00
"Ktn",144,2020-03-24 18:30:00
"NÖ",633,2020-03-24 18:30:00
"OÖ",830,2020-03-24 18:30:00
"Sbg",453,2020-03-24 18:30:00
"Stmk",583,2020-03-24 18:30:00
"T",1322,2020-03-24 18:30:00
"Vbg",388,2020-03-24 18:30:00
"W",676,2020-03-24 18:30:00
"Bgld",86,2020-03-24 18:45:00
"Ktn",144,2020-03-24 18:45:00
"NÖ",633,2020-03-24 18:45:00
"OÖ",831,2020-03-24 18:45:00
"Sbg",453,2020-03-24 18:45:00
"Stmk",583,2020-03-24 18:45:00
"T",1324,2020-03-24 18:45:00
"Vbg",388,2020-03-24 18:45:00
