"nuts2","freq","date"
1,185,2020-04-01 00:00:00
2,278,2020-04-01 00:00:00
3,1636,2020-04-01 00:00:00
4,1635,2020-04-01 00:00:00
5,949,2020-04-01 00:00:00
6,1063,2020-04-01 00:00:00
7,2360,2020-04-01 00:00:00
8,659,2020-04-01 00:00:00
9,1417,2020-04-01 00:00:00
1,185,2020-04-01 01:00:00
2,278,2020-04-01 01:00:00
3,1636,2020-04-01 01:00:00
4,1635,2020-04-01 01:00:00
5,949,2020-04-01 01:00:00
6,1063,2020-04-01 01:00:00
7,2360,2020-04-01 01:00:00
8,659,2020-04-01 01:00:00
9,1417,2020-04-01 01:00:00
1,185,2020-04-01 02:00:00
2,278,2020-04-01 02:00:00
3,1636,2020-04-01 02:00:00
4,1635,2020-04-01 02:00:00
5,949,2020-04-01 02:00:00
6,1063,2020-04-01 02:00:00
7,2360,2020-04-01 02:00:00
8,659,2020-04-01 02:00:00
9,1417,2020-04-01 02:00:00
1,185,2020-04-01 03:00:00
2,278,2020-04-01 03:00:00
3,1636,2020-04-01 03:00:00
4,1635,2020-04-01 03:00:00
5,949,2020-04-01 03:00:00
6,1063,2020-04-01 03:00:00
7,2360,2020-04-01 03:00:00
8,659,2020-04-01 03:00:00
9,1417,2020-04-01 03:00:00
1,185,2020-04-01 04:00:00
2,278,2020-04-01 04:00:00
3,1636,2020-04-01 04:00:00
4,1635,2020-04-01 04:00:00
5,949,2020-04-01 04:00:00
6,1063,2020-04-01 04:00:00
7,2360,2020-04-01 04:00:00
8,659,2020-04-01 04:00:00
9,1417,2020-04-01 04:00:00
1,185,2020-04-01 05:00:00
2,278,2020-04-01 05:00:00
3,1636,2020-04-01 05:00:00
4,1635,2020-04-01 05:00:00
5,949,2020-04-01 05:00:00
6,1063,2020-04-01 05:00:00
7,2360,2020-04-01 05:00:00
8,659,2020-04-01 05:00:00
9,1417,2020-04-01 05:00:00
1,185,2020-04-01 06:00:00
2,278,2020-04-01 06:00:00
3,1636,2020-04-01 06:00:00
4,1635,2020-04-01 06:00:00
5,949,2020-04-01 06:00:00
6,1063,2020-04-01 06:00:00
7,2360,2020-04-01 06:00:00
8,659,2020-04-01 06:00:00
9,1417,2020-04-01 06:00:00
1,185,2020-04-01 07:00:00
2,278,2020-04-01 07:00:00
3,1636,2020-04-01 07:00:00
4,1638,2020-04-01 07:00:00
5,949,2020-04-01 07:00:00
6,1063,2020-04-01 07:00:00
7,2360,2020-04-01 07:00:00
8,659,2020-04-01 07:00:00
9,1417,2020-04-01 07:00:00
1,185,2020-04-01 08:00:00
2,278,2020-04-01 08:00:00
3,1637,2020-04-01 08:00:00
4,1642,2020-04-01 08:00:00
5,949,2020-04-01 08:00:00
6,1063,2020-04-01 08:00:00
7,2361,2020-04-01 08:00:00
8,659,2020-04-01 08:00:00
9,1418,2020-04-01 08:00:00
1,187,2020-04-01 09:00:00
2,278,2020-04-01 09:00:00
3,1655,2020-04-01 09:00:00
4,1656,2020-04-01 09:00:00
5,949,2020-04-01 09:00:00
6,1085,2020-04-01 09:00:00
7,2388,2020-04-01 09:00:00
8,665,2020-04-01 09:00:00
9,1435,2020-04-01 09:00:00
1,187,2020-04-01 10:00:00
2,288,2020-04-01 10:00:00
3,1676,2020-04-01 10:00:00
4,1656,2020-04-01 10:00:00
5,949,2020-04-01 10:00:00
6,1085,2020-04-01 10:00:00
7,2401,2020-04-01 10:00:00
8,666,2020-04-01 10:00:00
9,1458,2020-04-01 10:00:00
1,187,2020-04-01 11:00:00
2,288,2020-04-01 11:00:00
3,1677,2020-04-01 11:00:00
4,1657,2020-04-01 11:00:00
5,951,2020-04-01 11:00:00
6,1085,2020-04-01 11:00:00
7,2403,2020-04-01 11:00:00
8,666,2020-04-01 11:00:00
9,1458,2020-04-01 11:00:00
