"geschlecht";"freq";"date"
"männlich";51;2020-04-01 00:00:00
"weiblich";49;2020-04-01 00:00:00
"männlich";51;2020-04-01 01:00:00
"weiblich";49;2020-04-01 01:00:00
"männlich";51;2020-04-01 02:00:00
"weiblich";49;2020-04-01 02:00:00
"männlich";51;2020-04-01 03:00:00
"weiblich";49;2020-04-01 03:00:00
"männlich";51;2020-04-01 04:00:00
"weiblich";49;2020-04-01 04:00:00
"männlich";51;2020-04-01 05:00:00
"weiblich";49;2020-04-01 05:00:00
"männlich";51;2020-04-01 06:00:00
"weiblich";49;2020-04-01 06:00:00
"männlich";51;2020-04-01 07:00:00
"weiblich";49;2020-04-01 07:00:00
"männlich";51;2020-04-01 08:00:00
"weiblich";49;2020-04-01 08:00:00
"männlich";51;2020-04-01 09:00:00
"weiblich";49;2020-04-01 09:00:00
"männlich";51;2020-04-01 10:00:00
"weiblich";49;2020-04-01 10:00:00
"männlich";51;2020-04-01 11:00:00
"weiblich";49;2020-04-01 11:00:00
