"bkz";"freq";"date"
101;15;2020-04-13
103;22;2020-04-13
104;21;2020-04-13
105;8;2020-04-13
106;34;2020-04-13
107;50;2020-04-13
108;18;2020-04-13
109;98;2020-04-13
201;84;2020-04-13
202;19;2020-04-13
203;5;2020-04-13
204;38;2020-04-13
205;48;2020-04-13
206;37;2020-04-13
207;47;2020-04-13
208;52;2020-04-13
209;43;2020-04-13
210;12;2020-04-13
301;32;2020-04-13
302;77;2020-04-13
303;22;2020-04-13
304;36;2020-04-13
305;267;2020-04-13
306;118;2020-04-13
307;68;2020-04-13
308;71;2020-04-13
309;10;2020-04-13
310;28;2020-04-13
311;38;2020-04-13
312;144;2020-04-13
313;132;2020-04-13
314;40;2020-04-13
315;153;2020-04-13
316;114;2020-04-13
317;150;2020-04-13
318;168;2020-04-13
319;245;2020-04-13
320;99;2020-04-13
321;140;2020-04-13
322;52;2020-04-13
323;57;2020-04-13
325;63;2020-04-13
401;293;2020-04-13
402;52;2020-04-13
403;57;2020-04-13
404;109;2020-04-13
405;50;2020-04-13
406;102;2020-04-13
407;61;2020-04-13
408;66;2020-04-13
409;38;2020-04-13
410;195;2020-04-13
411;248;2020-04-13
412;41;2020-04-13
413;138;2020-04-13
414;53;2020-04-13
415;164;2020-04-13
416;275;2020-04-13
417;104;2020-04-13
418;76;2020-04-13
501;141;2020-04-13
502;65;2020-04-13
503;181;2020-04-13
504;429;2020-04-13
505;22;2020-04-13
506;331;2020-04-13
601;413;2020-04-13
603;40;2020-04-13
606;169;2020-04-13
610;168;2020-04-13
611;23;2020-04-13
612;79;2020-04-13
614;5;2020-04-13
616;95;2020-04-13
617;144;2020-04-13
620;31;2020-04-13
621;50;2020-04-13
622;289;2020-04-13
623;47;2020-04-13
701;382;2020-04-13
702;271;2020-04-13
703;369;2020-04-13
704;334;2020-04-13
705;474;2020-04-13
706;935;2020-04-13
707;133;2020-04-13
708;54;2020-04-13
709;327;2020-04-13
801;241;2020-04-13
802;250;2020-04-13
803;137;2020-04-13
804;203;2020-04-13
900;2008;2020-04-13
