"nuts2";"freq";"date"
1;266;2020-04-13 00:00:00
2;385;2020-04-13 00:00:00
3;2324;2020-04-13 00:00:00
4;2122;2020-04-13 00:00:00
5;1169;2020-04-13 00:00:00
6;1553;2020-04-13 00:00:00
7;3279;2020-04-13 00:00:00
8;831;2020-04-13 00:00:00
9;2008;2020-04-13 00:00:00
1;266;2020-04-13 01:00:00
2;385;2020-04-13 01:00:00
3;2324;2020-04-13 01:00:00
4;2122;2020-04-13 01:00:00
5;1169;2020-04-13 01:00:00
6;1553;2020-04-13 01:00:00
7;3279;2020-04-13 01:00:00
8;831;2020-04-13 01:00:00
9;2008;2020-04-13 01:00:00
1;266;2020-04-13 02:00:00
2;385;2020-04-13 02:00:00
3;2324;2020-04-13 02:00:00
4;2122;2020-04-13 02:00:00
5;1169;2020-04-13 02:00:00
6;1553;2020-04-13 02:00:00
7;3279;2020-04-13 02:00:00
8;831;2020-04-13 02:00:00
9;2008;2020-04-13 02:00:00
1;266;2020-04-13 03:00:00
2;385;2020-04-13 03:00:00
3;2324;2020-04-13 03:00:00
4;2122;2020-04-13 03:00:00
5;1169;2020-04-13 03:00:00
6;1553;2020-04-13 03:00:00
7;3279;2020-04-13 03:00:00
8;831;2020-04-13 03:00:00
9;2008;2020-04-13 03:00:00
1;266;2020-04-13 04:00:00
2;385;2020-04-13 04:00:00
3;2324;2020-04-13 04:00:00
4;2122;2020-04-13 04:00:00
5;1169;2020-04-13 04:00:00
6;1553;2020-04-13 04:00:00
7;3279;2020-04-13 04:00:00
8;831;2020-04-13 04:00:00
9;2008;2020-04-13 04:00:00
1;266;2020-04-13 05:00:00
2;385;2020-04-13 05:00:00
3;2324;2020-04-13 05:00:00
4;2122;2020-04-13 05:00:00
5;1169;2020-04-13 05:00:00
6;1553;2020-04-13 05:00:00
7;3279;2020-04-13 05:00:00
8;831;2020-04-13 05:00:00
9;2008;2020-04-13 05:00:00
1;266;2020-04-13 06:00:00
2;385;2020-04-13 06:00:00
3;2324;2020-04-13 06:00:00
4;2122;2020-04-13 06:00:00
5;1169;2020-04-13 06:00:00
6;1553;2020-04-13 06:00:00
7;3279;2020-04-13 06:00:00
8;831;2020-04-13 06:00:00
9;2008;2020-04-13 06:00:00
1;266;2020-04-13 07:00:00
2;385;2020-04-13 07:00:00
3;2324;2020-04-13 07:00:00
4;2122;2020-04-13 07:00:00
5;1169;2020-04-13 07:00:00
6;1553;2020-04-13 07:00:00
7;3279;2020-04-13 07:00:00
8;831;2020-04-13 07:00:00
9;2011;2020-04-13 07:00:00
1;266;2020-04-13 08:00:00
2;385;2020-04-13 08:00:00
3;2324;2020-04-13 08:00:00
4;2122;2020-04-13 08:00:00
5;1169;2020-04-13 08:00:00
6;1553;2020-04-13 08:00:00
7;3281;2020-04-13 08:00:00
8;831;2020-04-13 08:00:00
9;2011;2020-04-13 08:00:00
1;266;2020-04-13 09:00:00
2;385;2020-04-13 09:00:00
3;2324;2020-04-13 09:00:00
4;2122;2020-04-13 09:00:00
5;1169;2020-04-13 09:00:00
6;1553;2020-04-13 09:00:00
7;3281;2020-04-13 09:00:00
8;831;2020-04-13 09:00:00
9;2011;2020-04-13 09:00:00
1;266;2020-04-13 10:00:00
2;385;2020-04-13 10:00:00
3;2342;2020-04-13 10:00:00
4;2122;2020-04-13 10:00:00
5;1169;2020-04-13 10:00:00
6;1553;2020-04-13 10:00:00
7;3283;2020-04-13 10:00:00
8;831;2020-04-13 10:00:00
9;2011;2020-04-13 10:00:00
1;266;2020-04-13 11:00:00
2;385;2020-04-13 11:00:00
3;2343;2020-04-13 11:00:00
4;2122;2020-04-13 11:00:00
5;1169;2020-04-13 11:00:00
6;1553;2020-04-13 11:00:00
7;3292;2020-04-13 11:00:00
8;831;2020-04-13 11:00:00
9;2011;2020-04-13 11:00:00
1;266;2020-04-13 12:00:00
2;386;2020-04-13 12:00:00
3;2343;2020-04-13 12:00:00
4;2122;2020-04-13 12:00:00
5;1169;2020-04-13 12:00:00
6;1553;2020-04-13 12:00:00
7;3293;2020-04-13 12:00:00
8;831;2020-04-13 12:00:00
9;2011;2020-04-13 12:00:00
1;266;2020-04-13 13:00:00
2;386;2020-04-13 13:00:00
3;2343;2020-04-13 13:00:00
4;2126;2020-04-13 13:00:00
5;1169;2020-04-13 13:00:00
6;1559;2020-04-13 13:00:00
7;3293;2020-04-13 13:00:00
8;831;2020-04-13 13:00:00
9;2011;2020-04-13 13:00:00
1;268;2020-04-13 14:00:00
2;386;2020-04-13 14:00:00
3;2343;2020-04-13 14:00:00
4;2126;2020-04-13 14:00:00
5;1169;2020-04-13 14:00:00
6;1560;2020-04-13 14:00:00
7;3299;2020-04-13 14:00:00
8;832;2020-04-13 14:00:00
9;2015;2020-04-13 14:00:00
1;268;2020-04-13 15:00:00
2;386;2020-04-13 15:00:00
3;2343;2020-04-13 15:00:00
4;2127;2020-04-13 15:00:00
5;1169;2020-04-13 15:00:00
6;1560;2020-04-13 15:00:00
7;3299;2020-04-13 15:00:00
8;832;2020-04-13 15:00:00
9;2015;2020-04-13 15:00:00
1;268;2020-04-13 16:00:00
2;386;2020-04-13 16:00:00
3;2344;2020-04-13 16:00:00
4;2131;2020-04-13 16:00:00
5;1171;2020-04-13 16:00:00
6;1566;2020-04-13 16:00:00
7;3299;2020-04-13 16:00:00
8;832;2020-04-13 16:00:00
9;2016;2020-04-13 16:00:00
1;268;2020-04-13 17:00:00
2;386;2020-04-13 17:00:00
3;2344;2020-04-13 17:00:00
4;2132;2020-04-13 17:00:00
5;1172;2020-04-13 17:00:00
6;1567;2020-04-13 17:00:00
7;3299;2020-04-13 17:00:00
8;832;2020-04-13 17:00:00
9;2018;2020-04-13 17:00:00
