"geschlecht","freq","date"
"männlich",50,2020-04-13 00:00:00
"weiblich",50,2020-04-13 00:00:00
"männlich",50,2020-04-13 01:00:00
"weiblich",50,2020-04-13 01:00:00
"männlich",50,2020-04-13 02:00:00
"weiblich",50,2020-04-13 02:00:00
"männlich",50,2020-04-13 03:00:00
"weiblich",50,2020-04-13 03:00:00
"männlich",50,2020-04-13 04:00:00
"weiblich",50,2020-04-13 04:00:00
"männlich",50,2020-04-13 05:00:00
"weiblich",50,2020-04-13 05:00:00
"männlich",50,2020-04-13 06:00:00
"weiblich",50,2020-04-13 06:00:00
"männlich",50,2020-04-13 07:00:00
"weiblich",50,2020-04-13 07:00:00
"männlich",50,2020-04-13 08:00:00
"weiblich",50,2020-04-13 08:00:00
