"geschlecht","freq","date"
"männlich",50,2020-04-12 00:00:00
"weiblich",50,2020-04-12 00:00:00
"männlich",50,2020-04-12 01:00:00
"weiblich",50,2020-04-12 01:00:00
"männlich",50,2020-04-12 02:00:00
"weiblich",50,2020-04-12 02:00:00
"männlich",50,2020-04-12 03:00:00
"weiblich",50,2020-04-12 03:00:00
"männlich",50,2020-04-12 04:00:00
"weiblich",50,2020-04-12 04:00:00
"männlich",50,2020-04-12 05:00:00
"weiblich",50,2020-04-12 05:00:00
"männlich",50,2020-04-12 06:00:00
"weiblich",50,2020-04-12 06:00:00
"männlich",50,2020-04-12 07:00:00
"weiblich",50,2020-04-12 07:00:00
"männlich",50,2020-04-12 08:00:00
"weiblich",50,2020-04-12 08:00:00
