"nuts2","freq","date"
1,259,2020-04-12 00:00:00
2,382,2020-04-12 00:00:00
3,2284,2020-04-12 00:00:00
4,2118,2020-04-12 00:00:00
5,1157,2020-04-12 00:00:00
6,1524,2020-04-12 00:00:00
7,3260,2020-04-12 00:00:00
8,826,2020-04-12 00:00:00
9,1996,2020-04-12 00:00:00
1,259,2020-04-12 01:00:00
2,382,2020-04-12 01:00:00
3,2284,2020-04-12 01:00:00
4,2118,2020-04-12 01:00:00
5,1157,2020-04-12 01:00:00
6,1524,2020-04-12 01:00:00
7,3260,2020-04-12 01:00:00
8,826,2020-04-12 01:00:00
9,1996,2020-04-12 01:00:00
1,259,2020-04-12 02:00:00
2,382,2020-04-12 02:00:00
3,2284,2020-04-12 02:00:00
4,2118,2020-04-12 02:00:00
5,1157,2020-04-12 02:00:00
6,1524,2020-04-12 02:00:00
7,3260,2020-04-12 02:00:00
8,826,2020-04-12 02:00:00
9,1996,2020-04-12 02:00:00
1,259,2020-04-12 03:00:00
2,382,2020-04-12 03:00:00
3,2284,2020-04-12 03:00:00
4,2118,2020-04-12 03:00:00
5,1157,2020-04-12 03:00:00
6,1524,2020-04-12 03:00:00
7,3260,2020-04-12 03:00:00
8,826,2020-04-12 03:00:00
9,1996,2020-04-12 03:00:00
1,259,2020-04-12 04:00:00
2,382,2020-04-12 04:00:00
3,2284,2020-04-12 04:00:00
4,2118,2020-04-12 04:00:00
5,1157,2020-04-12 04:00:00
6,1524,2020-04-12 04:00:00
7,3260,2020-04-12 04:00:00
8,826,2020-04-12 04:00:00
9,1996,2020-04-12 04:00:00
1,259,2020-04-12 05:00:00
2,382,2020-04-12 05:00:00
3,2284,2020-04-12 05:00:00
4,2118,2020-04-12 05:00:00
5,1157,2020-04-12 05:00:00
6,1524,2020-04-12 05:00:00
7,3260,2020-04-12 05:00:00
8,826,2020-04-12 05:00:00
9,1996,2020-04-12 05:00:00
1,259,2020-04-12 06:00:00
2,382,2020-04-12 06:00:00
3,2284,2020-04-12 06:00:00
4,2118,2020-04-12 06:00:00
5,1157,2020-04-12 06:00:00
6,1524,2020-04-12 06:00:00
7,3260,2020-04-12 06:00:00
8,826,2020-04-12 06:00:00
9,1996,2020-04-12 06:00:00
1,259,2020-04-12 07:00:00
2,382,2020-04-12 07:00:00
3,2284,2020-04-12 07:00:00
4,2118,2020-04-12 07:00:00
5,1157,2020-04-12 07:00:00
6,1524,2020-04-12 07:00:00
7,3260,2020-04-12 07:00:00
8,826,2020-04-12 07:00:00
9,1997,2020-04-12 07:00:00
1,259,2020-04-12 08:00:00
2,382,2020-04-12 08:00:00
3,2284,2020-04-12 08:00:00
4,2118,2020-04-12 08:00:00
5,1157,2020-04-12 08:00:00
6,1524,2020-04-12 08:00:00
7,3263,2020-04-12 08:00:00
8,826,2020-04-12 08:00:00
9,1997,2020-04-12 08:00:00
1,259,2020-04-12 09:00:00
2,383,2020-04-12 09:00:00
3,2286,2020-04-12 09:00:00
4,2118,2020-04-12 09:00:00
5,1157,2020-04-12 09:00:00
6,1524,2020-04-12 09:00:00
7,3264,2020-04-12 09:00:00
8,826,2020-04-12 09:00:00
9,1997,2020-04-12 09:00:00
1,259,2020-04-12 10:00:00
2,383,2020-04-12 10:00:00
3,2289,2020-04-12 10:00:00
4,2119,2020-04-12 10:00:00
5,1157,2020-04-12 10:00:00
6,1524,2020-04-12 10:00:00
7,3264,2020-04-12 10:00:00
8,826,2020-04-12 10:00:00
9,1997,2020-04-12 10:00:00
