"bkz";"freq";"date"
101;15;2020-04-12
103;22;2020-04-12
104;21;2020-04-12
105;8;2020-04-12
106;34;2020-04-12
107;50;2020-04-12
108;18;2020-04-12
109;91;2020-04-12
201;83;2020-04-12
202;19;2020-04-12
203;5;2020-04-12
204;38;2020-04-12
205;48;2020-04-12
206;36;2020-04-12
207;47;2020-04-12
208;51;2020-04-12
209;43;2020-04-12
210;12;2020-04-12
301;32;2020-04-12
302;77;2020-04-12
303;22;2020-04-12
304;36;2020-04-12
305;259;2020-04-12
306;118;2020-04-12
307;68;2020-04-12
308;71;2020-04-12
309;10;2020-04-12
310;28;2020-04-12
311;37;2020-04-12
312;142;2020-04-12
313;129;2020-04-12
314;40;2020-04-12
315;151;2020-04-12
316;114;2020-04-12
317;149;2020-04-12
318;168;2020-04-12
319;245;2020-04-12
320;99;2020-04-12
321;139;2020-04-12
322;33;2020-04-12
323;54;2020-04-12
325;63;2020-04-12
401;291;2020-04-12
402;52;2020-04-12
403;57;2020-04-12
404;107;2020-04-12
405;49;2020-04-12
406;102;2020-04-12
407;61;2020-04-12
408;66;2020-04-12
409;38;2020-04-12
410;196;2020-04-12
411;248;2020-04-12
412;41;2020-04-12
413;138;2020-04-12
414;53;2020-04-12
415;164;2020-04-12
416;275;2020-04-12
417;104;2020-04-12
418;76;2020-04-12
501;137;2020-04-12
502;65;2020-04-12
503;179;2020-04-12
504;425;2020-04-12
505;22;2020-04-12
506;329;2020-04-12
601;410;2020-04-12
603;40;2020-04-12
606;166;2020-04-12
610;168;2020-04-12
611;23;2020-04-12
612;79;2020-04-12
614;5;2020-04-12
616;94;2020-04-12
617;125;2020-04-12
620;31;2020-04-12
621;49;2020-04-12
622;287;2020-04-12
623;47;2020-04-12
701;381;2020-04-12
702;269;2020-04-12
703;369;2020-04-12
704;333;2020-04-12
705;470;2020-04-12
706;932;2020-04-12
707;131;2020-04-12
708;52;2020-04-12
709;323;2020-04-12
801;240;2020-04-12
802;248;2020-04-12
803;136;2020-04-12
804;202;2020-04-12
900;1996;2020-04-12
