"altersgruppe";"freq";"date"
"45-54";772;2020-03-22 17:30:00
"55-64";546;2020-03-22 17:30:00
">64";587;2020-03-22 17:30:00
"<5";7;2020-03-22 17:45:00
"5-14";52;2020-03-22 17:45:00
"15-24";338;2020-03-22 17:45:00
"25-34";563;2020-03-22 17:45:00
"35-44";538;2020-03-22 17:45:00
"45-54";772;2020-03-22 17:45:00
"55-64";548;2020-03-22 17:45:00
">64";589;2020-03-22 17:45:00
"<5";7;2020-03-22 18:00:00
"5-14";53;2020-03-22 18:00:00
"15-24";340;2020-03-22 18:00:00
"25-34";564;2020-03-22 18:00:00
"35-44";538;2020-03-22 18:00:00
"45-54";774;2020-03-22 18:00:00
"55-64";549;2020-03-22 18:00:00
">64";590;2020-03-22 18:00:00
"<5";7;2020-03-22 18:15:00
"5-14";55;2020-03-22 18:15:00
"15-24";341;2020-03-22 18:15:00
"25-34";568;2020-03-22 18:15:00
"35-44";541;2020-03-22 18:15:00
"45-54";777;2020-03-22 18:15:00
"55-64";553;2020-03-22 18:15:00
">64";593;2020-03-22 18:15:00
"<5";7;2020-03-22 18:30:00
"5-14";55;2020-03-22 18:30:00
"15-24";341;2020-03-22 18:30:00
"25-34";568;2020-03-22 18:30:00
"35-44";541;2020-03-22 18:30:00
"45-54";777;2020-03-22 18:30:00
"55-64";553;2020-03-22 18:30:00
">64";593;2020-03-22 18:30:00
"<5";7;2020-03-22 18:45:00
"5-14";56;2020-03-22 18:45:00
"15-24";342;2020-03-22 18:45:00
"25-34";574;2020-03-22 18:45:00
"35-44";542;2020-03-22 18:45:00
"45-54";779;2020-03-22 18:45:00
"55-64";554;2020-03-22 18:45:00
">64";595;2020-03-22 18:45:00
"<5";7;2020-03-22 19:00:00
"5-14";56;2020-03-22 19:00:00
"15-24";342;2020-03-22 19:00:00
"25-34";574;2020-03-22 19:00:00
"35-44";543;2020-03-22 19:00:00
"45-54";779;2020-03-22 19:00:00
"55-64";554;2020-03-22 19:00:00
">64";595;2020-03-22 19:00:00
"<5";7;2020-03-22 19:15:00
"5-14";56;2020-03-22 19:15:00
"15-24";343;2020-03-22 19:15:00
"25-34";576;2020-03-22 19:15:00
"35-44";543;2020-03-22 19:15:00
"45-54";779;2020-03-22 19:15:00
"55-64";555;2020-03-22 19:15:00
">64";597;2020-03-22 19:15:00
"<5";7;2020-03-22 19:30:00
"5-14";56;2020-03-22 19:30:00
"15-24";343;2020-03-22 19:30:00
"25-34";577;2020-03-22 19:30:00
"35-44";544;2020-03-22 19:30:00
"45-54";781;2020-03-22 19:30:00
"55-64";557;2020-03-22 19:30:00
">64";607;2020-03-22 19:30:00
"<5";7;2020-03-22 19:45:00
"5-14";56;2020-03-22 19:45:00
"15-24";346;2020-03-22 19:45:00
"25-34";579;2020-03-22 19:45:00
"35-44";550;2020-03-22 19:45:00
"45-54";784;2020-03-22 19:45:00
"55-64";561;2020-03-22 19:45:00
">64";614;2020-03-22 19:45:00
"<5";7;2020-03-22 20:00:00
"5-14";57;2020-03-22 20:00:00
"15-24";348;2020-03-22 20:00:00
"25-34";581;2020-03-22 20:00:00
"35-44";554;2020-03-22 20:00:00
"45-54";787;2020-03-22 20:00:00
"55-64";567;2020-03-22 20:00:00
">64";617;2020-03-22 20:00:00
"<5";7;2020-03-22 20:15:00
"5-14";59;2020-03-22 20:15:00
"15-24";351;2020-03-22 20:15:00
"25-34";595;2020-03-22 20:15:00
"35-44";559;2020-03-22 20:15:00
"45-54";795;2020-03-22 20:15:00
"55-64";573;2020-03-22 20:15:00
">64";619;2020-03-22 20:15:00
"<5";7;2020-03-22 20:30:00
"5-14";59;2020-03-22 20:30:00
"15-24";351;2020-03-22 20:30:00
"25-34";595;2020-03-22 20:30:00
"35-44";559;2020-03-22 20:30:00
"45-54";795;2020-03-22 20:30:00
"55-64";573;2020-03-22 20:30:00
">64";619;2020-03-22 20:30:00
"<5";7;2020-03-22 20:45:00
"5-14";59;2020-03-22 20:45:00
"15-24";351;2020-03-22 20:45:00
"25-34";596;2020-03-22 20:45:00
"35-44";559;2020-03-22 20:45:00
"45-54";795;2020-03-22 20:45:00
"55-64";573;2020-03-22 20:45:00
">64";619;2020-03-22 20:45:00
"<5";7;2020-03-22 21:00:00
"5-14";60;2020-03-22 21:00:00
"15-24";351;2020-03-22 21:00:00
"25-34";596;2020-03-22 21:00:00
"35-44";559;2020-03-22 21:00:00
"45-54";795;2020-03-22 21:00:00
"55-64";574;2020-03-22 21:00:00
">64";619;2020-03-22 21:00:00
"<5";7;2020-03-22 21:15:00
"5-14";60;2020-03-22 21:15:00
"15-24";352;2020-03-22 21:15:00
"25-34";596;2020-03-22 21:15:00
"35-44";559;2020-03-22 21:15:00
"45-54";795;2020-03-22 21:15:00
"55-64";575;2020-03-22 21:15:00
">64";620;2020-03-22 21:15:00
"<5";7;2020-03-22 21:30:00
"5-14";60;2020-03-22 21:30:00
"15-24";352;2020-03-22 21:30:00
"25-34";596;2020-03-22 21:30:00
"35-44";559;2020-03-22 21:30:00
"45-54";795;2020-03-22 21:30:00
"55-64";575;2020-03-22 21:30:00
">64";623;2020-03-22 21:30:00
"<5";7;2020-03-22 21:45:00
"5-14";60;2020-03-22 21:45:00
"15-24";352;2020-03-22 21:45:00
"25-34";596;2020-03-22 21:45:00
"35-44";559;2020-03-22 21:45:00
"45-54";795;2020-03-22 21:45:00
"55-64";575;2020-03-22 21:45:00
">64";626;2020-03-22 21:45:00
"<5";7;2020-03-22 22:00:00
"5-14";60;2020-03-22 22:00:00
"15-24";352;2020-03-22 22:00:00
"25-34";596;2020-03-22 22:00:00
"35-44";559;2020-03-22 22:00:00
"45-54";795;2020-03-22 22:00:00
"55-64";575;2020-03-22 22:00:00
">64";626;2020-03-22 22:00:00
"<5";7;2020-03-22 22:15:00
"5-14";60;2020-03-22 22:15:00
"15-24";354;2020-03-22 22:15:00
"25-34";596;2020-03-22 22:15:00
"35-44";560;2020-03-22 22:15:00
"45-54";797;2020-03-22 22:15:00
"55-64";579;2020-03-22 22:15:00
">64";627;2020-03-22 22:15:00
"<5";7;2020-03-22 22:30:00
"5-14";60;2020-03-22 22:30:00
"15-24";354;2020-03-22 22:30:00
"25-34";597;2020-03-22 22:30:00
"35-44";560;2020-03-22 22:30:00
"45-54";798;2020-03-22 22:30:00
"55-64";579;2020-03-22 22:30:00
">64";627;2020-03-22 22:30:00
"<5";7;2020-03-22 22:45:00
"5-14";60;2020-03-22 22:45:00
"15-24";354;2020-03-22 22:45:00
"25-34";597;2020-03-22 22:45:00
"35-44";560;2020-03-22 22:45:00
"45-54";798;2020-03-22 22:45:00
"55-64";579;2020-03-22 22:45:00
">64";627;2020-03-22 22:45:00
"<5";7;2020-03-22 23:00:00
"5-14";60;2020-03-22 23:00:00
"15-24";354;2020-03-22 23:00:00
"25-34";597;2020-03-22 23:00:00
"35-44";560;2020-03-22 23:00:00
"45-54";798;2020-03-22 23:00:00
"55-64";579;2020-03-22 23:00:00
">64";627;2020-03-22 23:00:00
"<5";7;2020-03-22 23:15:00
"5-14";60;2020-03-22 23:15:00
"15-24";354;2020-03-22 23:15:00
"25-34";597;2020-03-22 23:15:00
"35-44";560;2020-03-22 23:15:00
"45-54";798;2020-03-22 23:15:00
"55-64";579;2020-03-22 23:15:00
">64";627;2020-03-22 23:15:00
"<5";7;2020-03-22 23:30:00
"5-14";60;2020-03-22 23:30:00
"15-24";354;2020-03-22 23:30:00
"25-34";597;2020-03-22 23:30:00
"35-44";560;2020-03-22 23:30:00
"45-54";798;2020-03-22 23:30:00
"55-64";579;2020-03-22 23:30:00
">64";627;2020-03-22 23:30:00
"<5";7;2020-03-22 23:45:00
"5-14";60;2020-03-22 23:45:00
"15-24";354;2020-03-22 23:45:00
"25-34";597;2020-03-22 23:45:00
"35-44";560;2020-03-22 23:45:00
"45-54";798;2020-03-22 23:45:00
"55-64";579;2020-03-22 23:45:00
">64";627;2020-03-22 23:45:00
"<5";7;2020-03-23 00:00:00
"5-14";60;2020-03-23 00:00:00
"15-24";354;2020-03-23 00:00:00
"25-34";597;2020-03-23 00:00:00
"35-44";560;2020-03-23 00:00:00
"45-54";798;2020-03-23 00:00:00
"55-64";579;2020-03-23 00:00:00
">64";627;2020-03-23 00:00:00
"<5";7;2020-03-23 00:15:00
"5-14";60;2020-03-23 00:15:00
"15-24";353;2020-03-23 00:15:00
"25-34";598;2020-03-23 00:15:00
"35-44";560;2020-03-23 00:15:00
"45-54";797;2020-03-23 00:15:00
"55-64";579;2020-03-23 00:15:00
">64";628;2020-03-23 00:15:00
"<5";7;2020-03-23 00:30:00
"5-14";60;2020-03-23 00:30:00
"15-24";353;2020-03-23 00:30:00
"25-34";598;2020-03-23 00:30:00
"35-44";560;2020-03-23 00:30:00
"45-54";797;2020-03-23 00:30:00
"55-64";579;2020-03-23 00:30:00
">64";628;2020-03-23 00:30:00
"<5";7;2020-03-23 00:45:00
"5-14";60;2020-03-23 00:45:00
"15-24";353;2020-03-23 00:45:00
"25-34";598;2020-03-23 00:45:00
"35-44";560;2020-03-23 00:45:00
"45-54";797;2020-03-23 00:45:00
"55-64";579;2020-03-23 00:45:00
">64";628;2020-03-23 00:45:00
"<5";7;2020-03-23 01:00:00
"5-14";60;2020-03-23 01:00:00
"15-24";353;2020-03-23 01:00:00
"25-34";598;2020-03-23 01:00:00
"35-44";560;2020-03-23 01:00:00
"45-54";797;2020-03-23 01:00:00
"55-64";579;2020-03-23 01:00:00
">64";628;2020-03-23 01:00:00
"<5";7;2020-03-23 01:15:00
"5-14";60;2020-03-23 01:15:00
"15-24";353;2020-03-23 01:15:00
"25-34";598;2020-03-23 01:15:00
"35-44";560;2020-03-23 01:15:00
"45-54";797;2020-03-23 01:15:00
"55-64";579;2020-03-23 01:15:00
">64";628;2020-03-23 01:15:00
"<5";7;2020-03-23 01:30:00
"5-14";60;2020-03-23 01:30:00
"15-24";353;2020-03-23 01:30:00
"25-34";598;2020-03-23 01:30:00
"35-44";560;2020-03-23 01:30:00
"45-54";797;2020-03-23 01:30:00
"55-64";579;2020-03-23 01:30:00
">64";628;2020-03-23 01:30:00
"<5";7;2020-03-23 01:45:00
"5-14";60;2020-03-23 01:45:00
"15-24";353;2020-03-23 01:45:00
"25-34";598;2020-03-23 01:45:00
"35-44";560;2020-03-23 01:45:00
"45-54";797;2020-03-23 01:45:00
"55-64";579;2020-03-23 01:45:00
">64";628;2020-03-23 01:45:00
"<5";7;2020-03-23 02:00:00
"5-14";60;2020-03-23 02:00:00
"15-24";353;2020-03-23 02:00:00
"25-34";598;2020-03-23 02:00:00
"35-44";560;2020-03-23 02:00:00
"45-54";797;2020-03-23 02:00:00
"55-64";579;2020-03-23 02:00:00
">64";628;2020-03-23 02:00:00
"<5";7;2020-03-23 02:15:00
"5-14";60;2020-03-23 02:15:00
"15-24";353;2020-03-23 02:15:00
"25-34";598;2020-03-23 02:15:00
"35-44";560;2020-03-23 02:15:00
"45-54";797;2020-03-23 02:15:00
"55-64";579;2020-03-23 02:15:00
">64";628;2020-03-23 02:15:00
"<5";7;2020-03-23 02:30:00
"5-14";60;2020-03-23 02:30:00
"15-24";353;2020-03-23 02:30:00
"25-34";598;2020-03-23 02:30:00
"35-44";560;2020-03-23 02:30:00
"45-54";797;2020-03-23 02:30:00
"55-64";579;2020-03-23 02:30:00
">64";628;2020-03-23 02:30:00
"<5";7;2020-03-23 02:45:00
"5-14";60;2020-03-23 02:45:00
"15-24";353;2020-03-23 02:45:00
"25-34";598;2020-03-23 02:45:00
"35-44";560;2020-03-23 02:45:00
"45-54";797;2020-03-23 02:45:00
"55-64";579;2020-03-23 02:45:00
">64";628;2020-03-23 02:45:00
"<5";7;2020-03-23 03:00:00
"5-14";60;2020-03-23 03:00:00
"15-24";353;2020-03-23 03:00:00
"25-34";598;2020-03-23 03:00:00
"35-44";560;2020-03-23 03:00:00
"45-54";797;2020-03-23 03:00:00
"55-64";579;2020-03-23 03:00:00
">64";628;2020-03-23 03:00:00
"<5";7;2020-03-23 03:15:00
"5-14";60;2020-03-23 03:15:00
"15-24";353;2020-03-23 03:15:00
"25-34";598;2020-03-23 03:15:00
"35-44";560;2020-03-23 03:15:00
"45-54";797;2020-03-23 03:15:00
"55-64";579;2020-03-23 03:15:00
">64";629;2020-03-23 03:15:00
"<5";7;2020-03-23 03:30:00
"5-14";60;2020-03-23 03:30:00
"15-24";353;2020-03-23 03:30:00
"25-34";598;2020-03-23 03:30:00
"35-44";560;2020-03-23 03:30:00
"45-54";797;2020-03-23 03:30:00
"55-64";579;2020-03-23 03:30:00
">64";630;2020-03-23 03:30:00
"<5";7;2020-03-23 03:45:00
"5-14";60;2020-03-23 03:45:00
"15-24";353;2020-03-23 03:45:00
"25-34";598;2020-03-23 03:45:00
"35-44";560;2020-03-23 03:45:00
"45-54";797;2020-03-23 03:45:00
"55-64";579;2020-03-23 03:45:00
">64";630;2020-03-23 03:45:00
"<5";7;2020-03-23 04:00:00
"5-14";60;2020-03-23 04:00:00
"15-24";353;2020-03-23 04:00:00
"25-34";598;2020-03-23 04:00:00
"35-44";560;2020-03-23 04:00:00
"45-54";797;2020-03-23 04:00:00
"55-64";579;2020-03-23 04:00:00
">64";630;2020-03-23 04:00:00
"<5";7;2020-03-23 04:15:00
"5-14";60;2020-03-23 04:15:00
"15-24";353;2020-03-23 04:15:00
"25-34";598;2020-03-23 04:15:00
"35-44";560;2020-03-23 04:15:00
"45-54";797;2020-03-23 04:15:00
"55-64";579;2020-03-23 04:15:00
">64";630;2020-03-23 04:15:00
"<5";7;2020-03-23 04:30:00
"5-14";60;2020-03-23 04:30:00
"15-24";353;2020-03-23 04:30:00
"25-34";598;2020-03-23 04:30:00
"35-44";560;2020-03-23 04:30:00
"45-54";797;2020-03-23 04:30:00
"55-64";579;2020-03-23 04:30:00
">64";630;2020-03-23 04:30:00
"<5";7;2020-03-23 04:45:00
"5-14";60;2020-03-23 04:45:00
"15-24";353;2020-03-23 04:45:00
"25-34";598;2020-03-23 04:45:00
"35-44";560;2020-03-23 04:45:00
"45-54";797;2020-03-23 04:45:00
"55-64";579;2020-03-23 04:45:00
">64";630;2020-03-23 04:45:00
"<5";7;2020-03-23 05:00:00
"5-14";60;2020-03-23 05:00:00
"15-24";353;2020-03-23 05:00:00
"25-34";598;2020-03-23 05:00:00
"35-44";560;2020-03-23 05:00:00
"45-54";797;2020-03-23 05:00:00
"55-64";579;2020-03-23 05:00:00
">64";630;2020-03-23 05:00:00
"<5";7;2020-03-23 05:15:00
"5-14";60;2020-03-23 05:15:00
"15-24";353;2020-03-23 05:15:00
"25-34";598;2020-03-23 05:15:00
"35-44";560;2020-03-23 05:15:00
"45-54";797;2020-03-23 05:15:00
"55-64";579;2020-03-23 05:15:00
">64";630;2020-03-23 05:15:00
"<5";7;2020-03-23 05:30:00
"5-14";60;2020-03-23 05:30:00
"15-24";353;2020-03-23 05:30:00
"25-34";598;2020-03-23 05:30:00
"35-44";560;2020-03-23 05:30:00
"45-54";797;2020-03-23 05:30:00
"55-64";579;2020-03-23 05:30:00
">64";630;2020-03-23 05:30:00
"<5";7;2020-03-23 05:45:00
"5-14";60;2020-03-23 05:45:00
"15-24";353;2020-03-23 05:45:00
"25-34";598;2020-03-23 05:45:00
"35-44";560;2020-03-23 05:45:00
"45-54";797;2020-03-23 05:45:00
"55-64";579;2020-03-23 05:45:00
">64";630;2020-03-23 05:45:00
"<5";7;2020-03-23 06:00:00
"5-14";60;2020-03-23 06:00:00
"15-24";353;2020-03-23 06:00:00
"25-34";598;2020-03-23 06:00:00
"35-44";560;2020-03-23 06:00:00
"45-54";797;2020-03-23 06:00:00
"55-64";579;2020-03-23 06:00:00
">64";630;2020-03-23 06:00:00
"<5";7;2020-03-23 06:15:00
"5-14";60;2020-03-23 06:15:00
"15-24";353;2020-03-23 06:15:00
"25-34";598;2020-03-23 06:15:00
"35-44";560;2020-03-23 06:15:00
"45-54";797;2020-03-23 06:15:00
"55-64";579;2020-03-23 06:15:00
">64";630;2020-03-23 06:15:00
"<5";7;2020-03-23 06:30:00
"5-14";60;2020-03-23 06:30:00
"15-24";353;2020-03-23 06:30:00
"25-34";598;2020-03-23 06:30:00
"35-44";560;2020-03-23 06:30:00
"45-54";797;2020-03-23 06:30:00
"55-64";579;2020-03-23 06:30:00
">64";630;2020-03-23 06:30:00
"<5";7;2020-03-23 06:45:00
"5-14";60;2020-03-23 06:45:00
"15-24";353;2020-03-23 06:45:00
"25-34";598;2020-03-23 06:45:00
"35-44";560;2020-03-23 06:45:00
"45-54";797;2020-03-23 06:45:00
"55-64";579;2020-03-23 06:45:00
">64";630;2020-03-23 06:45:00
"<5";7;2020-03-23 07:00:00
"5-14";60;2020-03-23 07:00:00
"15-24";353;2020-03-23 07:00:00
"25-34";598;2020-03-23 07:00:00
"35-44";560;2020-03-23 07:00:00
"45-54";798;2020-03-23 07:00:00
"55-64";579;2020-03-23 07:00:00
">64";631;2020-03-23 07:00:00
"<5";7;2020-03-23 07:15:00
"5-14";60;2020-03-23 07:15:00
"15-24";353;2020-03-23 07:15:00
"25-34";598;2020-03-23 07:15:00
"35-44";562;2020-03-23 07:15:00
"45-54";800;2020-03-23 07:15:00
"55-64";580;2020-03-23 07:15:00
">64";631;2020-03-23 07:15:00
"<5";8;2020-03-23 07:30:00
"5-14";61;2020-03-23 07:30:00
"15-24";355;2020-03-23 07:30:00
"25-34";598;2020-03-23 07:30:00
"35-44";564;2020-03-23 07:30:00
"45-54";802;2020-03-23 07:30:00
"55-64";580;2020-03-23 07:30:00
">64";634;2020-03-23 07:30:00
"<5";8;2020-03-23 07:45:00
"5-14";61;2020-03-23 07:45:00
"15-24";355;2020-03-23 07:45:00
"25-34";598;2020-03-23 07:45:00
"35-44";564;2020-03-23 07:45:00
"45-54";802;2020-03-23 07:45:00
"55-64";580;2020-03-23 07:45:00
">64";635;2020-03-23 07:45:00
"<5";8;2020-03-23 08:00:00
"5-14";62;2020-03-23 08:00:00
"15-24";355;2020-03-23 08:00:00
"25-34";598;2020-03-23 08:00:00
"35-44";565;2020-03-23 08:00:00
"45-54";803;2020-03-23 08:00:00
"55-64";582;2020-03-23 08:00:00
">64";638;2020-03-23 08:00:00
"<5";8;2020-03-23 08:15:00
"5-14";63;2020-03-23 08:15:00
"15-24";355;2020-03-23 08:15:00
"25-34";599;2020-03-23 08:15:00
"35-44";566;2020-03-23 08:15:00
"45-54";803;2020-03-23 08:15:00
"55-64";584;2020-03-23 08:15:00
">64";641;2020-03-23 08:15:00
"<5";8;2020-03-23 08:30:00
"5-14";63;2020-03-23 08:30:00
"15-24";355;2020-03-23 08:30:00
"25-34";600;2020-03-23 08:30:00
"35-44";567;2020-03-23 08:30:00
"45-54";803;2020-03-23 08:30:00
"55-64";585;2020-03-23 08:30:00
">64";646;2020-03-23 08:30:00
"<5";8;2020-03-23 08:45:00
"5-14";63;2020-03-23 08:45:00
"15-24";355;2020-03-23 08:45:00
"25-34";600;2020-03-23 08:45:00
"35-44";568;2020-03-23 08:45:00
"45-54";803;2020-03-23 08:45:00
"55-64";587;2020-03-23 08:45:00
">64";646;2020-03-23 08:45:00
"<5";8;2020-03-23 09:00:00
"5-14";63;2020-03-23 09:00:00
"15-24";355;2020-03-23 09:00:00
"25-34";600;2020-03-23 09:00:00
"35-44";568;2020-03-23 09:00:00
"45-54";803;2020-03-23 09:00:00
"55-64";587;2020-03-23 09:00:00
">64";647;2020-03-23 09:00:00
"<5";8;2020-03-23 09:15:00
"5-14";63;2020-03-23 09:15:00
"15-24";355;2020-03-23 09:15:00
"25-34";600;2020-03-23 09:15:00
"35-44";568;2020-03-23 09:15:00
"45-54";803;2020-03-23 09:15:00
"55-64";587;2020-03-23 09:15:00
">64";647;2020-03-23 09:15:00
"<5";8;2020-03-23 09:30:00
"5-14";63;2020-03-23 09:30:00
"15-24";355;2020-03-23 09:30:00
"25-34";602;2020-03-23 09:30:00
"35-44";569;2020-03-23 09:30:00
"45-54";804;2020-03-23 09:30:00
"55-64";588;2020-03-23 09:30:00
">64";648;2020-03-23 09:30:00
"<5";8;2020-03-23 09:45:00
"5-14";64;2020-03-23 09:45:00
"15-24";355;2020-03-23 09:45:00
"25-34";605;2020-03-23 09:45:00
"35-44";570;2020-03-23 09:45:00
"45-54";805;2020-03-23 09:45:00
"55-64";588;2020-03-23 09:45:00
">64";649;2020-03-23 09:45:00
"<5";8;2020-03-23 10:00:00
"5-14";64;2020-03-23 10:00:00
"15-24";355;2020-03-23 10:00:00
"25-34";605;2020-03-23 10:00:00
"35-44";570;2020-03-23 10:00:00
"45-54";804;2020-03-23 10:00:00
"55-64";588;2020-03-23 10:00:00
">64";649;2020-03-23 10:00:00
"<5";8;2020-03-23 10:15:00
"5-14";64;2020-03-23 10:15:00
"15-24";355;2020-03-23 10:15:00
"25-34";605;2020-03-23 10:15:00
"35-44";570;2020-03-23 10:15:00
"45-54";807;2020-03-23 10:15:00
"55-64";588;2020-03-23 10:15:00
">64";649;2020-03-23 10:15:00
"<5";8;2020-03-23 10:30:00
"5-14";65;2020-03-23 10:30:00
"15-24";355;2020-03-23 10:30:00
"25-34";607;2020-03-23 10:30:00
"35-44";574;2020-03-23 10:30:00
"45-54";810;2020-03-23 10:30:00
"55-64";595;2020-03-23 10:30:00
">64";649;2020-03-23 10:30:00
"<5";8;2020-03-23 10:45:00
"5-14";66;2020-03-23 10:45:00
"15-24";356;2020-03-23 10:45:00
"25-34";608;2020-03-23 10:45:00
"35-44";574;2020-03-23 10:45:00
"45-54";812;2020-03-23 10:45:00
"55-64";596;2020-03-23 10:45:00
">64";649;2020-03-23 10:45:00
"<5";8;2020-03-23 11:00:00
"5-14";66;2020-03-23 11:00:00
"15-24";358;2020-03-23 11:00:00
"25-34";610;2020-03-23 11:00:00
"35-44";577;2020-03-23 11:00:00
"45-54";812;2020-03-23 11:00:00
"55-64";598;2020-03-23 11:00:00
">64";650;2020-03-23 11:00:00
"<5";8;2020-03-23 11:15:00
"5-14";66;2020-03-23 11:15:00
"15-24";359;2020-03-23 11:15:00
"25-34";613;2020-03-23 11:15:00
"35-44";583;2020-03-23 11:15:00
"45-54";814;2020-03-23 11:15:00
"55-64";602;2020-03-23 11:15:00
">64";650;2020-03-23 11:15:00
"<5";8;2020-03-23 11:30:00
"5-14";66;2020-03-23 11:30:00
"15-24";359;2020-03-23 11:30:00
"25-34";614;2020-03-23 11:30:00
"35-44";583;2020-03-23 11:30:00
"45-54";814;2020-03-23 11:30:00
"55-64";603;2020-03-23 11:30:00
">64";651;2020-03-23 11:30:00
"<5";8;2020-03-23 11:45:00
"5-14";66;2020-03-23 11:45:00
"15-24";359;2020-03-23 11:45:00
"25-34";622;2020-03-23 11:45:00
"35-44";586;2020-03-23 11:45:00
"45-54";822;2020-03-23 11:45:00
"55-64";606;2020-03-23 11:45:00
">64";654;2020-03-23 11:45:00
"<5";9;2020-03-23 12:00:00
"5-14";68;2020-03-23 12:00:00
"15-24";365;2020-03-23 12:00:00
"25-34";629;2020-03-23 12:00:00
"35-44";587;2020-03-23 12:00:00
"45-54";830;2020-03-23 12:00:00
"55-64";616;2020-03-23 12:00:00
">64";655;2020-03-23 12:00:00
"<5";9;2020-03-23 12:15:00
"5-14";68;2020-03-23 12:15:00
"15-24";368;2020-03-23 12:15:00
"25-34";630;2020-03-23 12:15:00
"35-44";589;2020-03-23 12:15:00
"45-54";834;2020-03-23 12:15:00
"55-64";617;2020-03-23 12:15:00
">64";658;2020-03-23 12:15:00
"<5";9;2020-03-23 12:30:00
"5-14";68;2020-03-23 12:30:00
"15-24";368;2020-03-23 12:30:00
"25-34";630;2020-03-23 12:30:00
"35-44";591;2020-03-23 12:30:00
"45-54";837;2020-03-23 12:30:00
"55-64";621;2020-03-23 12:30:00
">64";660;2020-03-23 12:30:00
"<5";9;2020-03-23 12:45:00
"5-14";68;2020-03-23 12:45:00
"15-24";369;2020-03-23 12:45:00
"25-34";634;2020-03-23 12:45:00
"35-44";595;2020-03-23 12:45:00
"45-54";843;2020-03-23 12:45:00
"55-64";626;2020-03-23 12:45:00
">64";662;2020-03-23 12:45:00
"<5";9;2020-03-23 13:00:00
"5-14";68;2020-03-23 13:00:00
"15-24";371;2020-03-23 13:00:00
"25-34";637;2020-03-23 13:00:00
"35-44";598;2020-03-23 13:00:00
"45-54";846;2020-03-23 13:00:00
"55-64";628;2020-03-23 13:00:00
">64";671;2020-03-23 13:00:00
"<5";9;2020-03-23 13:15:00
"5-14";68;2020-03-23 13:15:00
"15-24";372;2020-03-23 13:15:00
"25-34";639;2020-03-23 13:15:00
"35-44";599;2020-03-23 13:15:00
"45-54";848;2020-03-23 13:15:00
"55-64";632;2020-03-23 13:15:00
">64";671;2020-03-23 13:15:00
"<5";9;2020-03-23 13:30:00
"5-14";68;2020-03-23 13:30:00
"15-24";374;2020-03-23 13:30:00
"25-34";640;2020-03-23 13:30:00
"35-44";600;2020-03-23 13:30:00
"45-54";852;2020-03-23 13:30:00
"55-64";633;2020-03-23 13:30:00
">64";672;2020-03-23 13:30:00
"<5";9;2020-03-23 13:45:00
"5-14";67;2020-03-23 13:45:00
"15-24";376;2020-03-23 13:45:00
"25-34";641;2020-03-23 13:45:00
"35-44";605;2020-03-23 13:45:00
"45-54";856;2020-03-23 13:45:00
"55-64";636;2020-03-23 13:45:00
">64";675;2020-03-23 13:45:00
"<5";9;2020-03-23 14:00:00
"5-14";67;2020-03-23 14:00:00
"15-24";377;2020-03-23 14:00:00
"25-34";646;2020-03-23 14:00:00
"35-44";607;2020-03-23 14:00:00
"45-54";860;2020-03-23 14:00:00
"55-64";645;2020-03-23 14:00:00
">64";681;2020-03-23 14:00:00
"<5";9;2020-03-23 14:15:00
"5-14";68;2020-03-23 14:15:00
"15-24";379;2020-03-23 14:15:00
"25-34";650;2020-03-23 14:15:00
"35-44";610;2020-03-23 14:15:00
"45-54";871;2020-03-23 14:15:00
"55-64";649;2020-03-23 14:15:00
">64";687;2020-03-23 14:15:00
"<5";9;2020-03-23 14:30:00
"5-14";68;2020-03-23 14:30:00
"15-24";379;2020-03-23 14:30:00
"25-34";650;2020-03-23 14:30:00
"35-44";610;2020-03-23 14:30:00
"45-54";870;2020-03-23 14:30:00
"55-64";649;2020-03-23 14:30:00
">64";689;2020-03-23 14:30:00
"<5";9;2020-03-23 14:45:00
"5-14";68;2020-03-23 14:45:00
"15-24";380;2020-03-23 14:45:00
"25-34";651;2020-03-23 14:45:00
"35-44";610;2020-03-23 14:45:00
"45-54";870;2020-03-23 14:45:00
"55-64";649;2020-03-23 14:45:00
">64";690;2020-03-23 14:45:00
"<5";9;2020-03-23 15:00:00
"5-14";68;2020-03-23 15:00:00
"15-24";382;2020-03-23 15:00:00
"25-34";654;2020-03-23 15:00:00
"35-44";610;2020-03-23 15:00:00
"45-54";873;2020-03-23 15:00:00
"55-64";651;2020-03-23 15:00:00
">64";696;2020-03-23 15:00:00
"<5";9;2020-03-23 15:15:00
"5-14";68;2020-03-23 15:15:00
"15-24";385;2020-03-23 15:15:00
"25-34";662;2020-03-23 15:15:00
"35-44";613;2020-03-23 15:15:00
"45-54";878;2020-03-23 15:15:00
"55-64";654;2020-03-23 15:15:00
">64";698;2020-03-23 15:15:00
"<5";9;2020-03-23 15:30:00
"5-14";69;2020-03-23 15:30:00
"15-24";385;2020-03-23 15:30:00
"25-34";663;2020-03-23 15:30:00
"35-44";615;2020-03-23 15:30:00
"45-54";878;2020-03-23 15:30:00
"55-64";656;2020-03-23 15:30:00
">64";702;2020-03-23 15:30:00
"<5";10;2020-03-23 15:45:00
"5-14";69;2020-03-23 15:45:00
"15-24";386;2020-03-23 15:45:00
"25-34";664;2020-03-23 15:45:00
"35-44";617;2020-03-23 15:45:00
