"bundesland";"freq";"date"
"Ktn";106;2020-03-22 14:45:00
"NÖ";450;2020-03-22 14:45:00
"OÖ";629;2020-03-22 14:45:00
"Sbg";271;2020-03-22 14:45:00
"Stmk";423;2020-03-22 14:45:00
"T";644;2020-03-22 14:45:00
"Vbg";263;2020-03-22 14:45:00
"W";403;2020-03-22 14:45:00
"Bgld";63;2020-03-22 15:00:00
"Ktn";108;2020-03-22 15:00:00
"NÖ";460;2020-03-22 15:00:00
"OÖ";629;2020-03-22 15:00:00
"Sbg";271;2020-03-22 15:00:00
"Stmk";428;2020-03-22 15:00:00
"T";644;2020-03-22 15:00:00
"Vbg";263;2020-03-22 15:00:00
"W";403;2020-03-22 15:00:00
"Bgld";63;2020-03-22 15:15:00
"Ktn";108;2020-03-22 15:15:00
"NÖ";467;2020-03-22 15:15:00
"OÖ";629;2020-03-22 15:15:00
"Sbg";271;2020-03-22 15:15:00
"Stmk";433;2020-03-22 15:15:00
"T";644;2020-03-22 15:15:00
"Vbg";263;2020-03-22 15:15:00
"W";404;2020-03-22 15:15:00
"Bgld";63;2020-03-22 15:30:00
"Ktn";110;2020-03-22 15:30:00
"NÖ";467;2020-03-22 15:30:00
"OÖ";629;2020-03-22 15:30:00
"Sbg";271;2020-03-22 15:30:00
"Stmk";433;2020-03-22 15:30:00
"T";644;2020-03-22 15:30:00
"Vbg";263;2020-03-22 15:30:00
"W";405;2020-03-22 15:30:00
"Bgld";63;2020-03-22 15:45:00
"Ktn";110;2020-03-22 15:45:00
"NÖ";467;2020-03-22 15:45:00
"OÖ";629;2020-03-22 15:45:00
"Sbg";271;2020-03-22 15:45:00
"Stmk";433;2020-03-22 15:45:00
"T";644;2020-03-22 15:45:00
"Vbg";263;2020-03-22 15:45:00
"W";408;2020-03-22 15:45:00
"Bgld";64;2020-03-22 16:00:00
"Ktn";110;2020-03-22 16:00:00
"NÖ";467;2020-03-22 16:00:00
"OÖ";629;2020-03-22 16:00:00
"Sbg";271;2020-03-22 16:00:00
"Stmk";442;2020-03-22 16:00:00
"T";644;2020-03-22 16:00:00
"Vbg";263;2020-03-22 16:00:00
"W";412;2020-03-22 16:00:00
"Bgld";64;2020-03-22 16:15:00
"Ktn";110;2020-03-22 16:15:00
"NÖ";467;2020-03-22 16:15:00
"OÖ";629;2020-03-22 16:15:00
"Sbg";308;2020-03-22 16:15:00
"Stmk";442;2020-03-22 16:15:00
"T";644;2020-03-22 16:15:00
"Vbg";272;2020-03-22 16:15:00
"W";424;2020-03-22 16:15:00
"Bgld";64;2020-03-22 16:30:00
"Ktn";110;2020-03-22 16:30:00
"NÖ";468;2020-03-22 16:30:00
"OÖ";636;2020-03-22 16:30:00
"Sbg";308;2020-03-22 16:30:00
"Stmk";442;2020-03-22 16:30:00
"T";644;2020-03-22 16:30:00
"Vbg";272;2020-03-22 16:30:00
"W";429;2020-03-22 16:30:00
"Bgld";64;2020-03-22 16:45:00
"Ktn";110;2020-03-22 16:45:00
"NÖ";469;2020-03-22 16:45:00
"OÖ";637;2020-03-22 16:45:00
"Sbg";308;2020-03-22 16:45:00
"Stmk";442;2020-03-22 16:45:00
"T";644;2020-03-22 16:45:00
"Vbg";272;2020-03-22 16:45:00
"W";429;2020-03-22 16:45:00
"Bgld";64;2020-03-22 17:00:00
"Ktn";110;2020-03-22 17:00:00
"NÖ";470;2020-03-22 17:00:00
"OÖ";637;2020-03-22 17:00:00
"Sbg";308;2020-03-22 17:00:00
"Stmk";442;2020-03-22 17:00:00
"T";644;2020-03-22 17:00:00
"Vbg";272;2020-03-22 17:00:00
"W";429;2020-03-22 17:00:00
"Bgld";64;2020-03-22 17:15:00
"Ktn";110;2020-03-22 17:15:00
"NÖ";470;2020-03-22 17:15:00
"OÖ";640;2020-03-22 17:15:00
"Sbg";308;2020-03-22 17:15:00
"Stmk";446;2020-03-22 17:15:00
"T";647;2020-03-22 17:15:00
"Vbg";280;2020-03-22 17:15:00
"W";429;2020-03-22 17:15:00
"Bgld";64;2020-03-22 17:30:00
"Ktn";110;2020-03-22 17:30:00
"NÖ";470;2020-03-22 17:30:00
"OÖ";641;2020-03-22 17:30:00
"Sbg";308;2020-03-22 17:30:00
"Stmk";446;2020-03-22 17:30:00
"T";651;2020-03-22 17:30:00
"Vbg";280;2020-03-22 17:30:00
"W";429;2020-03-22 17:30:00
"Bgld";64;2020-03-22 17:45:00
"Ktn";110;2020-03-22 17:45:00
"NÖ";470;2020-03-22 17:45:00
"OÖ";641;2020-03-22 17:45:00
"Sbg";308;2020-03-22 17:45:00
"Stmk";446;2020-03-22 17:45:00
"T";659;2020-03-22 17:45:00
"Vbg";280;2020-03-22 17:45:00
"W";429;2020-03-22 17:45:00
"Bgld";64;2020-03-22 18:00:00
"Ktn";110;2020-03-22 18:00:00
"NÖ";470;2020-03-22 18:00:00
"OÖ";643;2020-03-22 18:00:00
"Sbg";308;2020-03-22 18:00:00
"Stmk";446;2020-03-22 18:00:00
"T";665;2020-03-22 18:00:00
"Vbg";280;2020-03-22 18:00:00
"W";429;2020-03-22 18:00:00
"Bgld";64;2020-03-22 18:15:00
"Ktn";110;2020-03-22 18:15:00
"NÖ";470;2020-03-22 18:15:00
"OÖ";651;2020-03-22 18:15:00
"Sbg";320;2020-03-22 18:15:00
"Stmk";446;2020-03-22 18:15:00
"T";665;2020-03-22 18:15:00
"Vbg";280;2020-03-22 18:15:00
"W";429;2020-03-22 18:15:00
"Bgld";64;2020-03-22 18:30:00
"Ktn";110;2020-03-22 18:30:00
"NÖ";470;2020-03-22 18:30:00
"OÖ";651;2020-03-22 18:30:00
"Sbg";320;2020-03-22 18:30:00
"Stmk";446;2020-03-22 18:30:00
"T";665;2020-03-22 18:30:00
"Vbg";280;2020-03-22 18:30:00
"W";429;2020-03-22 18:30:00
"Bgld";64;2020-03-22 18:45:00
"Ktn";110;2020-03-22 18:45:00
"NÖ";470;2020-03-22 18:45:00
"OÖ";652;2020-03-22 18:45:00
"Sbg";320;2020-03-22 18:45:00
"Stmk";446;2020-03-22 18:45:00
"T";665;2020-03-22 18:45:00
"Vbg";293;2020-03-22 18:45:00
"W";429;2020-03-22 18:45:00
"Bgld";64;2020-03-22 19:00:00
"Ktn";110;2020-03-22 19:00:00
"NÖ";470;2020-03-22 19:00:00
"OÖ";652;2020-03-22 19:00:00
"Sbg";320;2020-03-22 19:00:00
"Stmk";446;2020-03-22 19:00:00
"T";665;2020-03-22 19:00:00
"Vbg";294;2020-03-22 19:00:00
"W";429;2020-03-22 19:00:00
"Bgld";64;2020-03-22 19:15:00
"Ktn";110;2020-03-22 19:15:00
"NÖ";471;2020-03-22 19:15:00
"OÖ";656;2020-03-22 19:15:00
"Sbg";320;2020-03-22 19:15:00
"Stmk";446;2020-03-22 19:15:00
"T";666;2020-03-22 19:15:00
"Vbg";294;2020-03-22 19:15:00
"W";429;2020-03-22 19:15:00
"Bgld";64;2020-03-22 19:30:00
"Ktn";110;2020-03-22 19:30:00
"NÖ";482;2020-03-22 19:30:00
"OÖ";658;2020-03-22 19:30:00
"Sbg";320;2020-03-22 19:30:00
"Stmk";446;2020-03-22 19:30:00
"T";667;2020-03-22 19:30:00
"Vbg";294;2020-03-22 19:30:00
"W";431;2020-03-22 19:30:00
"Bgld";64;2020-03-22 19:45:00
"Ktn";110;2020-03-22 19:45:00
"NÖ";493;2020-03-22 19:45:00
"OÖ";660;2020-03-22 19:45:00
"Sbg";320;2020-03-22 19:45:00
"Stmk";446;2020-03-22 19:45:00
"T";667;2020-03-22 19:45:00
"Vbg";294;2020-03-22 19:45:00
"W";443;2020-03-22 19:45:00
"Bgld";64;2020-03-22 20:00:00
"Ktn";110;2020-03-22 20:00:00
"NÖ";507;2020-03-22 20:00:00
"OÖ";667;2020-03-22 20:00:00
"Sbg";320;2020-03-22 20:00:00
"Stmk";446;2020-03-22 20:00:00
"T";667;2020-03-22 20:00:00
"Vbg";294;2020-03-22 20:00:00
"W";443;2020-03-22 20:00:00
"Bgld";64;2020-03-22 20:15:00
"Ktn";110;2020-03-22 20:15:00
"NÖ";511;2020-03-22 20:15:00
"OÖ";673;2020-03-22 20:15:00
"Sbg";345;2020-03-22 20:15:00
"Stmk";446;2020-03-22 20:15:00
"T";672;2020-03-22 20:15:00
"Vbg";294;2020-03-22 20:15:00
"W";443;2020-03-22 20:15:00
"Bgld";64;2020-03-22 20:30:00
"Ktn";110;2020-03-22 20:30:00
"NÖ";511;2020-03-22 20:30:00
"OÖ";673;2020-03-22 20:30:00
"Sbg";345;2020-03-22 20:30:00
"Stmk";446;2020-03-22 20:30:00
"T";672;2020-03-22 20:30:00
"Vbg";294;2020-03-22 20:30:00
"W";443;2020-03-22 20:30:00
"Bgld";64;2020-03-22 20:45:00
"Ktn";110;2020-03-22 20:45:00
"NÖ";511;2020-03-22 20:45:00
"OÖ";674;2020-03-22 20:45:00
"Sbg";345;2020-03-22 20:45:00
"Stmk";446;2020-03-22 20:45:00
"T";672;2020-03-22 20:45:00
"Vbg";294;2020-03-22 20:45:00
"W";443;2020-03-22 20:45:00
"Bgld";64;2020-03-22 21:00:00
"Ktn";110;2020-03-22 21:00:00
"NÖ";511;2020-03-22 21:00:00
"OÖ";675;2020-03-22 21:00:00
"Sbg";345;2020-03-22 21:00:00
"Stmk";446;2020-03-22 21:00:00
"T";673;2020-03-22 21:00:00
"Vbg";294;2020-03-22 21:00:00
"W";443;2020-03-22 21:00:00
"Bgld";64;2020-03-22 21:15:00
"Ktn";110;2020-03-22 21:15:00
"NÖ";511;2020-03-22 21:15:00
"OÖ";675;2020-03-22 21:15:00
"Sbg";345;2020-03-22 21:15:00
"Stmk";446;2020-03-22 21:15:00
"T";676;2020-03-22 21:15:00
"Vbg";294;2020-03-22 21:15:00
"W";443;2020-03-22 21:15:00
"Bgld";64;2020-03-22 21:30:00
"Ktn";110;2020-03-22 21:30:00
"NÖ";511;2020-03-22 21:30:00
"OÖ";678;2020-03-22 21:30:00
"Sbg";345;2020-03-22 21:30:00
"Stmk";446;2020-03-22 21:30:00
"T";676;2020-03-22 21:30:00
"Vbg";294;2020-03-22 21:30:00
"W";443;2020-03-22 21:30:00
"Bgld";64;2020-03-22 21:45:00
"Ktn";110;2020-03-22 21:45:00
"NÖ";511;2020-03-22 21:45:00
"OÖ";681;2020-03-22 21:45:00
"Sbg";345;2020-03-22 21:45:00
"Stmk";446;2020-03-22 21:45:00
"T";676;2020-03-22 21:45:00
"Vbg";294;2020-03-22 21:45:00
"W";443;2020-03-22 21:45:00
"Bgld";64;2020-03-22 22:00:00
"Ktn";110;2020-03-22 22:00:00
"NÖ";511;2020-03-22 22:00:00
"OÖ";681;2020-03-22 22:00:00
"Sbg";345;2020-03-22 22:00:00
"Stmk";446;2020-03-22 22:00:00
"T";676;2020-03-22 22:00:00
"Vbg";294;2020-03-22 22:00:00
"W";443;2020-03-22 22:00:00
"Bgld";64;2020-03-22 22:15:00
"Ktn";111;2020-03-22 22:15:00
"NÖ";511;2020-03-22 22:15:00
"OÖ";681;2020-03-22 22:15:00
"Sbg";354;2020-03-22 22:15:00
"Stmk";446;2020-03-22 22:15:00
"T";676;2020-03-22 22:15:00
"Vbg";294;2020-03-22 22:15:00
"W";443;2020-03-22 22:15:00
"Bgld";64;2020-03-22 22:30:00
"Ktn";113;2020-03-22 22:30:00
"NÖ";511;2020-03-22 22:30:00
"OÖ";681;2020-03-22 22:30:00
"Sbg";354;2020-03-22 22:30:00
"Stmk";446;2020-03-22 22:30:00
"T";676;2020-03-22 22:30:00
"Vbg";294;2020-03-22 22:30:00
"W";443;2020-03-22 22:30:00
"Bgld";64;2020-03-22 22:45:00
"Ktn";113;2020-03-22 22:45:00
"NÖ";511;2020-03-22 22:45:00
"OÖ";681;2020-03-22 22:45:00
"Sbg";354;2020-03-22 22:45:00
"Stmk";446;2020-03-22 22:45:00
"T";676;2020-03-22 22:45:00
"Vbg";294;2020-03-22 22:45:00
"W";443;2020-03-22 22:45:00
"Bgld";64;2020-03-22 23:00:00
"Ktn";113;2020-03-22 23:00:00
"NÖ";511;2020-03-22 23:00:00
"OÖ";681;2020-03-22 23:00:00
"Sbg";354;2020-03-22 23:00:00
"Stmk";446;2020-03-22 23:00:00
"T";676;2020-03-22 23:00:00
"Vbg";294;2020-03-22 23:00:00
"W";443;2020-03-22 23:00:00
"Bgld";64;2020-03-22 23:15:00
"Ktn";113;2020-03-22 23:15:00
"NÖ";511;2020-03-22 23:15:00
"OÖ";681;2020-03-22 23:15:00
"Sbg";354;2020-03-22 23:15:00
"Stmk";446;2020-03-22 23:15:00
"T";676;2020-03-22 23:15:00
"Vbg";294;2020-03-22 23:15:00
"W";443;2020-03-22 23:15:00
"Bgld";64;2020-03-22 23:30:00
"Ktn";113;2020-03-22 23:30:00
"NÖ";511;2020-03-22 23:30:00
"OÖ";681;2020-03-22 23:30:00
"Sbg";354;2020-03-22 23:30:00
"Stmk";446;2020-03-22 23:30:00
"T";676;2020-03-22 23:30:00
"Vbg";294;2020-03-22 23:30:00
"W";443;2020-03-22 23:30:00
"Bgld";64;2020-03-22 23:45:00
"Ktn";113;2020-03-22 23:45:00
"NÖ";511;2020-03-22 23:45:00
"OÖ";681;2020-03-22 23:45:00
"Sbg";354;2020-03-22 23:45:00
"Stmk";446;2020-03-22 23:45:00
"T";676;2020-03-22 23:45:00
"Vbg";294;2020-03-22 23:45:00
"W";443;2020-03-22 23:45:00
"Bgld";64;2020-03-23 00:00:00
"Ktn";113;2020-03-23 00:00:00
"NÖ";511;2020-03-23 00:00:00
"OÖ";681;2020-03-23 00:00:00
"Sbg";354;2020-03-23 00:00:00
"Stmk";446;2020-03-23 00:00:00
"T";676;2020-03-23 00:00:00
"Vbg";294;2020-03-23 00:00:00
"W";443;2020-03-23 00:00:00
"Bgld";64;2020-03-23 00:15:00
"Ktn";113;2020-03-23 00:15:00
"NÖ";511;2020-03-23 00:15:00
"OÖ";681;2020-03-23 00:15:00
"Sbg";354;2020-03-23 00:15:00
"Stmk";446;2020-03-23 00:15:00
"T";676;2020-03-23 00:15:00
"Vbg";294;2020-03-23 00:15:00
"W";443;2020-03-23 00:15:00
"Bgld";64;2020-03-23 00:30:00
"Ktn";113;2020-03-23 00:30:00
"NÖ";511;2020-03-23 00:30:00
"OÖ";681;2020-03-23 00:30:00
"Sbg";354;2020-03-23 00:30:00
"Stmk";446;2020-03-23 00:30:00
"T";676;2020-03-23 00:30:00
"Vbg";294;2020-03-23 00:30:00
"W";443;2020-03-23 00:30:00
"Bgld";64;2020-03-23 00:45:00
"Ktn";113;2020-03-23 00:45:00
"NÖ";511;2020-03-23 00:45:00
"OÖ";681;2020-03-23 00:45:00
"Sbg";354;2020-03-23 00:45:00
"Stmk";446;2020-03-23 00:45:00
"T";676;2020-03-23 00:45:00
"Vbg";294;2020-03-23 00:45:00
"W";443;2020-03-23 00:45:00
"Bgld";64;2020-03-23 01:00:00
"Ktn";113;2020-03-23 01:00:00
"NÖ";511;2020-03-23 01:00:00
"OÖ";681;2020-03-23 01:00:00
"Sbg";354;2020-03-23 01:00:00
"Stmk";446;2020-03-23 01:00:00
"T";676;2020-03-23 01:00:00
"Vbg";294;2020-03-23 01:00:00
"W";443;2020-03-23 01:00:00
"Bgld";64;2020-03-23 01:15:00
"Ktn";113;2020-03-23 01:15:00
"NÖ";511;2020-03-23 01:15:00
"OÖ";681;2020-03-23 01:15:00
"Sbg";354;2020-03-23 01:15:00
"Stmk";446;2020-03-23 01:15:00
"T";676;2020-03-23 01:15:00
"Vbg";294;2020-03-23 01:15:00
"W";443;2020-03-23 01:15:00
"Bgld";64;2020-03-23 01:30:00
"Ktn";113;2020-03-23 01:30:00
"NÖ";511;2020-03-23 01:30:00
"OÖ";681;2020-03-23 01:30:00
"Sbg";354;2020-03-23 01:30:00
"Stmk";446;2020-03-23 01:30:00
"T";676;2020-03-23 01:30:00
"Vbg";294;2020-03-23 01:30:00
"W";443;2020-03-23 01:30:00
"Bgld";64;2020-03-23 01:45:00
"Ktn";113;2020-03-23 01:45:00
"NÖ";511;2020-03-23 01:45:00
"OÖ";681;2020-03-23 01:45:00
"Sbg";354;2020-03-23 01:45:00
"Stmk";446;2020-03-23 01:45:00
"T";676;2020-03-23 01:45:00
"Vbg";294;2020-03-23 01:45:00
"W";443;2020-03-23 01:45:00
"Bgld";64;2020-03-23 02:00:00
"Ktn";113;2020-03-23 02:00:00
"NÖ";511;2020-03-23 02:00:00
"OÖ";681;2020-03-23 02:00:00
"Sbg";354;2020-03-23 02:00:00
"Stmk";446;2020-03-23 02:00:00
"T";676;2020-03-23 02:00:00
"Vbg";294;2020-03-23 02:00:00
"W";443;2020-03-23 02:00:00
"Bgld";64;2020-03-23 02:15:00
"Ktn";113;2020-03-23 02:15:00
"NÖ";511;2020-03-23 02:15:00
"OÖ";681;2020-03-23 02:15:00
"Sbg";354;2020-03-23 02:15:00
"Stmk";446;2020-03-23 02:15:00
"T";676;2020-03-23 02:15:00
"Vbg";294;2020-03-23 02:15:00
"W";443;2020-03-23 02:15:00
"Bgld";64;2020-03-23 02:30:00
"Ktn";113;2020-03-23 02:30:00
"NÖ";511;2020-03-23 02:30:00
"OÖ";681;2020-03-23 02:30:00
"Sbg";354;2020-03-23 02:30:00
"Stmk";446;2020-03-23 02:30:00
"T";676;2020-03-23 02:30:00
"Vbg";294;2020-03-23 02:30:00
"W";443;2020-03-23 02:30:00
"Bgld";64;2020-03-23 02:45:00
"Ktn";113;2020-03-23 02:45:00
"NÖ";511;2020-03-23 02:45:00
"OÖ";681;2020-03-23 02:45:00
"Sbg";354;2020-03-23 02:45:00
"Stmk";446;2020-03-23 02:45:00
"T";676;2020-03-23 02:45:00
"Vbg";294;2020-03-23 02:45:00
"W";443;2020-03-23 02:45:00
"Bgld";64;2020-03-23 03:00:00
"Ktn";113;2020-03-23 03:00:00
"NÖ";511;2020-03-23 03:00:00
"OÖ";681;2020-03-23 03:00:00
"Sbg";354;2020-03-23 03:00:00
"Stmk";446;2020-03-23 03:00:00
"T";676;2020-03-23 03:00:00
"Vbg";294;2020-03-23 03:00:00
"W";443;2020-03-23 03:00:00
"Bgld";64;2020-03-23 03:15:00
"Ktn";113;2020-03-23 03:15:00
"NÖ";511;2020-03-23 03:15:00
"OÖ";681;2020-03-23 03:15:00
"Sbg";354;2020-03-23 03:15:00
"Stmk";446;2020-03-23 03:15:00
"T";676;2020-03-23 03:15:00
"Vbg";294;2020-03-23 03:15:00
"W";444;2020-03-23 03:15:00
"Bgld";64;2020-03-23 03:30:00
"Ktn";113;2020-03-23 03:30:00
"NÖ";511;2020-03-23 03:30:00
"OÖ";681;2020-03-23 03:30:00
"Sbg";354;2020-03-23 03:30:00
"Stmk";446;2020-03-23 03:30:00
"T";676;2020-03-23 03:30:00
"Vbg";294;2020-03-23 03:30:00
"W";445;2020-03-23 03:30:00
"Bgld";64;2020-03-23 03:45:00
"Ktn";113;2020-03-23 03:45:00
"NÖ";511;2020-03-23 03:45:00
"OÖ";681;2020-03-23 03:45:00
"Sbg";354;2020-03-23 03:45:00
"Stmk";446;2020-03-23 03:45:00
"T";676;2020-03-23 03:45:00
"Vbg";294;2020-03-23 03:45:00
"W";445;2020-03-23 03:45:00
"Bgld";64;2020-03-23 04:00:00
"Ktn";113;2020-03-23 04:00:00
"NÖ";511;2020-03-23 04:00:00
"OÖ";681;2020-03-23 04:00:00
"Sbg";354;2020-03-23 04:00:00
"Stmk";446;2020-03-23 04:00:00
"T";676;2020-03-23 04:00:00
"Vbg";294;2020-03-23 04:00:00
"W";445;2020-03-23 04:00:00
"Bgld";64;2020-03-23 04:15:00
"Ktn";113;2020-03-23 04:15:00
"NÖ";511;2020-03-23 04:15:00
"OÖ";681;2020-03-23 04:15:00
"Sbg";354;2020-03-23 04:15:00
"Stmk";446;2020-03-23 04:15:00
"T";676;2020-03-23 04:15:00
"Vbg";294;2020-03-23 04:15:00
"W";445;2020-03-23 04:15:00
"Bgld";64;2020-03-23 04:30:00
"Ktn";113;2020-03-23 04:30:00
"NÖ";511;2020-03-23 04:30:00
"OÖ";681;2020-03-23 04:30:00
"Sbg";354;2020-03-23 04:30:00
"Stmk";446;2020-03-23 04:30:00
"T";676;2020-03-23 04:30:00
"Vbg";294;2020-03-23 04:30:00
"W";445;2020-03-23 04:30:00
"Bgld";64;2020-03-23 04:45:00
"Ktn";113;2020-03-23 04:45:00
"NÖ";511;2020-03-23 04:45:00
"OÖ";681;2020-03-23 04:45:00
"Sbg";354;2020-03-23 04:45:00
"Stmk";446;2020-03-23 04:45:00
"T";676;2020-03-23 04:45:00
"Vbg";294;2020-03-23 04:45:00
"W";445;2020-03-23 04:45:00
"Bgld";64;2020-03-23 05:00:00
"Ktn";113;2020-03-23 05:00:00
"NÖ";511;2020-03-23 05:00:00
"OÖ";681;2020-03-23 05:00:00
"Sbg";354;2020-03-23 05:00:00
"Stmk";446;2020-03-23 05:00:00
"T";676;2020-03-23 05:00:00
"Vbg";294;2020-03-23 05:00:00
"W";445;2020-03-23 05:00:00
"Bgld";64;2020-03-23 05:15:00
"Ktn";113;2020-03-23 05:15:00
"NÖ";511;2020-03-23 05:15:00
"OÖ";681;2020-03-23 05:15:00
"Sbg";354;2020-03-23 05:15:00
"Stmk";446;2020-03-23 05:15:00
"T";676;2020-03-23 05:15:00
"Vbg";294;2020-03-23 05:15:00
"W";445;2020-03-23 05:15:00
"Bgld";64;2020-03-23 05:30:00
"Ktn";113;2020-03-23 05:30:00
"NÖ";511;2020-03-23 05:30:00
"OÖ";681;2020-03-23 05:30:00
"Sbg";354;2020-03-23 05:30:00
"Stmk";446;2020-03-23 05:30:00
"T";676;2020-03-23 05:30:00
"Vbg";294;2020-03-23 05:30:00
"W";445;2020-03-23 05:30:00
"Bgld";64;2020-03-23 05:45:00
"Ktn";113;2020-03-23 05:45:00
"NÖ";511;2020-03-23 05:45:00
"OÖ";681;2020-03-23 05:45:00
"Sbg";354;2020-03-23 05:45:00
"Stmk";446;2020-03-23 05:45:00
"T";676;2020-03-23 05:45:00
"Vbg";294;2020-03-23 05:45:00
"W";445;2020-03-23 05:45:00
"Bgld";64;2020-03-23 06:00:00
"Ktn";113;2020-03-23 06:00:00
"NÖ";511;2020-03-23 06:00:00
"OÖ";681;2020-03-23 06:00:00
"Sbg";354;2020-03-23 06:00:00
"Stmk";446;2020-03-23 06:00:00
"T";676;2020-03-23 06:00:00
"Vbg";294;2020-03-23 06:00:00
"W";445;2020-03-23 06:00:00
"Bgld";64;2020-03-23 06:15:00
"Ktn";113;2020-03-23 06:15:00
"NÖ";511;2020-03-23 06:15:00
"OÖ";681;2020-03-23 06:15:00
"Sbg";354;2020-03-23 06:15:00
"Stmk";446;2020-03-23 06:15:00
"T";676;2020-03-23 06:15:00
"Vbg";294;2020-03-23 06:15:00
"W";445;2020-03-23 06:15:00
"Bgld";64;2020-03-23 06:30:00
"Ktn";113;2020-03-23 06:30:00
"NÖ";511;2020-03-23 06:30:00
"OÖ";681;2020-03-23 06:30:00
"Sbg";354;2020-03-23 06:30:00
"Stmk";446;2020-03-23 06:30:00
"T";676;2020-03-23 06:30:00
"Vbg";294;2020-03-23 06:30:00
"W";445;2020-03-23 06:30:00
"Bgld";64;2020-03-23 06:45:00
"Ktn";113;2020-03-23 06:45:00
"NÖ";511;2020-03-23 06:45:00
"OÖ";681;2020-03-23 06:45:00
"Sbg";354;2020-03-23 06:45:00
"Stmk";446;2020-03-23 06:45:00
"T";676;2020-03-23 06:45:00
"Vbg";294;2020-03-23 06:45:00
"W";445;2020-03-23 06:45:00
"Bgld";64;2020-03-23 07:00:00
"Ktn";113;2020-03-23 07:00:00
"NÖ";512;2020-03-23 07:00:00
"OÖ";681;2020-03-23 07:00:00
"Sbg";354;2020-03-23 07:00:00
"Stmk";446;2020-03-23 07:00:00
"T";676;2020-03-23 07:00:00
"Vbg";294;2020-03-23 07:00:00
"W";446;2020-03-23 07:00:00
"Bgld";64;2020-03-23 07:15:00
"Ktn";113;2020-03-23 07:15:00
"NÖ";512;2020-03-23 07:15:00
"OÖ";683;2020-03-23 07:15:00
"Sbg";354;2020-03-23 07:15:00
"Stmk";446;2020-03-23 07:15:00
"T";676;2020-03-23 07:15:00
"Vbg";294;2020-03-23 07:15:00
"W";449;2020-03-23 07:15:00
"Bgld";64;2020-03-23 07:30:00
"Ktn";113;2020-03-23 07:30:00
"NÖ";512;2020-03-23 07:30:00
"OÖ";693;2020-03-23 07:30:00
"Sbg";354;2020-03-23 07:30:00
"Stmk";446;2020-03-23 07:30:00
"T";676;2020-03-23 07:30:00
"Vbg";294;2020-03-23 07:30:00
"W";450;2020-03-23 07:30:00
"Bgld";64;2020-03-23 07:45:00
"Ktn";113;2020-03-23 07:45:00
"NÖ";512;2020-03-23 07:45:00
"OÖ";693;2020-03-23 07:45:00
"Sbg";354;2020-03-23 07:45:00
"Stmk";446;2020-03-23 07:45:00
"T";676;2020-03-23 07:45:00
"Vbg";294;2020-03-23 07:45:00
"W";451;2020-03-23 07:45:00
"Bgld";64;2020-03-23 08:00:00
"Ktn";113;2020-03-23 08:00:00
"NÖ";512;2020-03-23 08:00:00
"OÖ";696;2020-03-23 08:00:00
"Sbg";358;2020-03-23 08:00:00
"Stmk";447;2020-03-23 08:00:00
"T";676;2020-03-23 08:00:00
"Vbg";294;2020-03-23 08:00:00
"W";451;2020-03-23 08:00:00
"Bgld";64;2020-03-23 08:15:00
"Ktn";113;2020-03-23 08:15:00
"NÖ";515;2020-03-23 08:15:00
"OÖ";696;2020-03-23 08:15:00
"Sbg";358;2020-03-23 08:15:00
"Stmk";452;2020-03-23 08:15:00
"T";676;2020-03-23 08:15:00
"Vbg";294;2020-03-23 08:15:00
"W";451;2020-03-23 08:15:00
"Bgld";64;2020-03-23 08:30:00
"Ktn";114;2020-03-23 08:30:00
"NÖ";520;2020-03-23 08:30:00
"OÖ";696;2020-03-23 08:30:00
"Sbg";358;2020-03-23 08:30:00
"Stmk";454;2020-03-23 08:30:00
"T";676;2020-03-23 08:30:00
"Vbg";294;2020-03-23 08:30:00
"W";451;2020-03-23 08:30:00
"Bgld";64;2020-03-23 08:45:00
"Ktn";114;2020-03-23 08:45:00
"NÖ";520;2020-03-23 08:45:00
"OÖ";696;2020-03-23 08:45:00
"Sbg";358;2020-03-23 08:45:00
"Stmk";454;2020-03-23 08:45:00
"T";676;2020-03-23 08:45:00
"Vbg";297;2020-03-23 08:45:00
"W";451;2020-03-23 08:45:00
"Bgld";64;2020-03-23 09:00:00
"Ktn";115;2020-03-23 09:00:00
"NÖ";520;2020-03-23 09:00:00
"OÖ";696;2020-03-23 09:00:00
"Sbg";358;2020-03-23 09:00:00
"Stmk";454;2020-03-23 09:00:00
"T";676;2020-03-23 09:00:00
"Vbg";297;2020-03-23 09:00:00
"W";451;2020-03-23 09:00:00
"Bgld";64;2020-03-23 09:15:00
"Ktn";115;2020-03-23 09:15:00
"NÖ";520;2020-03-23 09:15:00
"OÖ";696;2020-03-23 09:15:00
"Sbg";358;2020-03-23 09:15:00
"Stmk";454;2020-03-23 09:15:00
"T";676;2020-03-23 09:15:00
"Vbg";297;2020-03-23 09:15:00
"W";451;2020-03-23 09:15:00
"Bgld";64;2020-03-23 09:30:00
"Ktn";115;2020-03-23 09:30:00
"NÖ";520;2020-03-23 09:30:00
"OÖ";696;2020-03-23 09:30:00
"Sbg";358;2020-03-23 09:30:00
"Stmk";454;2020-03-23 09:30:00
"T";676;2020-03-23 09:30:00
"Vbg";302;2020-03-23 09:30:00
"W";452;2020-03-23 09:30:00
"Bgld";64;2020-03-23 09:45:00
"Ktn";115;2020-03-23 09:45:00
"NÖ";520;2020-03-23 09:45:00
"OÖ";696;2020-03-23 09:45:00
