"nuts2","freq","date"
1,235,2020-04-08 00:00:00
2,341,2020-04-08 00:00:00
3,2079,2020-04-08 00:00:00
4,2008,2020-04-08 00:00:00
5,1119,2020-04-08 00:00:00
6,1396,2020-04-08 00:00:00
7,2857,2020-04-08 00:00:00
8,784,2020-04-08 00:00:00
9,1820,2020-04-08 00:00:00
1,235,2020-04-08 01:00:00
2,341,2020-04-08 01:00:00
3,2079,2020-04-08 01:00:00
4,2008,2020-04-08 01:00:00
5,1119,2020-04-08 01:00:00
6,1396,2020-04-08 01:00:00
7,2857,2020-04-08 01:00:00
8,784,2020-04-08 01:00:00
9,1820,2020-04-08 01:00:00
1,235,2020-04-08 02:00:00
2,341,2020-04-08 02:00:00
3,2079,2020-04-08 02:00:00
4,2008,2020-04-08 02:00:00
5,1120,2020-04-08 02:00:00
6,1396,2020-04-08 02:00:00
7,2857,2020-04-08 02:00:00
8,784,2020-04-08 02:00:00
9,1820,2020-04-08 02:00:00
1,235,2020-04-08 03:00:00
2,341,2020-04-08 03:00:00
3,2079,2020-04-08 03:00:00
4,2008,2020-04-08 03:00:00
5,1120,2020-04-08 03:00:00
6,1396,2020-04-08 03:00:00
7,2857,2020-04-08 03:00:00
8,784,2020-04-08 03:00:00
9,1820,2020-04-08 03:00:00
1,235,2020-04-08 04:00:00
2,341,2020-04-08 04:00:00
3,2079,2020-04-08 04:00:00
4,2008,2020-04-08 04:00:00
5,1120,2020-04-08 04:00:00
6,1396,2020-04-08 04:00:00
7,2857,2020-04-08 04:00:00
8,784,2020-04-08 04:00:00
9,1820,2020-04-08 04:00:00
1,235,2020-04-08 05:00:00
2,341,2020-04-08 05:00:00
3,2079,2020-04-08 05:00:00
4,2008,2020-04-08 05:00:00
5,1120,2020-04-08 05:00:00
6,1396,2020-04-08 05:00:00
7,2857,2020-04-08 05:00:00
8,784,2020-04-08 05:00:00
9,1820,2020-04-08 05:00:00
1,235,2020-04-08 06:00:00
2,341,2020-04-08 06:00:00
3,2079,2020-04-08 06:00:00
4,2008,2020-04-08 06:00:00
5,1120,2020-04-08 06:00:00
6,1396,2020-04-08 06:00:00
7,2857,2020-04-08 06:00:00
8,784,2020-04-08 06:00:00
9,1820,2020-04-08 06:00:00
1,235,2020-04-08 07:00:00
2,341,2020-04-08 07:00:00
3,2079,2020-04-08 07:00:00
4,2008,2020-04-08 07:00:00
5,1120,2020-04-08 07:00:00
6,1396,2020-04-08 07:00:00
7,2857,2020-04-08 07:00:00
8,784,2020-04-08 07:00:00
9,1820,2020-04-08 07:00:00
1,242,2020-04-08 08:00:00
2,341,2020-04-08 08:00:00
3,2103,2020-04-08 08:00:00
4,2008,2020-04-08 08:00:00
5,1120,2020-04-08 08:00:00
6,1396,2020-04-08 08:00:00
7,2857,2020-04-08 08:00:00
8,784,2020-04-08 08:00:00
9,1824,2020-04-08 08:00:00
1,242,2020-04-08 09:00:00
2,341,2020-04-08 09:00:00
3,2112,2020-04-08 09:00:00
4,2021,2020-04-08 09:00:00
5,1120,2020-04-08 09:00:00
6,1399,2020-04-08 09:00:00
7,2860,2020-04-08 09:00:00
8,788,2020-04-08 09:00:00
9,1826,2020-04-08 09:00:00
1,242,2020-04-08 10:00:00
2,341,2020-04-08 10:00:00
3,2111,2020-04-08 10:00:00
4,2021,2020-04-08 10:00:00
5,1119,2020-04-08 10:00:00
6,1399,2020-04-08 10:00:00
7,2870,2020-04-08 10:00:00
8,791,2020-04-08 10:00:00
9,1827,2020-04-08 10:00:00
1,242,2020-04-08 12:00:00
2,341,2020-04-08 12:00:00
3,2112,2020-04-08 12:00:00
4,2023,2020-04-08 12:00:00
5,1119,2020-04-08 12:00:00
6,1402,2020-04-08 12:00:00
7,2880,2020-04-08 12:00:00
8,792,2020-04-08 12:00:00
9,1827,2020-04-08 12:00:00
1,242,2020-04-08 13:00:00
2,346,2020-04-08 13:00:00
3,2113,2020-04-08 13:00:00
4,2034,2020-04-08 13:00:00
5,1119,2020-04-08 13:00:00
6,1414,2020-04-08 13:00:00
7,2891,2020-04-08 13:00:00
8,792,2020-04-08 13:00:00
9,1831,2020-04-08 13:00:00
1,242,2020-04-08 14:00:00
2,353,2020-04-08 14:00:00
3,2119,2020-04-08 14:00:00
4,2035,2020-04-08 14:00:00
5,1119,2020-04-08 14:00:00
6,1423,2020-04-08 14:00:00
7,2897,2020-04-08 14:00:00
8,792,2020-04-08 14:00:00
9,1844,2020-04-08 14:00:00
1,242,2020-04-08 15:00:00
2,353,2020-04-08 15:00:00
3,2122,2020-04-08 15:00:00
4,2037,2020-04-08 15:00:00
5,1119,2020-04-08 15:00:00
6,1423,2020-04-08 15:00:00
7,2903,2020-04-08 15:00:00
8,793,2020-04-08 15:00:00
9,1860,2020-04-08 15:00:00
1,242,2020-04-08 16:00:00
2,360,2020-04-08 16:00:00
3,2126,2020-04-08 16:00:00
4,2039,2020-04-08 16:00:00
5,1119,2020-04-08 16:00:00
6,1428,2020-04-08 16:00:00
7,2909,2020-04-08 16:00:00
8,793,2020-04-08 16:00:00
9,1865,2020-04-08 16:00:00
1,242,2020-04-08 17:00:00
2,360,2020-04-08 17:00:00
3,2126,2020-04-08 17:00:00
4,2040,2020-04-08 17:00:00
5,1122,2020-04-08 17:00:00
6,1428,2020-04-08 17:00:00
7,2923,2020-04-08 17:00:00
8,793,2020-04-08 17:00:00
9,1867,2020-04-08 17:00:00
1,244,2020-04-08 18:00:00
2,360,2020-04-08 18:00:00
3,2126,2020-04-08 18:00:00
4,2041,2020-04-08 18:00:00
5,1123,2020-04-08 18:00:00
6,1433,2020-04-08 18:00:00
7,2929,2020-04-08 18:00:00
8,793,2020-04-08 18:00:00
9,1867,2020-04-08 18:00:00
1,244,2020-04-08 19:00:00
2,360,2020-04-08 19:00:00
3,2127,2020-04-08 19:00:00
4,2041,2020-04-08 19:00:00
5,1127,2020-04-08 19:00:00
6,1432,2020-04-08 19:00:00
7,2929,2020-04-08 19:00:00
8,793,2020-04-08 19:00:00
9,1867,2020-04-08 19:00:00
1,244,2020-04-08 20:00:00
2,360,2020-04-08 20:00:00
3,2126,2020-04-08 20:00:00
4,2041,2020-04-08 20:00:00
5,1127,2020-04-08 20:00:00
6,1432,2020-04-08 20:00:00
7,2929,2020-04-08 20:00:00
8,793,2020-04-08 20:00:00
9,1878,2020-04-08 20:00:00
1,244,2020-04-08 21:00:00
2,360,2020-04-08 21:00:00
3,2126,2020-04-08 21:00:00
4,2046,2020-04-08 21:00:00
5,1129,2020-04-08 21:00:00
6,1432,2020-04-08 21:00:00
7,2929,2020-04-08 21:00:00
8,793,2020-04-08 21:00:00
9,1878,2020-04-08 21:00:00
1,244,2020-04-08 22:00:00
2,360,2020-04-08 22:00:00
3,2128,2020-04-08 22:00:00
4,2047,2020-04-08 22:00:00
5,1129,2020-04-08 22:00:00
6,1432,2020-04-08 22:00:00
7,2929,2020-04-08 22:00:00
8,794,2020-04-08 22:00:00
9,1878,2020-04-08 22:00:00
1,244,2020-04-08 23:00:00
2,360,2020-04-08 23:00:00
3,2128,2020-04-08 23:00:00
4,2048,2020-04-08 23:00:00
5,1129,2020-04-08 23:00:00
6,1432,2020-04-08 23:00:00
7,2929,2020-04-08 23:00:00
8,794,2020-04-08 23:00:00
9,1878,2020-04-08 23:00:00
