"datum";"freq"
2020-03-10;217
2020-03-11;325
2020-03-12;453
2020-03-13;643
2020-03-14;827
2020-03-15;1037
2020-03-16;1324
2020-03-17;1674
2020-03-18;2100
2020-03-19;2573
2020-03-20;3116
2020-03-21;3562
2020-03-22;4200
2020-03-23;5015
2020-03-24;5818
2020-03-25;6480
2020-03-26;7442
2020-03-27;8237
2020-03-28;8787
2020-03-29;9249
2020-03-30;9946
2020-03-31;10500
2020-04-01;10987
2020-04-02;11366
2020-04-03;11739
2020-04-04;12013
2020-04-05;12179
2020-04-06;12415
2020-04-07;12653
