"datum";"freq"
"26.02";2
"27.02";5
"28.02";10
"29.02";10
"01.03";13
"02.03";18
"03.03";26
"04.03";38
"05.03";53
"06.03";74
"07.03";91
"08.03";122
"09.03";147
"10.03";213
"11.03";316
"12.03";441
"13.03";629
"14.03";810
"15.03";1017
"16.03";1307
"17.03";1648
"18.03";2060
"19.03";2510
"20.03";3019
"21.03";3419
"22.03";3991
"23.03";4678
