"nuts2";"freq";"date"
1;116;2020-03-26 17:22:58
2;188;2020-03-26 17:22:58
3;918;2020-03-26 17:22:58
4;1102;2020-03-26 17:22:58
5;627;2020-03-26 17:22:58
6;740;2020-03-26 17:22:58
7;1647;2020-03-26 17:22:58
8;435;2020-03-26 17:22:58
9;899;2020-03-26 17:22:58
1;116;2020-03-26 18:00:00
2;188;2020-03-26 18:00:00
3;920;2020-03-26 18:00:00
4;1111;2020-03-26 18:00:00
5;627;2020-03-26 18:00:00
6;740;2020-03-26 18:00:00
7;1657;2020-03-26 18:00:00
8;443;2020-03-26 18:00:00
9;901;2020-03-26 18:00:00
1;117;2020-03-26 19:00:00
2;188;2020-03-26 19:00:00
3;967;2020-03-26 19:00:00
4;1143;2020-03-26 19:00:00
5;641;2020-03-26 19:00:00
6;743;2020-03-26 19:00:00
7;1664;2020-03-26 19:00:00
8;443;2020-03-26 19:00:00
9;910;2020-03-26 19:00:00
1;117;2020-03-26 20:00:00
2;188;2020-03-26 20:00:00
3;986;2020-03-26 20:00:00
4;1149;2020-03-26 20:00:00
5;641;2020-03-26 20:00:00
6;743;2020-03-26 20:00:00
7;1664;2020-03-26 20:00:00
8;447;2020-03-26 20:00:00
9;912;2020-03-26 20:00:00
1;117;2020-03-26 21:00:00
2;188;2020-03-26 21:00:00
3;986;2020-03-26 21:00:00
4;1149;2020-03-26 21:00:00
5;647;2020-03-26 21:00:00
6;743;2020-03-26 21:00:00
7;1665;2020-03-26 21:00:00
8;447;2020-03-26 21:00:00
9;914;2020-03-26 21:00:00
1;117;2020-03-26 22:00:00
2;188;2020-03-26 22:00:00
3;986;2020-03-26 22:00:00
4;1149;2020-03-26 22:00:00
5;647;2020-03-26 22:00:00
6;743;2020-03-26 22:00:00
7;1665;2020-03-26 22:00:00
8;456;2020-03-26 22:00:00
9;914;2020-03-26 22:00:00
1;117;2020-03-26 23:00:00
2;188;2020-03-26 23:00:00
3;986;2020-03-26 23:00:00
4;1149;2020-03-26 23:00:00
5;680;2020-03-26 23:00:00
6;743;2020-03-26 23:00:00
7;1665;2020-03-26 23:00:00
8;456;2020-03-26 23:00:00
9;914;2020-03-26 23:00:00
