"bkz","freq","date"
101,8,2020-03-26 17:22:58
103,11,2020-03-26 17:22:58
104,3,2020-03-26 17:22:58
105,5,2020-03-26 17:22:58
106,14,2020-03-26 17:22:58
107,27,2020-03-26 17:22:58
108,9,2020-03-26 17:22:58
109,39,2020-03-26 17:22:58
201,39,2020-03-26 17:22:58
202,13,2020-03-26 17:22:58
203,3,2020-03-26 17:22:58
204,23,2020-03-26 17:22:58
205,17,2020-03-26 17:22:58
206,16,2020-03-26 17:22:58
207,22,2020-03-26 17:22:58
208,34,2020-03-26 17:22:58
209,15,2020-03-26 17:22:58
210,6,2020-03-26 17:22:58
301,7,2020-03-26 17:22:58
302,29,2020-03-26 17:22:58
303,11,2020-03-26 17:22:58
304,17,2020-03-26 17:22:58
305,115,2020-03-26 17:22:58
306,55,2020-03-26 17:22:58
307,28,2020-03-26 17:22:58
308,35,2020-03-26 17:22:58
309,4,2020-03-26 17:22:58
310,6,2020-03-26 17:22:58
311,5,2020-03-26 17:22:58
312,82,2020-03-26 17:22:58
313,51,2020-03-26 17:22:58
314,15,2020-03-26 17:22:58
315,43,2020-03-26 17:22:58
316,54,2020-03-26 17:22:58
317,76,2020-03-26 17:22:58
318,83,2020-03-26 17:22:58
319,82,2020-03-26 17:22:58
320,16,2020-03-26 17:22:58
321,76,2020-03-26 17:22:58
322,5,2020-03-26 17:22:58
323,13,2020-03-26 17:22:58
325,10,2020-03-26 17:22:58
401,143,2020-03-26 17:22:58
402,12,2020-03-26 17:22:58
403,40,2020-03-26 17:22:58
404,27,2020-03-26 17:22:58
405,20,2020-03-26 17:22:58
406,59,2020-03-26 17:22:58
407,33,2020-03-26 17:22:58
408,22,2020-03-26 17:22:58
409,22,2020-03-26 17:22:58
410,100,2020-03-26 17:22:58
411,158,2020-03-26 17:22:58
412,21,2020-03-26 17:22:58
413,81,2020-03-26 17:22:58
414,32,2020-03-26 17:22:58
415,63,2020-03-26 17:22:58
416,151,2020-03-26 17:22:58
417,66,2020-03-26 17:22:58
418,52,2020-03-26 17:22:58
501,85,2020-03-26 17:22:58
502,33,2020-03-26 17:22:58
503,91,2020-03-26 17:22:58
504,249,2020-03-26 17:22:58
505,12,2020-03-26 17:22:58
506,157,2020-03-26 17:22:58
601,172,2020-03-26 17:22:58
603,12,2020-03-26 17:22:58
606,73,2020-03-26 17:22:58
610,87,2020-03-26 17:22:58
611,16,2020-03-26 17:22:58
612,47,2020-03-26 17:22:58
614,1,2020-03-26 17:22:58
616,44,2020-03-26 17:22:58
617,69,2020-03-26 17:22:58
620,18,2020-03-26 17:22:58
621,25,2020-03-26 17:22:58
622,145,2020-03-26 17:22:58
623,31,2020-03-26 17:22:58
701,280,2020-03-26 17:22:58
702,128,2020-03-26 17:22:58
703,202,2020-03-26 17:22:58
704,143,2020-03-26 17:22:58
705,177,2020-03-26 17:22:58
706,503,2020-03-26 17:22:58
707,62,2020-03-26 17:22:58
708,26,2020-03-26 17:22:58
709,126,2020-03-26 17:22:58
801,131,2020-03-26 17:22:58
802,103,2020-03-26 17:22:58
803,69,2020-03-26 17:22:58
804,132,2020-03-26 17:22:58
900,899,2020-03-26 17:22:58
101,8,2020-03-26 18:00:00
103,11,2020-03-26 18:00:00
104,3,2020-03-26 18:00:00
105,5,2020-03-26 18:00:00
106,14,2020-03-26 18:00:00
107,27,2020-03-26 18:00:00
108,9,2020-03-26 18:00:00
109,39,2020-03-26 18:00:00
201,39,2020-03-26 18:00:00
202,13,2020-03-26 18:00:00
203,3,2020-03-26 18:00:00
204,23,2020-03-26 18:00:00
205,17,2020-03-26 18:00:00
206,16,2020-03-26 18:00:00
207,22,2020-03-26 18:00:00
208,34,2020-03-26 18:00:00
209,15,2020-03-26 18:00:00
210,6,2020-03-26 18:00:00
301,7,2020-03-26 18:00:00
302,29,2020-03-26 18:00:00
303,11,2020-03-26 18:00:00
304,17,2020-03-26 18:00:00
305,115,2020-03-26 18:00:00
306,55,2020-03-26 18:00:00
307,28,2020-03-26 18:00:00
308,35,2020-03-26 18:00:00
309,4,2020-03-26 18:00:00
310,6,2020-03-26 18:00:00
311,5,2020-03-26 18:00:00
312,82,2020-03-26 18:00:00
313,51,2020-03-26 18:00:00
314,15,2020-03-26 18:00:00
315,43,2020-03-26 18:00:00
316,54,2020-03-26 18:00:00
317,76,2020-03-26 18:00:00
318,85,2020-03-26 18:00:00
319,82,2020-03-26 18:00:00
320,16,2020-03-26 18:00:00
321,76,2020-03-26 18:00:00
322,5,2020-03-26 18:00:00
323,13,2020-03-26 18:00:00
325,10,2020-03-26 18:00:00
401,143,2020-03-26 18:00:00
402,12,2020-03-26 18:00:00
403,40,2020-03-26 18:00:00
404,27,2020-03-26 18:00:00
405,20,2020-03-26 18:00:00
406,59,2020-03-26 18:00:00
407,33,2020-03-26 18:00:00
408,22,2020-03-26 18:00:00
409,27,2020-03-26 18:00:00
410,100,2020-03-26 18:00:00
411,158,2020-03-26 18:00:00
412,21,2020-03-26 18:00:00
413,81,2020-03-26 18:00:00
414,32,2020-03-26 18:00:00
415,67,2020-03-26 18:00:00
416,151,2020-03-26 18:00:00
417,66,2020-03-26 18:00:00
418,52,2020-03-26 18:00:00
501,85,2020-03-26 18:00:00
502,33,2020-03-26 18:00:00
503,91,2020-03-26 18:00:00
504,249,2020-03-26 18:00:00
505,12,2020-03-26 18:00:00
506,157,2020-03-26 18:00:00
601,173,2020-03-26 18:00:00
603,12,2020-03-26 18:00:00
606,72,2020-03-26 18:00:00
610,87,2020-03-26 18:00:00
611,16,2020-03-26 18:00:00
612,47,2020-03-26 18:00:00
614,1,2020-03-26 18:00:00
616,44,2020-03-26 18:00:00
617,69,2020-03-26 18:00:00
620,18,2020-03-26 18:00:00
621,25,2020-03-26 18:00:00
622,145,2020-03-26 18:00:00
623,31,2020-03-26 18:00:00
701,277,2020-03-26 18:00:00
702,128,2020-03-26 18:00:00
703,202,2020-03-26 18:00:00
704,150,2020-03-26 18:00:00
705,180,2020-03-26 18:00:00
706,503,2020-03-26 18:00:00
707,62,2020-03-26 18:00:00
708,26,2020-03-26 18:00:00
