"datum","freq"
2020-02-26,2
2020-02-27,5
2020-02-28,11
2020-02-29,11
2020-03-01,14
2020-03-02,19
2020-03-03,27
2020-03-04,40
2020-03-05,56
2020-03-06,77
2020-03-07,94
2020-03-08,125
2020-03-09,150
2020-03-10,216
2020-03-11,319
2020-03-12,444
2020-03-13,634
2020-03-14,818
2020-03-15,1025
2020-03-16,1311
2020-03-17,1655
2020-03-18,2074
2020-03-19,2538
2020-03-20,3064
2020-03-21,3486
2020-03-22,4096
2020-03-23,4872
2020-03-24,5585
2020-03-25,6125
