"nuts2";"freq";"date"
1;269;2020-04-14 00:00:00
2;386;2020-04-14 00:00:00
3;2347;2020-04-14 00:00:00
4;2134;2020-04-14 00:00:00
5;1174;2020-04-14 00:00:00
6;1572;2020-04-14 00:00:00
7;3301;2020-04-14 00:00:00
8;832;2020-04-14 00:00:00
9;2028;2020-04-14 00:00:00
1;269;2020-04-14 01:00:00
2;386;2020-04-14 01:00:00
3;2347;2020-04-14 01:00:00
4;2134;2020-04-14 01:00:00
5;1174;2020-04-14 01:00:00
6;1572;2020-04-14 01:00:00
7;3301;2020-04-14 01:00:00
8;832;2020-04-14 01:00:00
9;2028;2020-04-14 01:00:00
1;269;2020-04-14 02:00:00
2;386;2020-04-14 02:00:00
3;2347;2020-04-14 02:00:00
4;2134;2020-04-14 02:00:00
5;1174;2020-04-14 02:00:00
6;1572;2020-04-14 02:00:00
7;3301;2020-04-14 02:00:00
8;832;2020-04-14 02:00:00
9;2028;2020-04-14 02:00:00
1;269;2020-04-14 03:00:00
2;386;2020-04-14 03:00:00
3;2347;2020-04-14 03:00:00
4;2134;2020-04-14 03:00:00
5;1174;2020-04-14 03:00:00
6;1572;2020-04-14 03:00:00
7;3301;2020-04-14 03:00:00
8;832;2020-04-14 03:00:00
9;2028;2020-04-14 03:00:00
