"geschlecht";"freq";"date"
"männlich";50;2020-04-14 00:00:00
"weiblich";50;2020-04-14 00:00:00
"männlich";50;2020-04-14 01:00:00
"weiblich";50;2020-04-14 01:00:00
"männlich";50;2020-04-14 02:00:00
"weiblich";50;2020-04-14 02:00:00
"männlich";50;2020-04-14 03:00:00
"weiblich";50;2020-04-14 03:00:00
"männlich";50;2020-04-14 04:00:00
"weiblich";50;2020-04-14 04:00:00
"männlich";50;2020-04-14 05:00:00
"weiblich";50;2020-04-14 05:00:00
"männlich";50;2020-04-14 06:00:00
"weiblich";50;2020-04-14 06:00:00
"männlich";50;2020-04-14 07:00:00
"weiblich";50;2020-04-14 07:00:00
"männlich";50;2020-04-14 08:00:00
"weiblich";50;2020-04-14 08:00:00
"männlich";50;2020-04-14 09:00:00
"weiblich";50;2020-04-14 09:00:00
"männlich";50;2020-04-14 10:00:00
"weiblich";50;2020-04-14 10:00:00
"männlich";50;2020-04-14 10:27:22
"weiblich";50;2020-04-14 10:27:22
"männlich";50;2020-04-14 11:00:00
"weiblich";50;2020-04-14 11:00:00
"männlich";50;2020-04-14 12:00:00
"weiblich";50;2020-04-14 12:00:00
"männlich";50;2020-04-14 13:00:00
"weiblich";50;2020-04-14 13:00:00
"männlich";50;2020-04-14 14:00:00
"weiblich";50;2020-04-14 14:00:00
"männlich";50;2020-04-14 15:00:00
"weiblich";50;2020-04-14 15:00:00
