"bkz";"freq";"date"
101;15;2020-04-14
103;22;2020-04-14
104;21;2020-04-14
105;8;2020-04-14
106;34;2020-04-14
107;50;2020-04-14
108;19;2020-04-14
109;100;2020-04-14
201;85;2020-04-14
202;19;2020-04-14
203;5;2020-04-14
204;38;2020-04-14
205;48;2020-04-14
206;37;2020-04-14
207;47;2020-04-14
208;52;2020-04-14
209;43;2020-04-14
210;12;2020-04-14
301;32;2020-04-14
302;77;2020-04-14
303;22;2020-04-14
304;36;2020-04-14
305;270;2020-04-14
306;118;2020-04-14
307;68;2020-04-14
308;71;2020-04-14
309;12;2020-04-14
310;28;2020-04-14
311;39;2020-04-14
312;144;2020-04-14
313;133;2020-04-14
314;40;2020-04-14
315;155;2020-04-14
316;114;2020-04-14
317;151;2020-04-14
318;168;2020-04-14
319;245;2020-04-14
320;99;2020-04-14
321;142;2020-04-14
322;60;2020-04-14
323;58;2020-04-14
325;65;2020-04-14
401;294;2020-04-14
402;52;2020-04-14
403;57;2020-04-14
404;110;2020-04-14
405;50;2020-04-14
406;103;2020-04-14
407;62;2020-04-14
408;69;2020-04-14
409;38;2020-04-14
410;195;2020-04-14
411;249;2020-04-14
412;42;2020-04-14
413;139;2020-04-14
414;54;2020-04-14
415;165;2020-04-14
416;275;2020-04-14
417;104;2020-04-14
418;76;2020-04-14
501;142;2020-04-14
502;65;2020-04-14
503;182;2020-04-14
504;430;2020-04-14
505;22;2020-04-14
506;333;2020-04-14
601;425;2020-04-14
603;40;2020-04-14
606;172;2020-04-14
610;169;2020-04-14
611;23;2020-04-14
612;79;2020-04-14
614;5;2020-04-14
616;95;2020-04-14
617;147;2020-04-14
620;31;2020-04-14
621;50;2020-04-14
622;289;2020-04-14
623;47;2020-04-14
701;382;2020-04-14
702;272;2020-04-14
703;370;2020-04-14
704;337;2020-04-14
705;476;2020-04-14
706;948;2020-04-14
707;133;2020-04-14
708;54;2020-04-14
709;329;2020-04-14
801;241;2020-04-14
802;250;2020-04-14
803;138;2020-04-14
804;203;2020-04-14
900;2028;2020-04-14
